"","Fecha","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","Recuperados","Activos","Hospitalizados.Activos","Ambulatorios.Activos","Decesos.Activos","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas","Casos.diarios","Confirmados.diarios","Hospitalizados.diarios","Decesos.diarios","Casos.media.7d","Decesos.media.7d","Hospitalizados.media.7d","Resultados.diarios","Resultados.media.7d","Ambulatorios.Activos.7d","Sospechosos.7d","Sospechosos.diarios","Sospechosos.diarios.7d","Hospitalizados.Activos.7d","Incidencia","Letalidad","Mortalidad","Positividad.diaria","Positividad","Analizados.diarios","Analizados.media.7d"
"378",2021-05-14,147687,123364,56913,66451,5441,74207,39825,34382,6567,2781,3786,62208,11999,25746,13943,498,67197,444,24,419,1,15588,4189,51712,0,5893,373,0,0,951,124,30,4,21,3,7,1,5,0,1369,6,14782,63,43398,2017,14658,4481,85,81,23,5,60.7,1.4,5.3,398,220.4,404.4,5363.9,41,7.6,20,2413.44,8.8,21357.87,20.35,46.13,443,241.1
"379",2021-05-15,148003,123751,56959,66792,5354,74269,39865,34404,6568,2781,3787,62264,12005,25758,13952,499,67280,421,25,396,0,15619,4190,51736,0,5900,373,0,0,951,124,30,4,21,3,7,1,5,0,1373,6,14794,63,43435,2017,14667,4482,62,46,6,1,57.6,1.1,5.6,387,243.9,395.6,5359.6,-87,-4.3,20.1,2415.45,8.8,21361.12,11.89,46.03,316,250.3
"380",2021-05-16,148082,123899,56989,66910,5280,74304,39885,34419,6571,2782,3789,62294,12010,25768,13957,499,67332,403,24,377,2,15626,4193,51763,0,5901,373,0,0,951,124,30,4,21,3,7,1,5,0,1373,6,14805,63,43453,2019,14673,4483,35,30,5,3,57.4,1.4,6,148,240.3,391,5358.7,-74,-0.9,20.4,2416.59,8.8,21370.88,20.27,46,79,250.6
"381",2021-05-17,148172,123950,57009,66941,5317,74326,39894,34432,6571,2782,3789,62311,12015,25780,13962,499,67396,361,25,334,2,15634,4193,51777,0,5901,373,0,0,951,124,30,4,21,3,7,1,5,0,1373,6,14809,63,43467,2019,14677,4483,22,20,5,0,57.4,1.4,6.6,51,237,386.4,5359,37,0.3,21.3,2417.31,8.8,21370.88,39.22,45.99,90,247.7
"382",2021-05-18,148542,124239,57058,67181,5390,74383,39922,34461,6573,2784,3789,62337,12046,25817,13999,501,67430,382,26,354,2,15663,4193,51805,0,5901,373,0,0,951,124,30,4,21,3,7,1,5,0,1374,6,14824,63,43505,2019,14680,4485,57,49,31,2,57.9,0.9,9.7,289,258,384.1,5370.6,73,11.6,22.7,2419.16,8.8,21377.38,16.96,45.93,370,278.3
"383",2021-05-19,148824,124479,57112,67367,5425,74444,39958,34486,6578,2786,3792,62389,12055,25834,14008,501,67479,390,29,358,3,15694,4198,51829,0,5906,373,0,0,952,124,30,4,21,3,7,1,5,0,1375,6,14834,63,43545,2020,14690,4489,61,54,9,5,56.1,2.3,11.6,240,253.1,378.7,5372.4,35,1.9,24.3,2421.14,8.8,21393.64,22.5,45.88,282,263
"384",2021-05-20,149168,124795,57173,67622,5444,74514,39993,34521,6582,2788,3794,62454,12060,25852,14013,502,67525,410,27,380,3,15714,4200,51877,0,5907,373,0,0,953,124,30,4,21,3,7,1,5,0,1378,6,14859,63,43580,2021,14697,4492,70,61,5,4,56,2.9,12,316,261.3,374,5378.7,19,6.3,25.7,2423.42,8.8,21406.65,19.3,45.81,344,274.9
"385",2021-05-21,149678,125119,57259,67860,5626,74604,40027,34577,6584,2789,3795,62536,12068,25876,14022,502,67585,439,31,404,4,15736,4202,51938,0,5913,373,0,0,954,124,30,4,21,3,7,1,5,0,1383,6,14877,63,43636,2023,14708,4492,90,86,8,2,56.7,2.4,9.9,324,250.7,371.9,5405.1,182,26.4,26.7,2426.35,8.8,21413.16,26.54,45.76,510,284.4
"386",2021-05-22,149983,125461,57334,68127,5574,74685,40066,34619,6589,2790,3799,62607,12078,25900,14033,503,67639,462,31,426,5,15760,4204,51987,0,5921,373,0,0,954,124,30,4,21,3,7,1,5,0,1390,6,14895,63,43680,2023,14720,4497,81,75,10,5,59.4,3,10.4,342,244.3,376.1,5436.6,-52,31.4,27.6,2428.98,8.8,21429.42,21.93,45.7,305,282.9
"387",2021-05-23,150064,125724,57356,68368,5384,74709,40079,34630,6589,2790,3799,62629,12080,25907,14036,503,67684,441,27,409,5,15765,4204,52005,0,5922,373,0,0,954,124,30,4,21,3,7,1,5,0,1390,6,14897,63,43698,2023,14724,4497,24,22,2,0,57.9,2.6,10,263,260.7,380.7,5451.4,-190,14.9,28,2429.76,8.8,21429.42,8.37,45.62,81,283.1
"388",2021-05-24,150122,125866,57394,68472,5299,74748,40099,34649,6591,2790,3801,62661,12087,25920,14045,503,67755,409,25,377,7,15768,4206,52040,0,5923,373,0,0,954,124,30,4,21,3,7,1,5,0,1392,6,14907,63,43716,2023,14733,4499,39,38,7,2,60.3,2.9,10.3,142,273.7,386.9,5448.9,-85,-2.6,28,2431.03,8.8,21435.92,26.76,45.6,58,278.6
"389",2021-05-25,150427,126115,57462,68653,5352,74819,40135,34684,6596,2791,3805,62726,12093,25953,14056,504,67815,415,25,383,7,15803,4208,52076,0,5923,373,0,0,954,126,30,4,21,3,7,1,5,0,1393,6,14922,63,43766,2027,14738,4500,71,68,6,5,62.3,3.3,6.7,249,268,391,5443.4,53,-5.4,27.9,2433.34,8.8,21452.19,27.31,45.56,305,269.3
"390",2021-05-26,150822,126445,57525,68920,5407,74892,40184,34708,6599,2793,3806,62789,12103,25979,14072,510,67884,414,27,382,5,15836,4209,52112,0,5927,373,0,0,954,126,30,4,21,3,7,1,5,0,1396,6,14937,63,43809,2028,14750,4502,73,63,10,3,64,3,6.9,330,280.9,394.4,5440.9,55,-2.6,27.6,2435.71,8.8,21461.94,19.09,45.49,395,285.4
"391",2021-05-27,151159,126783,57603,69180,5402,74974,40226,34748,6608,2796,3812,62854,12120,26007,14091,511,67933,439,33,400,6,15867,4211,52161,0,5929,373,0,0,954,126,30,4,21,3,7,1,5,0,1401,7,14950,63,43864,2029,14759,4509,82,78,17,9,65.7,3.7,8.6,338,284,397.3,5434.9,-5,-6,28.4,2438.38,8.8,21491.21,23.08,45.43,337,284.4
"392",2021-05-28,151507,127136,57690,69446,5390,75067,40279,34788,6611,2798,3813,63195,11872,25776,13817,503,67990,472,41,425,6,15898,4214,52220,0,5929,373,0,0,957,126,30,4,21,3,7,1,5,0,1408,7,14972,63,43914,2030,14773,4511,93,87,-248,3,66.1,3.9,-28,353,288.1,400.3,5401.1,-12,-33.7,29.9,2441.41,8.8,21500.97,24.65,45.38,348,261.3
"393",2021-05-29,151862,127477,57787,69690,5390,75181,40335,34846,6627,2802,3825,62461,12720,26648,14666,503,68068,489,42,444,3,15936,4227,52273,0,5950,373,0,0,959,126,30,4,21,3,7,1,5,0,1409,7,15001,63,43971,2033,14800,4524,114,97,848,16,70.9,5.4,91.7,341,288,402.9,5374.9,0,-26.3,31.4,2445.11,8.8,21553.01,28.45,45.33,355,268.4
"394",2021-05-30,151944,127586,57823,69763,5359,75221,40358,34863,6628,2803,3825,62497,12724,26657,14670,503,68122,473,40,431,2,15947,4228,52302,0,5950,373,0,0,959,126,30,4,21,3,7,1,5,0,1411,7,15016,63,43987,2034,14807,4524,40,36,4,1,73.1,5.6,92,109,266,406,5371.3,-31,-3.6,33.3,2446.41,8.8,21556.26,33.03,45.32,82,268.6
"395",2021-05-31,152024,127701,57861,69840,5322,75261,40381,34880,6630,2803,3827,62529,12732,26672,14679,503,68177,456,41,413,2,15958,4230,52331,0,5950,373,0,0,959,126,30,4,21,3,7,1,5,0,1414,7,15023,63,44014,2035,14810,4525,40,38,8,2,73.3,5.6,92.1,115,262.1,411.1,5374.6,-37,3.3,35.6,2447.72,8.8,21562.76,33.04,45.31,80,271.7
"396",2021-06-01,152405,127993,57939,70054,5391,75364,40434,34930,6648,2810,3838,62609,12755,26720,14703,504,68239,478,42,435,1,16015,4244,52364,0,5963,373,0,0,959,126,30,4,21,3,7,1,5,0,1415,7,15044,64,44080,2041,14825,4536,103,78,23,18,77.9,7.4,94.6,292,268.3,418.6,5380.1,69,5.6,38,2451.07,8.8,21621.31,26.71,45.27,381,282.6
"397",2021-06-02,152839,128358,58052,70306,5449,75486,40497,34989,6662,2814,3848,62715,12771,26755,14724,506,68287,538,46,491,1,16069,4247,52422,0,5972,375,0,0,960,127,30,4,21,3,7,1,5,0,1418,7,15080,64,44154,2047,14834,4544,122,113,16,14,84.9,9,95.4,365,273.3,434.1,5386.1,58,6,40.7,2455.03,8.8,21666.84,30.96,45.23,434,288.1
"398",2021-06-03,153204,128717,58125,70592,5450,75564,40543,35021,6667,2819,3848,62785,12779,26793,14736,507,68381,517,45,471,1,16100,4250,52467,0,5972,375,0,0,961,127,30,4,22,3,7,1,5,0,1420,7,15092,64,44215,2050,14837,4546,78,73,8,5,84.3,8.4,94.1,359,276.3,444.3,5393,1,6.9,42.4,2457.57,8.8,21683.1,20.33,45.16,365,292.1
"399",2021-06-04,153665,129128,58237,70891,5497,75679,40603,35076,6671,2821,3850,62891,12788,26810,14745,507,68447,562,45,516,1,16148,4252,52533,0,5973,375,0,0,961,127,30,4,22,3,7,1,5,0,1421,7,15128,64,44286,2053,14844,4547,115,112,9,4,87.4,8.6,130.9,411,284.6,457.3,5408.3,47,15.3,43,2461.31,8.8,21696.11,27.25,45.1,461,308.3
"400",2021-06-05,153988,129455,58359,71096,5489,75805,40670,35135,6673,2822,3851,63005,12800,26834,14759,507,68512,621,48,572,1,16201,4252,52601,0,5978,375,0,0,961,127,30,4,22,3,7,1,5,0,1425,7,15171,64,44355,2055,14854,4547,126,122,12,2,89.1,6.6,11.4,327,282.6,475.6,5422.4,-8,14.1,43.9,2465.41,8.8,21702.61,37.31,45.08,323,303.7
"401",2021-06-06,154111,129689,58406,71283,5378,75852,40705,35147,6674,2823,3851,63039,12813,26859,14773,507,68581,598,54,543,1,16230,4253,52619,0,5978,375,0,0,961,127,30,4,22,3,7,1,5,0,1427,7,15190,64,44374,2056,14861,4547,47,47,13,1,90.1,6.6,12.7,234,300.4,491.6,5425.1,-111,2.7,45.9,2466.94,8.8,21705.87,20.09,45.04,123,309.6
"402",2021-06-07,154171,129756,58450,71306,5368,75899,40724,35175,6675,2824,3851,63085,12814,26862,14774,507,68667,559,44,513,2,16234,4254,52662,0,5978,375,0,0,961,127,30,4,22,3,7,1,5,0,1429,7,15202,64,44402,2056,14866,4548,47,44,1,1,91.1,6.4,11.7,67,293.6,505.9,5431.7,-10,6.6,46.3,2468.46,8.8,21709.12,65.67,45.05,60,306.7
"403",2021-06-08,154530,129976,58533,71443,5496,75988,40775,35213,6682,2826,3856,63161,12827,26896,14789,509,68735,573,39,532,2,16276,4257,52697,0,5989,375,0,0,961,128,31,5,22,3,7,1,5,0,1432,7,15229,64,44458,2061,14869,4550,89,83,13,7,89.1,4.9,10.3,220,283.3,519.7,5446.7,128,15,45.9,2471.36,8.8,21731.88,37.73,45.03,359,303.6
"404",2021-06-09,154957,130261,58644,71617,5614,76122,40856,35266,6688,2827,3861,63278,12844,26928,14811,509,68805,631,38,591,2,16325,4263,52755,0,6013,375,0,0,964,128,31,5,22,3,7,1,5,0,1434,7,15272,63,44537,2062,14879,4556,134,111,17,6,90.9,3.7,10.4,285,271.9,534,5470.3,118,23.6,44.7,2475.72,8.8,21751.4,38.95,45.02,427,302.6
"405",2021-06-10,155448,130731,58791,71940,5621,76283,40940,35343,6693,2827,3866,63428,12855,26955,14823,509,68881,714,37,672,5,16395,4266,52831,0,6027,375,0,0,965,128,31,5,22,3,7,1,5,0,1442,7,15320,63,44630,2063,14891,4560,161,147,11,5,102.7,3.7,10.9,470,287.7,562.7,5494.7,7,24.4,43.6,2480.95,8.8,21767.66,31.28,44.97,491,320.6
"406",2021-06-11,155891,131148,58946,72202,5639,76448,41033,35415,6702,2834,3868,63572,12876,26992,14845,510,68976,775,42,728,5,16476,4271,52912,0,6029,375,0,0,965,128,32,5,22,3,7,1,5,0,1445,7,15362,63,44737,2065,14904,4567,165,155,21,9,109.9,4.4,12.6,417,288.6,593,5515,18,20.3,43.1,2486.32,8.8,21796.93,37.17,44.95,443,318
"407",2021-06-12,156359,131594,59075,72519,5642,76596,41125,35471,6707,2836,3871,63704,12892,27026,14864,513,69051,843,53,785,5,16548,4277,52974,0,6042,375,0,0,966,128,32,5,22,3,7,1,5,0,1450,7,15404,63,44827,2066,14915,4571,148,129,16,5,113,4.9,13.1,446,305.6,623.4,5536.9,3,21.9,43.9,2491.13,8.8,21813.19,28.92,44.89,468,338.7
"408",2021-06-13,156507,131846,59167,72679,5537,76689,41176,35513,6708,2836,3872,63785,12904,27049,14876,513,69108,877,56,817,4,16572,4278,53039,0,6046,375,0,0,966,128,32,5,22,3,7,1,5,0,1457,7,15432,63,44879,2066,14921,4572,93,92,12,1,119.6,4.9,13,252,308.1,662.6,5559.6,-105,22.7,44.1,2494.16,8.7,21816.44,36.51,44.88,148,342.3
"409",2021-06-14,156592,131976,59200,72776,5492,76722,41199,35523,6709,2837,3872,63805,12917,27073,14889,513,69175,842,60,778,4,16586,4279,53059,0,6045,375,0,0,966,128,32,5,22,3,7,1,5,0,1458,7,15441,63,44897,2066,14926,4573,33,33,13,1,117.6,4.9,14.7,130,317.1,700.4,5577.3,-45,17.7,46.4,2495.23,8.7,21819.7,25.38,44.86,85,345.9
"410",2021-06-15,157096,132386,59358,73028,5572,76893,41296,35597,6712,2839,3873,63959,12934,27103,14909,514,69333,853,63,785,5,16657,4283,53153,0,6050,375,0,0,966,128,32,5,23,3,7,1,5,0,1463,7,15498,63,44992,2068,14940,4574,171,158,17,3,129.3,4.3,15.3,410,344.3,736.6,5588.1,80,10.9,49.9,2500.79,8.7,21829.45,38.54,44.84,504,366.6
"411",2021-06-16,157625,132751,59515,73236,5721,77065,41390,35675,6719,2842,3877,64122,12943,27125,14918,513,69401,950,66,879,5,16739,4288,53227,0,6064,375,0,0,968,128,32,5,23,3,7,1,5,0,1471,7,15549,63,45089,2068,14956,4581,172,157,9,7,134.7,4.4,14.1,365,355.7,777.7,5603.4,149,15.3,53.9,2506.39,8.7,21852.22,43.01,44.83,529,381.1
"412",2021-06-17,158100,133227,59679,73548,5714,77235,41469,35766,6726,2845,3881,64282,12953,27144,14929,513,69498,1016,67,944,5,16806,4294,53325,0,6068,375,0,0,969,128,32,5,23,3,7,1,5,0,1474,7,15594,64,45203,2073,14964,4582,170,164,10,7,136,4.7,14,476,356.6,816.6,5616.7,-7,13.3,58.1,2511.92,8.7,21874.98,34.45,44.79,475,378.9
"413",2021-06-18,158657,133761,59902,73859,5723,77475,41594,35881,6730,2847,3883,64512,12963,27175,14940,513,69632,1117,66,1047,4,16887,4297,53450,0,6100,375,0,0,971,128,32,5,23,3,7,1,5,0,1484,7,15654,64,45349,2076,14988,4583,240,223,10,4,146.7,4,12.4,534,373.3,862.1,5628.7,9,12,61.6,2519.72,8.7,21887.99,41.76,44.78,557,395.1
"414",2021-06-19,159162,134284,60129,74155,5685,77722,41725,35997,6738,2851,3887,64746,12976,27221,14957,513,69805,1181,69,1110,2,16950,4300,53612,0,6121,378,0,0,972,128,32,5,23,3,7,1,5,0,1500,7,15727,64,45493,2079,15002,4588,247,227,13,8,160.9,4.4,12,523,384.3,908.6,5634.9,-38,6.1,63.9,2527.75,8.7,21914.01,43.4,44.78,505,400.4
"415",2021-06-20,159339,134589,60230,74359,5557,77823,41781,36042,6738,2851,3887,64836,12987,27237,14968,513,69949,1138,67,1069,2,16982,4300,53679,0,6122,378,0,0,973,128,32,5,23,3,7,1,5,0,1505,7,15755,64,45547,2079,15016,4588,101,101,11,0,162,4.3,11.9,305,391.9,944.6,5637.7,-128,2.9,65.4,2531.04,8.7,21914.01,33.11,44.75,177,404.6
"416",2021-06-21,159445,134680,60276,74404,5570,77871,41801,36070,6738,2851,3887,64882,12989,27248,14970,513,70064,1071,56,1013,2,16987,4300,53721,0,6123,378,0,0,973,128,32,5,23,3,7,1,5,0,1507,7,15773,64,45571,2079,15020,4588,48,46,2,0,164.1,4.1,10.3,91,386.3,978.1,5648.9,13,11.1,64.9,2532.6,8.7,21914.01,50.55,44.75,106,407.6
"417",2021-06-22,160105,135177,60480,74697,5712,78096,41916,36180,6747,2855,3892,65091,13005,27304,14992,514,70199,1153,60,1090,3,17087,4308,53833,0,6135,378,0,0,974,128,32,5,23,3,7,1,5,0,1514,7,15837,65,45703,2082,15042,4593,225,204,16,9,171.9,5,10.1,497,398.7,1021.7,5668.9,142,20,64.4,2539.92,8.6,21943.28,41.05,44.74,660,429.9
"418",2021-06-23,160719,135625,60649,74976,5868,78274,42000,36274,6759,2859,3900,65250,13024,27347,15012,515,70339,1181,57,1119,5,17184,4319,53910,0,6139,378,0,0,974,129,32,5,23,3,7,1,5,0,1517,7,15889,65,45804,2086,15064,4601,178,169,19,12,172.7,5.7,11.6,448,410.6,1056,5689.9,156,21,63.1,2545.71,8.6,21982.31,37.72,44.72,614,442
"419",2021-06-24,161448,136296,60931,75365,5907,78574,42168,36406,6766,2864,3902,65526,13048,27406,15039,516,70521,1294,63,1224,7,17280,4325,54070,0,6182,378,0,0,975,130,32,5,23,3,7,1,5,0,1532,7,15980,65,45981,2090,15081,4604,300,282,24,7,191.3,5.7,13.6,671,438.4,1096,5717.4,39,27.6,62.6,2555.46,8.6,22005.08,42.03,44.7,729,478.3
"420",2021-06-25,162071,136867,61136,75731,5943,78795,42287,36508,6766,2864,3902,65726,13069,27452,15060,516,70655,1379,71,1303,5,17374,4325,54193,0,6185,378,0,0,976,130,32,5,23,3,7,1,5,0,1540,7,16046,65,46101,2090,15108,4604,221,205,21,0,188.6,5.1,15.1,571,443.7,1132.6,5748.9,36,31.4,63.3,2562.65,8.6,22005.08,35.9,44.67,623,487.7
"421",2021-06-26,162715,137493,61352,76141,5948,79024,42414,36610,6764,2864,3900,65940,13084,27483,15075,516,70804,1460,78,1378,4,17468,4325,54309,0,6202,378,0,0,978,130,32,5,23,3,7,1,5,0,1544,7,16128,65,46229,2089,15123,4603,229,216,15,-2,186,3.7,15.4,626,458.4,1170.9,5786.4,5,37.6,64.6,2570.1,8.6,21998.57,34.5,44.62,644,507.6
"422",2021-06-27,162921,137860,61446,76414,5785,79120,42477,36643,6770,2865,3905,66022,13098,27504,15089,516,70962,1391,79,1309,3,17497,4331,54374,0,6203,378,0,0,979,130,32,5,23,3,7,1,5,0,1550,7,16153,65,46287,2091,15130,4607,96,94,14,6,185.3,4.6,15.9,367,467.3,1205.1,5819,-163,32.6,66.3,2573.22,8.6,22018.09,25.61,44.57,206,511.7
"423",2021-06-28,163045,138136,61548,76588,5631,79224,42535,36689,6772,2866,3906,66120,13104,27529,15096,516,71134,1320,74,1244,2,17505,4332,54471,0,6202,379,0,0,979,130,32,5,23,3,7,1,5,0,1555,7,16185,65,46339,2092,15145,4608,104,102,6,2,193.3,4.9,16.4,276,493.7,1238.1,5827.7,-154,8.7,68.9,2576.6,8.5,22024.59,36.96,44.56,124,514.3
"424",2021-06-29,163675,138663,61764,76899,5719,79455,42658,36797,6774,2867,3907,66333,13122,27576,15116,517,71309,1374,78,1294,2,17597,4332,54607,0,6205,380,0,0,979,130,32,5,23,3,7,1,5,0,1567,7,16249,65,46470,2092,15169,4610,231,216,18,2,194.1,3.9,16.7,527,498,1267.3,5828.7,88,1,71.4,2584.12,8.5,22031.1,40.99,44.54,630,510
"425",2021-06-30,164287,139115,61987,77128,5866,79691,42784,36907,6779,2868,3911,66544,13147,27617,15141,517,71432,1484,89,1391,4,17692,4335,54743,0,6208,380,0,0,981,130,32,5,23,3,7,1,5,0,1576,6,16339,66,46589,2095,15187,4612,236,223,25,5,202.4,2.9,17.6,452,498.6,1306.1,5828.4,147,-0.3,76,2591.79,8.5,22047.36,49.34,44.56,612,509.7
"426",2021-07-01,164874,139769,62209,77560,5782,79930,42905,37025,6789,2872,3917,66757,13173,27666,15169,517,71567,1582,94,1480,8,17783,4342,54885,0,6210,380,0,0,985,130,32,5,23,3,7,1,5,0,1587,6,16427,67,46708,2101,15208,4615,239,222,26,10,193.7,3.3,17.9,654,496.1,1342.7,5810.6,-84,-17.9,80.4,2599.57,8.5,22079.88,33.94,44.51,587,489.4
"427",2021-07-02,165394,140278,62424,77854,5779,80159,43021,37138,6792,2872,3920,66973,13186,27697,15184,518,71755,1619,90,1522,7,17858,4344,55033,0,6216,380,0,0,985,130,32,5,23,3,7,1,5,0,1593,6,16493,67,46841,2102,15232,4617,229,215,13,3,194.9,3.7,16.7,509,487.3,1374,5787.1,-3,-23.4,83.1,2607.01,8.5,22089.64,42.24,44.5,520,474.7
"428",2021-07-03,165896,140751,62586,78165,5790,80339,43119,37220,6800,2876,3924,67134,13205,27743,15206,519,71947,1600,87,1505,8,17941,4350,55129,0,6216,380,0,0,985,130,33,5,23,3,7,1,5,0,1596,6,16551,67,46938,2104,15254,4623,180,162,19,8,187.9,5.1,17.3,473,465.4,1392.1,5764.6,11,-22.6,84.4,2612.87,8.5,22115.66,34.25,44.47,502,454.4
"429",2021-07-04,166130,141118,62685,78433,5656,80438,43174,37264,6802,2878,3924,67225,13213,27762,15214,519,72175,1466,86,1375,5,17974,4352,55185,0,6222,380,0,0,986,130,33,5,26,3,7,1,5,0,1600,6,16583,67,46996,2106,15259,4623,99,99,8,2,188.3,4.6,16.4,367,465.4,1401.6,5746.1,-134,-18.4,85.4,2616.09,8.5,22122.16,26.98,44.42,234,458.4
"430",2021-07-05,166240,141350,62756,78594,5532,80511,43214,37297,6802,2878,3924,67289,13222,27785,15223,519,72343,1370,82,1284,4,17985,4352,55245,0,6224,380,0,0,986,130,33,5,26,3,7,1,5,0,1605,6,16608,67,47037,2106,15261,4623,73,71,9,0,183.9,4.3,16.9,232,459.1,1407.3,5732,-124,-14.1,86.6,2618.46,8.4,22122.16,30.6,44.4,110,456.4
"431",2021-07-06,166803,141795,62960,78835,5626,80739,43345,37394,6814,2885,3929,67493,13246,27840,15251,520,72519,1412,83,1323,6,18069,4362,55377,0,6235,380,0,0,987,131,33,5,26,3,7,1,5,0,1612,6,16672,69,47175,2109,15280,4630,228,204,24,12,183.4,5.7,17.7,445,447.4,1411.4,5718.7,94,-13.3,87.3,2625.88,8.4,22161.19,45.84,44.4,563,446.9
"432",2021-07-07,167459,142278,63171,79107,5764,80985,43478,37507,6818,2889,3929,67722,13263,27880,15269,520,72678,1494,86,1403,5,18163,4366,55506,0,6256,380,0,0,988,131,34,5,26,3,7,1,5,0,1623,6,16759,69,47298,2111,15305,4632,246,211,17,4,184.9,5.6,16.6,483,451.9,1413.1,5704.1,138,-14.6,86.9,2633.88,8.4,22174.2,43.69,44.4,656,453.1
"433",2021-07-08,168099,142937,63434,79503,5726,81267,43633,37634,6826,2892,3934,67975,13292,27936,15299,521,72912,1533,91,1438,4,18262,4372,55656,0,6287,380,0,0,990,131,34,5,26,3,7,1,5,0,1639,6,16845,70,47448,2114,15335,4636,282,263,29,8,191,5.3,17,659,452.6,1407.1,5696.1,-38,-8,86.4,2643.05,8.4,22200.21,39.91,44.38,640,460.7
"434",2021-07-09,168753,143492,63632,79860,5811,81479,43750,37729,6831,2895,3936,68167,13312,27968,15321,521,73166,1487,90,1392,5,18371,4376,55747,0,6298,380,0,0,990,131,34,5,26,3,8,1,5,0,1651,6,16907,70,47566,2116,15355,4639,212,198,20,5,188.6,5.6,18,555,459.1,1388.6,5700.7,85,4.6,86.4,2649.94,8.4,22216.48,35.68,44.35,654,479.9
"435",2021-07-10,169395,144142,63888,80254,5767,81771,43922,37849,6848,2905,3943,68414,13357,28048,15372,521,73375,1553,103,1445,5,18507,4390,55894,0,6306,382,0,0,991,131,34,5,26,3,8,1,5,0,1671,6,17007,70,47699,2122,15394,4650,292,256,45,17,204.6,6.9,21.7,650,484.4,1380,5697.4,-44,-3.3,88.7,2659.44,8.4,22271.77,39.38,44.32,642,499.9
"436",2021-07-11,169648,144425,64004,80421,5731,81893,43982,37911,6850,2906,3944,68525,13368,28072,15387,521,73535,1511,99,1409,3,18551,4392,55972,0,6306,382,0,0,991,131,34,5,26,3,8,1,5,0,1679,6,17045,70,47765,2123,15404,4651,122,116,11,2,207.9,6.9,22.1,283,472.4,1384.9,5708.1,-36,10.7,90.6,2663.41,8.4,22278.27,40.99,44.32,253,502.6
"437",2021-07-12,169816,144768,64149,80619,5549,82045,44064,37981,6853,2907,3946,68667,13378,28095,15397,521,73732,1463,94,1366,3,18574,4395,56100,0,6307,382,0,0,991,131,34,5,26,3,8,1,5,0,1687,6,17106,71,47838,2123,15414,4653,152,145,10,3,219.1,7.3,22.3,343,488.3,1396.6,5710.6,-182,2.4,92.3,2668.35,8.4,22288.03,42.27,44.31,168,510.9
"438",2021-07-13,170476,145195,64378,80817,5775,82281,44196,38085,6859,2911,3948,68885,13396,28134,15416,521,73861,1564,100,1461,3,18688,4401,56223,0,6306,382,0,0,991,131,34,5,26,3,8,1,5,0,1698,6,17191,71,47960,2125,15432,4657,236,229,18,6,220.3,6.4,21.4,427,485.7,1416.3,5731.9,226,21.3,94.7,2676.03,8.3,22307.54,53.63,44.34,660,524.7
"439",2021-07-14,171317,145805,64697,81108,5993,82613,44380,38233,6868,2914,3954,69192,13421,28185,15444,523,74035,1716,104,1606,6,18852,4408,56387,0,6309,382,0,0,992,131,34,5,26,3,8,1,5,0,1717,6,17305,73,48128,2130,15463,4659,332,319,25,9,232.6,7.1,22.6,610,503.9,1445.3,5764.6,218,32.7,97.3,2686.82,8.3,22336.81,52.3,44.37,841,551.1
"440",2021-07-15,172003,146380,64947,81433,6086,82881,44528,38353,6877,2919,3958,69433,13448,28233,15472,523,74246,1766,107,1651,8,18958,4416,56547,0,6309,382,0,0,994,132,34,5,26,3,8,1,5,0,1732,6,17387,73,48270,2132,15492,4666,268,250,27,9,230.6,7.3,22.3,575,491.9,1475.7,5816,93,51.4,99.6,2695.54,8.3,22366.08,43.48,44.37,686,557.7
"441",2021-07-16,172738,147167,65265,81902,6019,83214,44701,38513,6882,2922,3960,69733,13481,28300,15507,523,74431,1908,115,1786,7,19082,4420,56747,0,6311,382,1,0,997,132,35,6,28,3,8,1,5,0,1756,6,17494,73,48443,2135,15521,4668,333,318,33,5,247.9,7.3,24.1,787,525,1532,5845.7,-67,29.7,103.1,2706.37,8.3,22382.34,40.41,44.35,735,569.3
"442",2021-07-17,173653,148130,65646,82484,5939,83617,44916,38701,6888,2924,3964,70114,13503,28356,15529,524,74687,2049,114,1928,7,19261,4423,56963,0,6319,382,1,0,997,132,35,6,28,3,8,1,5,0,1772,6,17647,73,48631,2138,15567,4671,403,381,22,6,263.7,5.7,20.9,963,569.7,1601,5870.3,-80,24.6,104.7,2719.48,8.2,22401.86,39.56,44.32,915,608.3
"443",2021-07-18,173993,148548,65816,82732,5858,83790,45007,38783,6888,2924,3964,70264,13526,28386,15553,524,74866,2043,126,1910,7,19337,4423,57053,0,6322,382,1,0,1001,132,35,6,28,3,8,1,5,0,1783,6,17707,73,48714,2138,15586,4671,173,170,23,0,271,5.4,22.6,418,589,1672.6,5888.4,-81,18.1,108.6,2725.1,8.2,22401.86,40.67,44.31,340,620.7
