"","Fecha","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","Recuperados","Activos","Hospitalizados.Activos","Ambulatorios.Activos","Decesos.Activos","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas","Casos.diarios","Confirmados.diarios","Hospitalizados.diarios","Decesos.diarios","Casos.media.7d","Decesos.media.7d","Hospitalizados.media.7d","Resultados.diarios","Resultados.media.7d","Ambulatorios.Activos.7d","Sospechosos.7d","Sospechosos.diarios","Sospechosos.diarios.7d","Hospitalizados.Activos.7d","Incidencia","Letalidad","Mortalidad","Positividad.diaria","Positividad","Analizados.diarios","Analizados.media.7d"
"1",2020-05-02,1510,1294,250,1044,216,250,128,122,24,15,9,173,77,384,88,8,172,55,6,48,1,71,10,151,0,21,3,0,0,5,0,1,0,0,0,1,0,0,0,2,0,46,1,148,6,54,17,9,9,0,0,14.3,0.6,3.4,21,42.3,40.6,150.6,10,19,9.4,8.13,9.6,78.06,42.86,19.32,31,61.3
"2",2020-05-03,1551,1360,267,1093,191,267,133,134,24,15,9,186,81,396,94,8,178,66,8,57,1,77,10,162,0,21,3,0,0,5,0,1,0,0,0,1,0,0,0,2,0,51,1,158,6,56,17,17,17,4,0,14.1,0.6,3,66,42.7,45,169.7,-25,19.1,9.1,8.68,9,78.06,25.76,19.63,41,61.9
"3",2020-05-04,1603,1397,281,1116,206,281,138,143,24,15,9,197,84,409,98,8,197,61,7,53,1,78,10,173,0,23,3,0,0,5,0,1,0,0,0,1,0,0,0,2,0,55,1,166,6,58,17,14,14,3,0,14,0.6,3,37,41.3,47.6,188.7,15,19,8.4,9.14,8.5,78.06,37.84,20.11,52,60.3
"4",2020-05-05,1708,1451,308,1143,257,308,151,157,24,15,9,217,91,432,106,8,215,70,7,62,1,89,10,187,0,25,3,0,0,5,0,1,0,0,0,1,0,0,0,3,0,62,1,181,6,62,17,27,27,7,0,16.7,0.4,3.6,54,43.7,51.4,205.1,51,16.4,8.1,10.02,7.8,78.06,50,21.23,105,60.1
"5",2020-05-06,1800,1517,343,1174,283,343,160,183,29,17,12,249,94,452,109,10,233,83,7,74,2,105,14,205,0,26,3,0,0,5,0,1,0,0,0,1,0,0,0,3,0,73,1,200,8,67,20,35,35,3,5,20,1,3.1,66,48.1,56.1,221.9,26,16.7,7.6,11.16,8.5,94.32,53.03,22.61,92,64.9
"6",2020-05-07,1900,1604,388,1216,296,388,175,213,30,18,12,281,107,477,122,11,256,103,16,86,1,116,15,233,0,31,3,0,0,6,0,1,0,0,0,1,0,0,0,3,0,83,1,232,8,70,21,45,45,13,1,24.6,1.1,4.7,87,54.1,62.1,236.4,13,14.6,8.6,12.62,7.7,97.57,51.72,24.19,100,68.7
"7",2020-05-08,1994,1688,416,1272,306,416,186,230,30,18,12,300,116,501,131,11,279,108,22,85,1,123,15,253,0,32,3,0,0,6,0,1,0,0,0,1,0,0,0,4,0,88,1,250,8,74,21,28,28,9,0,25,0.9,5.6,84,59.3,66.4,250.7,10,14.3,10.4,13.53,7.2,97.57,33.33,24.64,94,73.6
"8",2020-05-09,2117,1777,477,1300,340,477,202,275,31,19,12,352,125,523,140,13,305,142,22,119,1,137,16,292,0,40,3,0,0,6,0,1,0,0,0,1,0,0,0,6,0,103,1,290,9,78,21,61,61,9,1,32.4,1,6.9,89,69,76.6,268.4,34,17.7,12.7,15.51,6.5,100.82,68.54,26.84,123,86.7
"9",2020-05-10,2226,1881,505,1376,345,505,213,292,32,20,12,369,136,544,153,13,325,150,28,120,2,151,17,304,0,41,3,0,0,6,0,1,0,0,0,2,0,0,0,6,0,109,1,308,9,82,22,28,28,11,1,34,1.1,7.9,104,74.4,85.6,290.4,5,22,15.6,16.42,6.3,104.07,26.92,26.85,109,96.4
"10",2020-05-11,2278,1965,542,1423,313,542,231,311,33,20,13,396,146,559,163,15,348,163,28,133,2,159,18,331,0,43,3,0,0,6,0,1,0,0,0,2,0,0,0,8,0,111,1,330,9,93,23,37,37,10,1,37.3,1.3,8.9,84,81.1,97,305.7,-32,15.3,18.6,17.63,6.1,107.33,44.05,27.58,52,96.4
"11",2020-05-12,2425,2028,568,1460,397,568,243,325,37,22,15,420,148,574,165,15,371,162,24,136,2,161,21,351,0,47,3,0,0,6,0,1,0,0,0,2,0,0,0,8,0,115,1,351,10,94,26,26,26,2,4,37.1,1.9,8.1,63,82.4,107.6,325.7,84,20,21,18.47,6.5,120.34,41.27,28.01,147,102.4
"12",2020-05-13,2581,2181,643,1538,400,643,263,380,38,23,15,484,159,601,177,16,395,213,29,181,3,172,22,406,0,56,3,0,0,6,0,1,0,0,0,2,0,0,0,10,0,128,1,403,10,102,27,75,75,11,1,42.9,1.3,9.3,153,94.9,122.9,342.4,3,16.7,24.1,20.91,5.9,123.59,49.02,29.48,156,111.6
"13",2020-05-14,2801,2275,688,1587,526,688,286,402,39,23,16,522,166,627,185,17,435,217,29,185,3,186,22,432,0,61,3,0,0,6,0,1,0,0,0,2,0,0,0,10,0,141,1,434,10,103,28,45,45,7,1,42.9,1.3,8.4,94,95.9,137,375.3,126,32.9,26,22.38,5.7,126.84,47.87,30.24,220,128.7
"14",2020-05-15,2954,2415,758,1657,539,758,316,442,42,25,17,578,180,656,200,17,484,234,26,206,2,220,24,459,0,70,3,0,0,6,0,1,0,0,0,2,0,0,0,11,0,149,1,486,10,112,31,70,70,14,3,48.9,1.7,9.1,140,103.9,154.3,408.6,13,33.3,26.6,24.65,5.5,136.6,50,31.39,153,137.1
"15",2020-05-16,3137,2508,801,1707,629,801,329,472,43,25,18,618,183,680,205,17,522,237,21,215,1,222,25,494,0,75,3,0,0,7,0,1,0,0,0,2,0,0,0,12,0,161,1,513,11,115,31,43,43,3,1,46.3,1.7,8.3,93,104.4,168,449.9,90,41.3,26.4,26.05,5.4,139.85,46.24,31.94,183,145.7
"16",2020-05-17,3233,2669,883,1786,564,883,369,514,45,25,20,681,202,709,224,17,563,277,29,246,2,249,27,542,0,81,3,0,0,8,0,1,0,0,0,2,0,0,0,14,0,179,1,567,11,123,33,82,82,19,2,54,1.9,9.4,161,112.6,186,481.1,-65,31.3,26.6,28.72,5.1,146.35,50.93,33.08,96,143.9
"17",2020-05-18,3317,2745,911,1834,572,911,383,528,46,25,21,690,221,752,245,17,619,247,38,208,1,277,27,542,0,81,3,0,0,8,0,1,0,0,0,2,0,0,0,14,0,180,1,586,11,131,34,28,28,19,1,52.7,1.9,10.7,76,111.4,196.7,518.1,8,37,28,29.63,5,149.61,36.84,33.19,84,148.4
"18",2020-05-19,3579,2899,986,1913,680,986,422,564,53,28,25,746,240,816,269,21,655,280,48,230,2,293,30,593,0,89,3,0,0,8,0,1,0,0,0,2,0,0,0,14,0,193,1,636,15,143,37,75,75,19,7,59.7,2.3,13.1,154,124.4,210.1,558.6,108,40.4,31.4,32.07,5.4,172.37,48.7,34.01,262,164.9
"19",2020-05-20,3794,2952,1021,1931,842,1021,440,581,58,30,28,762,259,856,289,21,708,259,51,204,4,314,32,603,0,93,3,0,0,8,0,1,0,0,0,2,0,0,0,14,0,202,1,655,18,150,39,35,35,19,5,54,2.9,14.3,53,110.1,213.4,621.7,162,63.1,34.6,33.21,5.7,188.63,66.04,34.59,215,173.3
"20",2020-05-21,4084,3137,1125,2012,947,1125,491,634,64,34,30,851,274,917,308,21,770,297,48,243,6,338,35,655,0,117,3,0,0,12,0,1,0,0,0,2,0,0,0,18,0,220,1,724,22,163,41,104,104,15,6,62.4,3.6,15.4,185,123.1,221.7,681.9,105,60.1,37.3,36.59,5.7,208.15,56.22,35.86,290,183.3
"21",2020-05-22,4327,3245,1195,2050,1082,1195,526,669,67,36,31,895,300,967,335,21,821,313,59,248,6,382,35,677,0,120,3,0,0,12,0,1,0,0,0,2,0,0,0,18,0,226,1,775,23,176,43,70,70,26,3,62.4,3.6,17.1,108,118.6,227.7,759.4,135,77.6,42,38.87,5.6,217.9,64.81,36.83,243,196.1
"22",2020-05-23,4535,3326,1264,2062,1209,1264,567,697,74,37,37,941,323,1010,362,24,877,321,62,251,8,417,40,710,0,120,3,0,0,13,0,1,0,0,0,2,0,0,0,18,0,239,1,812,26,195,47,69,69,23,7,66.1,4.4,20,81,116.9,232.9,842.3,127,82.9,47.9,41.11,5.9,240.67,85.19,38,208,199.7
"23",2020-05-24,4661,3628,1440,2188,1033,1440,662,778,80,40,40,1075,365,1071,409,29,958,414,77,325,12,451,41,831,0,139,3,0,0,15,0,1,0,0,0,2,0,0,0,18,0,268,1,927,29,227,50,176,176,42,6,79.6,5,23.3,302,137,244.1,909.3,-176,67,54.7,46.83,5.6,260.18,58.28,39.69,126,204
"24",2020-05-25,4756,3679,1451,2228,1077,1451,666,785,84,42,42,1082,369,1085,414,29,1020,359,62,285,12,461,44,832,0,139,3,0,0,15,0,1,0,0,0,2,0,0,0,18,0,270,1,934,31,229,52,11,11,4,4,77.1,5.4,21.1,51,133.4,255.1,981.4,44,72.1,58.1,47.19,5.8,273.19,21.57,39.44,95,205.6
"25",2020-05-26,5049,3915,1576,2339,1134,1576,726,850,96,46,50,1178,398,1164,447,30,1090,404,61,329,14,494,52,903,0,160,3,0,0,15,0,1,0,0,0,2,0,0,0,21,0,291,2,1011,36,253,58,125,125,29,12,84.3,6.1,22.6,236,145.1,269.3,1046.3,57,64.9,60,51.26,6.1,312.22,52.97,40.26,293,210
"26",2020-05-27,5420,4009,1613,2396,1411,1613,740,873,100,46,54,1204,409,1209,459,30,1157,369,53,303,13,529,53,903,0,161,3,0,0,15,0,2,0,0,0,2,0,0,0,21,0,297,2,1040,38,255,60,37,37,11,4,84.6,6,21.4,94,151,283.4,1127.6,277,81.3,60.3,52.46,6.2,325.23,39.36,40.23,371,232.3
"27",2020-05-28,5801,4049,1650,2399,1752,1650,755,895,103,47,56,1235,415,1257,467,30,1215,343,46,286,11,530,54,937,0,162,4,0,0,15,0,2,0,0,0,3,0,0,0,21,0,306,2,1062,41,261,60,37,37,6,3,75,5.6,20.1,40,130.3,289.6,1242.6,341,115,60,53.66,6.2,334.99,92.5,40.75,381,245.3
"28",2020-05-29,6154,4271,1803,2468,1883,1803,821,982,114,51,63,1346,457,1343,512,33,1318,384,64,307,13,571,58,1008,0,203,8,0,0,15,0,2,0,0,0,3,0,0,0,24,0,331,2,1162,44,286,68,153,153,42,11,86.9,6.7,22.4,222,146.6,298,1357,131,114.4,60.7,58.64,6.3,370.76,68.92,42.21,353,261
"29",2020-05-30,6395,4355,1865,2490,2040,1865,851,1014,121,54,67,1385,480,1391,536,34,1412,347,58,274,15,594,63,1037,0,210,8,0,0,18,0,2,0,0,0,3,0,0,0,25,0,343,2,1202,48,295,71,62,62,23,7,85.9,6.7,22.4,84,147,301.3,1475.7,157,118.7,60.1,60.66,6.5,393.53,73.81,42.82,241,265.7
"30",2020-05-31,6576,4738,2091,2647,1838,2091,961,1130,123,55,68,1569,522,1444,578,36,1538,441,75,355,11,636,64,1199,0,229,8,0,0,21,0,2,0,0,0,3,0,0,0,28,0,387,2,1352,49,324,72,226,226,42,2,93,6.1,22.4,383,158.6,305.6,1590.7,-202,115,59.9,68.01,5.9,400.03,59.01,44.13,181,273.6
"31",2020-06-01,6736,4805,2142,2663,1931,2142,987,1155,129,57,72,1605,537,1485,594,37,1639,386,67,307,12,685,69,1201,0,229,9,0,0,21,0,2,0,0,0,3,0,0,0,28,0,398,2,1386,51,330,76,51,51,15,6,98.7,6.4,24,67,160.9,308.7,1712.7,93,122,60.6,69.66,6,419.55,76.12,44.58,160,282.9
"32",2020-06-02,7110,5109,2334,2775,2001,2334,1068,1266,145,62,83,1761,573,1564,635,40,1739,461,70,380,11,705,76,1341,0,257,10,0,0,25,0,2,0,0,0,3,0,0,0,28,0,441,2,1496,59,369,84,192,192,36,16,108.3,7,25,304,170.6,316,1836.6,70,123.9,61.9,75.91,6.2,471.58,63.16,45.68,374,294.4
"33",2020-06-03,7454,5287,2467,2820,2167,2467,1133,1334,155,65,90,1857,610,1652,675,41,1873,450,69,370,11,732,86,1437,0,266,10,0,0,26,0,2,0,0,0,3,0,0,0,28,0,458,2,1576,62,405,91,133,133,37,10,122,7.9,28.7,178,182.6,325.6,1944.6,166,108,64.1,80.23,6.3,504.11,74.72,46.66,344,290.6
"34",2020-06-04,7842,5602,2676,2926,2240,2676,1246,1430,169,72,97,2034,642,1748,714,45,2015,507,65,427,15,844,92,1524,0,274,10,0,0,28,2,2,0,0,0,3,0,0,0,29,0,505,2,1708,70,434,97,209,209,32,14,146.6,9.4,32.4,315,221.9,345.7,2014.3,73,69.7,66.9,87.03,6.3,549.64,66.35,47.77,388,291.6
"35",2020-06-05,8260,5664,2727,2937,2596,2727,1275,1452,190,80,110,2078,649,1803,724,46,2111,442,46,380,16,848,111,1548,0,295,10,0,0,28,2,4,0,0,0,3,0,0,0,30,0,519,2,1739,80,439,108,51,51,7,21,132,10.9,27.4,62,199,356.1,2116.1,356,101.9,64.3,88.69,7,617.94,82.26,48.15,418,300.9
"36",2020-06-06,8557,5863,2865,2998,2694,2865,1343,1522,201,81,120,2186,679,1890,755,47,2239,443,48,377,18,897,117,1603,0,324,10,0,0,33,2,4,0,0,0,3,0,0,0,31,0,546,2,1829,86,459,113,138,138,30,11,142.9,11.4,28.4,199,215.4,370.9,2209.6,98,93.4,62.9,93.18,7,653.71,69.35,48.87,297,308.9
"37",2020-06-07,8719,6005,2984,3021,2714,2984,1411,1573,203,82,121,2277,707,1949,788,47,2366,429,42,373,14,915,118,1697,0,331,10,0,0,33,2,4,0,0,0,3,0,0,0,34,0,571,2,1902,86,477,115,119,119,28,2,127.6,11.4,26.4,142,181,373.4,2334.7,20,125.1,58.1,97.05,6.8,660.22,83.8,49.69,162,306.1
"38",2020-06-08,9001,6129,3049,3080,2872,3049,1436,1613,206,83,123,2329,720,2007,801,47,2496,355,37,310,8,946,119,1725,0,337,10,0,0,33,2,4,0,0,0,3,0,0,0,35,0,585,2,1946,86,483,118,65,65,13,3,129.6,11,26.1,124,189.1,373.9,2469.1,158,134.4,53.9,99.16,6.8,669.97,52.42,49.75,282,323.6
"39",2020-06-09,9473,6491,3310,3181,2982,3310,1564,1746,230,94,136,2519,791,2134,875,49,2667,425,47,366,12,1028,129,1855,0,375,10,0,0,44,2,4,0,0,0,3,0,0,0,35,0,636,2,2098,97,541,131,261,261,71,24,139.4,12.1,31.1,362,197.4,371.9,2609.3,110,140.1,50.6,107.65,6.9,748.03,72.1,50.99,472,337.6
"40",2020-06-10,9895,6568,3377,3191,3327,3377,1594,1783,243,100,143,2572,805,2197,890,51,2804,339,43,287,9,1069,137,1880,0,376,12,0,0,44,2,4,0,0,0,3,0,0,0,35,0,647,2,2146,103,549,138,67,67,14,13,130,12.6,27.9,77,183,360,2775,345,165.7,46.9,109.83,7.2,790.31,87.01,51.42,422,348.7
"41",2020-06-11,10307,6800,3549,3251,3507,3549,1684,1865,258,107,151,2700,849,2307,937,52,2970,332,42,279,11,1147,143,1961,0,389,12,0,0,44,2,4,0,0,0,3,0,0,0,36,0,677,3,2248,109,588,146,172,172,44,15,124.7,12.7,29.6,232,171.1,338.9,2956,180,181,43.6,115.42,7.3,839.09,74.14,52.19,412,352.1
"42",2020-06-12,10767,7059,3716,3343,3708,3716,1774,1942,272,117,155,2808,908,2437,1000,52,3114,339,59,271,9,1277,156,1981,0,401,12,0,0,49,2,4,0,0,0,3,0,0,0,38,0,710,3,2349,112,619,157,167,167,59,14,141.3,11.7,37,259,199.3,323.3,3114.9,201,158.9,45.4,120.86,7.3,884.63,64.48,52.64,460,358.1
"43",2020-06-13,11078,7210,3838,3372,3868,3838,1833,2005,284,121,163,2902,936,2513,1034,55,3317,244,47,190,7,1290,162,2076,0,414,12,0,0,50,4,4,0,0,0,3,0,0,0,41,0,732,3,2422,117,643,164,122,122,28,12,139,11.9,36.7,151,192.4,296.6,3282.6,160,167.7,45.3,124.82,7.4,923.65,80.79,53.23,311,360.1
"44",2020-06-14,11275,7431,3984,3447,3844,3984,1901,2083,303,131,172,3000,984,2591,1088,57,3443,246,40,198,8,1324,177,2172,0,423,14,0,0,57,4,4,0,0,0,3,0,0,0,41,0,752,3,2510,125,681,175,146,146,48,19,142.9,14.3,39.6,221,203.7,271.6,3444,-24,161.4,45,129.57,7.6,985.45,66.06,53.61,197,365.1
"45",2020-06-15,11579,7597,4098,3499,3982,4098,1959,2139,321,139,182,3061,1037,2704,1142,58,3610,177,35,132,10,1368,193,2226,0,438,14,0,0,57,4,5,0,0,0,3,0,0,0,43,0,762,3,2583,133,710,185,114,114,53,18,149.9,16.4,45.3,166,209.7,246.1,3602.6,138,158.6,44.7,133.28,7.8,1043.99,68.67,53.94,304,368.3
"46",2020-06-16,12043,7639,4135,3504,4404,4135,1980,2155,351,152,199,3085,1050,2813,1161,59,3678,117,22,84,11,1404,210,2227,0,438,15,0,0,57,4,5,0,0,0,3,0,0,0,44,0,773,3,2599,143,719,205,37,37,13,30,117.9,17.3,37,42,164,205.9,3805.7,422,203.1,41.1,134.48,8.5,1141.56,88.1,54.13,464,367.1
"47",2020-06-17,12551,7716,4193,3523,4835,4193,2011,2182,360,153,207,3127,1066,2905,1181,59,3743,98,17,73,8,1420,218,2254,0,453,15,0,0,57,4,5,0,0,0,3,0,0,0,44,0,784,3,2637,149,728,208,58,58,16,9,116.6,16.7,37.3,77,164,175.3,4021.1,431,215.4,37.4,136.37,8.6,1170.83,75.32,54.34,508,379.4
"48",2020-06-18,12990,8210,4531,3679,4780,4531,2192,2339,379,156,223,3401,1130,3060,1248,62,3937,225,27,188,10,1478,223,2465,0,507,18,0,0,72,4,5,0,0,0,3,0,0,0,44,0,853,3,2847,159,787,217,338,338,64,19,140.3,17.3,40.1,494,201.4,162.3,4203,-55,181.9,35.3,147.36,8.4,1232.62,68.42,55.19,439,383.3
"49",2020-06-19,13460,8584,4780,3804,4876,4780,2328,2452,405,166,239,3570,1210,3197,1331,64,4161,226,28,186,12,1563,238,2610,0,525,18,0,0,72,4,5,0,0,0,3,0,0,0,44,0,897,3,3005,169,834,233,249,249,80,26,152,19,43.1,374,217.9,150.1,4369.9,96,166.9,30.9,155.46,8.5,1317.18,66.58,55.68,470,384.7
"50",2020-06-20,13811,8872,4959,3913,4939,4959,2420,2539,419,174,245,3720,1239,3294,1361,65,4332,222,24,184,14,1595,246,2706,0,568,18,0,0,80,4,5,0,0,0,3,0,0,0,47,0,915,4,3135,172,862,243,179,179,29,14,160.1,19.3,43.3,288,237.4,149.3,4522.9,63,153,27.6,161.28,8.4,1362.71,62.15,55.89,351,390.4
"51",2020-06-21,14001,9067,5099,3968,4934,5099,2487,2612,427,174,253,3834,1265,3367,1389,65,4476,206,19,177,10,1651,252,2774,0,584,18,0,0,80,4,5,1,0,0,3,0,0,0,48,0,946,4,3216,176,889,247,140,140,26,8,159.3,17.7,40.1,195,233.7,146.3,4678.6,-5,155.7,24.6,165.83,8.4,1388.73,71.79,56.24,190,389.4
"52",2020-06-22,14294,9656,5521,4135,4638,5521,2705,2816,443,182,261,4146,1375,3551,1502,73,4781,308,38,259,11,1734,262,3051,0,620,19,0,0,106,4,5,1,0,0,3,0,0,0,50,0,1010,5,3485,181,976,257,422,422,110,16,203.3,17.4,48.3,589,294.1,164.4,4772.3,-296,93.7,25,179.56,8,1440.77,71.65,57.18,293,387.9
"53",2020-06-23,14788,10557,6189,4368,4231,6189,3029,3160,542,222,320,4546,1643,3913,1788,88,5081,596,121,445,30,2063,305,3354,0,633,19,0,0,128,4,6,1,0,0,3,0,0,0,52,0,1095,6,3899,227,1143,309,668,668,268,99,293.4,27.3,84.7,901,416.9,216,4747.6,-407,-24.7,39.1,201.28,8.8,1762.75,74.14,58.62,494,392.1
"54",2020-06-24,15318,10739,6304,4435,4579,6304,3090,3214,612,249,363,4640,1664,4038,1812,95,5206,512,91,395,26,2121,311,3408,0,636,21,0,0,128,10,6,1,0,0,3,0,0,0,54,0,1120,6,3964,249,1166,357,115,115,21,70,301.6,36,85.4,182,431.9,262,4711,348,-36.6,49.7,205.03,9.7,1990.41,63.19,58.7,530,395.3
"55",2020-06-25,15814,10988,6492,4496,4826,6492,3182,3310,630,258,372,4789,1703,4155,1856,97,5415,471,78,369,24,2138,319,3514,0,679,24,0,0,150,11,6,1,0,0,3,0,0,0,56,0,1150,6,4076,257,1210,367,188,188,39,18,280.1,35.9,81.9,249,396.9,287.9,4717.6,247,6.6,57,211.14,9.7,2048.95,75.5,59.08,496,403.4
"56",2020-06-26,16277,11230,6678,4552,5047,6678,3268,3410,659,271,388,4914,1764,4274,1924,104,5573,474,86,360,28,2182,339,3644,0,682,24,0,0,159,11,6,1,0,0,3,0,0,0,58,0,1173,6,4185,265,1262,388,186,186,61,29,271.1,36.3,79.1,242,378,312.7,4742,221,24.4,65.3,217.19,9.9,2143.27,76.86,59.47,463,402.4
"57",2020-06-27,16697,11589,6944,4645,5108,6944,3406,3538,711,297,414,5079,1865,4456,2053,105,5738,532,104,391,37,2302,387,3787,0,685,26,0,0,159,11,6,1,0,0,3,0,0,0,59,0,1208,6,4334,281,1343,424,266,266,101,52,283.6,41.7,89.4,359,388.1,342.3,4766.1,61,24.1,76.7,225.84,10.2,2312.39,74.09,59.92,420,412.3
"58",2020-06-28,16915,11738,7065,4673,5177,7065,3472,3593,728,303,425,5185,1880,4540,2081,106,5866,499,87,384,28,2346,392,3863,0,686,26,0,0,159,11,6,1,0,0,3,0,0,0,60,0,1238,6,4411,291,1356,431,121,121,15,17,280.9,43,87.9,149,381.6,371.9,4800.9,69,34.7,86.4,229.78,10.3,2367.68,81.21,60.19,218,416.3
"59",2020-06-29,17253,12258,7408,4850,4995,7408,3641,3767,753,313,440,5429,1979,4699,2188,113,6092,593,108,455,30,2402,414,4116,0,691,26,0,0,188,11,6,1,0,0,3,0,0,0,68,0,1299,6,4608,299,1433,448,343,343,99,25,269.6,44.3,86.3,520,371.7,399.9,4851.9,-182,51,96.4,240.93,10.2,2448.98,65.96,60.43,338,422.7
"60",2020-06-30,17828,12518,7588,4930,5310,7588,3745,3843,773,325,448,5562,2026,4847,2249,114,6268,570,96,451,23,2524,434,4172,0,691,26,0,0,188,11,8,1,0,0,3,0,0,0,68,0,1339,7,4720,307,1461,459,180,180,47,20,199.9,33,54.7,260,280.1,400.7,5006,315,154.1,92.9,246.78,10.2,2514.03,69.23,60.62,575,434.3
"61",2020-07-01,18332,12985,7877,5108,5347,7877,3897,3980,805,340,465,5747,2130,5040,2361,117,6504,591,101,467,23,2689,460,4291,0,695,26,0,0,189,12,8,1,0,0,3,0,0,0,72,0,1383,8,4882,315,1540,482,289,289,104,32,224.7,27.6,66.6,467,320.9,411,5115.7,37,109.7,94.3,256.18,10.2,2618.1,61.88,60.66,504,430.6
"62",2020-07-02,18917,13625,8338,5287,5292,8338,4126,4212,841,353,488,6119,2219,5220,2472,122,6899,623,101,497,25,2842,484,4565,0,717,34,0,0,201,12,8,1,0,0,3,0,0,0,75,0,1460,8,5178,332,1625,501,461,461,89,36,263.7,30.1,73.7,640,376.7,429.3,5182.3,-55,66.6,97.6,271.18,10.1,2735.19,72.03,61.2,585,443.3
"63",2020-07-03,19426,14327,8858,5469,5099,8858,4398,4460,878,369,509,6529,2329,5404,2601,128,7254,757,128,598,31,2944,505,4953,0,747,37,0,0,201,12,8,1,0,0,3,0,0,0,82,0,1549,10,5496,341,1731,527,520,520,110,37,311.4,31.3,80.7,702,442.4,463.3,5189.7,-193,7.4,103.6,288.09,9.9,2855.52,74.07,61.83,509,449.9
"64",2020-07-04,19932,14659,9094,5565,5273,9094,4521,4573,899,375,524,6708,2386,5530,2661,129,7578,646,121,496,29,3029,522,5091,0,760,38,0,0,201,12,8,1,0,0,3,0,0,0,83,0,1596,10,5631,346,1784,543,236,236,57,21,307.1,26.9,74.4,332,438.6,478.3,5213.3,174,23.6,106,295.76,9.9,2923.82,71.08,62.04,506,462.1
"65",2020-07-05,20176,14884,9271,5613,5292,9271,4615,4656,925,385,540,6794,2477,5669,2763,132,7745,636,148,453,35,3183,544,5114,0,760,38,0,0,201,12,8,1,0,0,3,0,0,0,83,0,1609,10,5733,357,1846,558,177,177,91,26,315.1,28.1,85.3,225,449.4,488.1,5229.7,19,16.4,114.7,301.52,10,3008.38,78.67,62.29,244,465.9
"66",2020-07-06,20584,15227,9521,5706,5357,9521,4742,4779,952,394,558,6975,2546,5811,2845,132,7949,662,148,472,42,3245,568,5297,0,765,39,0,0,201,12,8,1,0,0,3,0,0,0,87,0,1658,10,5873,363,1903,579,250,250,69,27,301.9,28.4,81,343,424.1,490.6,5281.4,65,51.7,120.4,309.65,10,3096.19,72.89,62.53,408,475.9
"67",2020-07-07,21344,16025,10102,5923,5319,10102,5029,5073,1007,417,590,7399,2703,6078,3021,137,8352,783,163,580,40,3513,614,5581,0,765,39,0,0,230,16,8,1,0,0,3,0,0,0,91,0,1740,10,6236,377,2035,620,581,581,157,55,359.1,33.4,96.7,798,501,509,5282.7,-38,1.3,130,328.55,10,3275.07,72.81,63.04,760,502.3
"68",2020-07-08,22046,16526,10422,6104,5520,10422,5200,5222,1034,430,604,7625,2797,6259,3138,146,8646,779,172,570,37,3611,637,5764,0,804,40,0,0,230,16,8,2,0,0,3,0,0,0,94,0,1789,10,6440,385,2099,639,320,320,94,27,363.6,32.7,95.3,501,505.9,523.7,5307.4,201,24.7,140.1,338.95,9.9,3362.88,63.87,63.06,702,530.6
"69",2020-07-09,22617,17003,10783,6220,5614,10783,5401,5382,1073,447,626,7926,2857,6379,3202,147,9071,679,136,503,40,3691,670,5973,0,863,41,0,0,243,16,8,2,0,0,3,0,0,0,98,0,1853,10,6667,401,2165,662,361,361,60,39,349.3,33.1,91.1,477,482.6,524.6,5353.4,94,46,145.1,350.7,10,3489.72,75.68,63.42,571,528.6
"70",2020-07-10,23086,17617,11220,6397,5469,11220,5639,5581,1104,464,640,8273,2947,6529,3294,151,9474,668,128,514,26,3756,694,6312,0,896,43,0,0,243,16,8,2,0,0,3,0,0,0,105,0,1938,10,6915,413,2262,681,437,437,90,31,337.4,32.3,88.3,614,470,512.6,5406.3,-145,52.9,145.1,364.91,9.8,3590.54,71.17,63.69,469,522.9
"71",2020-07-11,23424,17984,11491,6493,5440,11491,5765,5726,1157,484,673,8453,3038,6671,3388,151,9700,662,135,499,28,3857,715,6421,0,943,43,0,0,257,16,8,2,0,0,3,0,0,0,106,0,1968,11,7087,432,2330,714,271,271,91,53,342.4,36.9,93.1,367,475,513,5430.1,-29,23.9,147.1,373.72,10.1,3762.91,73.84,63.9,338,498.9
"72",2020-07-12,23606,18110,11576,6534,5496,11576,5810,5766,1164,488,676,8514,3062,6764,3413,151,9935,502,97,380,25,3877,717,6475,0,954,44,0,0,257,16,8,2,0,0,3,0,0,0,106,0,1979,12,7152,434,2339,718,85,85,24,7,329.3,34.1,83.6,126,460.9,502.6,5459.3,56,29.1,139.9,376.49,10.1,3785.68,67.46,63.92,182,490
"73",2020-07-13,23903,18435,11806,6629,5468,11806,5933,5873,1190,501,689,8668,3138,6916,3496,154,10150,485,100,366,19,3986,735,6556,0,972,44,0,0,279,16,8,2,0,0,3,0,0,0,107,0,2006,13,7287,443,2406,734,230,230,76,26,326.4,34,84.6,325,458.3,487.4,5475.1,-28,15.9,133,383.97,10.1,3870.24,70.77,64.04,297,474.1
