"fecha_sintomas","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas"
2022-06-26,866,842,563,279,12,574,366,208,4,2,2,565,9,22,11,0,338,4,118,0,88,0,0,0,30,0,0,0,0,0,0,0,0,0,36,0,159,1,336,0,43,3
2022-06-27,898,875,596,279,9,609,360,249,2,2,0,604,5,11,6,0,310,1,147,0,95,0,0,0,54,0,3,0,0,0,0,0,0,0,35,0,174,0,350,0,50,2
2022-06-28,771,741,511,230,13,528,325,203,1,0,1,518,10,17,10,1,293,0,106,0,92,0,0,0,30,0,7,0,0,0,0,0,0,0,47,0,136,0,298,0,47,1
2022-06-29,647,630,450,180,8,458,281,177,1,1,0,454,4,13,4,0,254,1,107,0,66,0,0,0,27,0,4,0,0,0,0,0,0,0,39,0,111,0,263,0,45,1
2022-06-30,588,568,388,180,10,398,241,157,3,1,2,387,11,23,12,0,214,1,114,0,55,0,0,0,11,0,3,0,0,0,0,0,1,0,23,0,106,1,243,0,26,2
2022-07-01,822,804,582,222,7,593,385,208,0,0,0,587,6,18,7,1,320,0,165,0,73,0,0,0,33,0,1,0,0,0,1,0,0,0,38,0,143,0,356,0,56,0
2022-07-02,792,773,583,190,5,597,351,246,1,0,1,586,11,22,11,0,306,1,164,0,77,0,0,0,47,0,3,0,0,0,0,0,0,0,28,0,149,0,362,0,58,1
2022-07-03,954,921,705,216,9,729,444,285,0,0,0,725,4,11,5,1,405,0,201,0,92,0,0,0,28,0,3,0,0,0,0,0,0,0,28,0,206,0,457,0,38,0
2022-07-04,1088,1041,772,269,15,804,517,287,3,1,2,792,12,24,15,1,450,2,198,0,128,0,0,0,24,0,4,0,0,0,0,0,0,0,44,1,203,0,472,0,85,2
2022-07-05,936,909,717,192,12,732,448,284,0,0,0,722,10,27,13,0,473,0,131,0,96,0,0,0,28,0,3,0,1,0,0,0,0,0,42,0,215,0,427,0,48,0
2022-07-06,798,764,612,152,15,631,397,234,2,1,1,619,12,23,13,1,404,2,108,0,94,0,0,0,25,0,0,0,0,0,0,0,0,0,39,0,163,0,389,0,40,2
2022-07-07,768,744,561,183,4,581,390,191,0,0,0,572,9,22,9,1,358,0,132,0,64,0,0,0,26,0,1,0,0,0,0,0,0,0,29,0,146,0,354,0,52,0
2022-07-08,797,757,588,169,12,616,391,225,1,0,1,607,9,17,13,1,339,1,174,0,59,0,0,0,44,0,0,0,0,0,0,0,0,0,26,0,153,0,358,0,79,1
2022-07-09,945,919,701,218,10,717,475,242,2,2,0,710,7,21,7,0,377,1,200,0,117,0,0,0,22,0,1,0,0,0,0,0,0,0,27,0,177,1,456,0,57,1
2022-07-10,1130,1093,857,236,15,879,514,365,6,3,3,862,17,33,20,1,530,3,216,0,118,1,0,0,14,0,1,0,0,0,0,0,0,0,45,0,258,0,503,2,73,4
2022-07-11,1217,1179,925,254,8,955,595,360,3,0,3,938,17,38,19,2,568,1,214,0,141,0,0,0,28,0,4,0,0,0,0,0,0,0,60,0,248,0,541,1,106,2
2022-07-12,999,962,732,230,14,755,464,291,2,0,2,747,8,23,8,0,459,1,149,0,125,0,0,0,18,0,4,0,0,0,0,0,0,0,41,0,201,0,436,0,77,2
2022-07-13,774,742,553,189,15,570,358,212,3,1,2,555,15,31,17,0,381,2,92,0,84,0,0,0,8,0,5,0,0,0,0,0,0,0,29,0,165,0,327,1,49,2
2022-07-14,655,634,475,159,9,487,309,178,2,2,0,481,6,14,6,0,325,2,99,0,45,0,0,0,14,0,4,0,0,0,0,0,0,0,30,0,122,0,281,0,54,2
2022-07-15,712,690,539,151,5,556,343,213,5,1,4,544,12,25,12,0,326,4,155,0,67,0,0,0,7,0,1,0,0,0,0,0,0,0,33,0,145,0,293,2,85,3
2022-07-16,647,621,491,130,6,511,319,192,4,0,4,501,10,25,11,2,313,2,130,0,61,0,0,0,6,0,1,0,0,0,0,0,0,0,13,0,133,0,303,1,62,3
2022-07-17,859,835,653,182,12,665,392,273,1,0,1,660,5,13,5,0,371,1,169,0,101,0,0,0,19,0,4,0,0,0,1,0,0,0,29,0,189,0,379,0,68,1
2022-07-18,860,821,641,180,17,663,390,273,3,0,3,649,14,26,15,1,351,2,197,0,98,1,0,0,13,0,3,0,1,0,0,0,0,0,30,0,186,0,378,0,69,3
2022-07-19,695,665,518,147,14,534,318,216,1,1,0,525,9,20,9,1,304,1,132,0,68,0,0,0,27,0,3,0,0,0,0,0,0,0,35,0,131,0,319,0,49,1
2022-07-20,522,496,352,144,6,372,204,168,5,2,3,357,15,31,16,0,213,4,93,0,49,1,0,0,15,0,2,0,0,0,0,0,0,0,30,0,88,0,207,0,47,5
2022-07-21,450,440,325,115,4,330,203,127,2,0,2,324,6,19,6,0,227,2,64,0,24,0,0,0,13,0,2,0,0,0,0,0,0,0,16,0,81,0,195,0,38,2
2022-07-22,362,351,252,99,2,261,162,99,5,2,3,254,7,18,9,0,133,4,77,0,45,0,0,0,3,0,3,0,0,0,0,0,0,0,11,0,63,0,142,1,45,4
2022-07-23,400,384,268,116,5,278,187,91,3,1,2,273,5,11,6,0,124,2,95,0,48,1,0,0,10,0,1,0,0,0,0,0,0,0,11,0,59,0,159,0,49,3
2022-07-24,460,446,326,120,5,334,200,134,1,1,0,325,9,16,9,0,180,1,105,0,42,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,84,0,194,0,46,1
2022-07-25,579,567,431,136,6,437,273,164,4,0,4,421,16,33,18,2,257,4,115,0,39,0,0,0,26,0,0,0,0,0,0,0,0,0,12,0,98,0,260,2,67,2
2022-07-26,333,326,221,105,2,224,141,83,1,0,1,220,4,8,5,0,113,1,69,0,33,0,0,0,5,0,4,0,0,0,0,0,0,0,6,0,57,0,129,0,32,1
2022-07-27,281,265,172,93,8,179,112,67,1,1,0,170,9,16,10,0,94,1,50,0,31,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,44,0,97,0,29,1
2022-07-28,324,315,182,133,4,186,110,76,1,1,0,175,11,19,12,0,88,1,58,0,28,0,0,0,9,0,3,0,0,0,0,0,0,0,5,0,44,0,107,0,30,1
2022-07-29,259,251,172,79,3,176,115,61,1,1,0,168,8,14,8,1,87,1,49,0,30,0,0,0,7,0,2,0,0,0,1,0,0,0,8,0,37,0,106,0,25,1
2022-07-30,292,278,185,93,3,196,120,76,1,0,1,190,6,11,6,0,72,1,73,0,38,0,0,0,12,0,1,0,0,0,0,0,0,0,11,0,48,0,114,0,23,1
2022-07-31,356,341,232,109,5,242,155,87,1,0,1,234,8,13,8,0,104,0,68,0,59,0,0,0,10,0,1,0,0,0,0,0,0,0,16,0,53,0,133,0,40,1
2022-08-01,479,468,321,147,6,326,193,133,1,1,0,322,4,7,4,0,203,1,77,0,36,0,0,0,7,0,3,0,0,0,0,0,0,0,11,0,83,0,194,0,38,1
2022-08-02,312,301,195,106,5,201,114,87,0,0,0,196,5,10,7,1,124,0,43,0,25,0,0,0,7,0,2,0,0,0,0,0,0,0,10,0,69,0,99,0,23,0
2022-08-03,264,252,178,74,6,184,119,65,0,0,0,179,5,9,5,0,107,0,33,0,32,0,0,0,11,0,1,0,0,0,0,0,0,0,9,0,51,0,107,0,17,0
2022-08-04,194,188,106,82,4,108,62,46,0,0,0,102,6,11,6,0,66,0,25,0,10,0,0,0,5,0,2,0,0,0,0,0,0,0,12,0,25,0,54,0,17,0
2022-08-05,258,247,156,91,4,163,95,68,1,0,1,161,2,5,2,0,94,1,44,0,20,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,36,0,88,0,28,1
2022-08-06,215,210,139,71,2,142,85,57,0,0,0,137,5,8,5,0,75,0,41,0,25,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,29,0,82,0,24,0
2022-08-07,291,279,189,90,4,197,127,70,1,1,0,190,7,12,7,1,109,1,46,0,35,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,51,1,121,0,19,0
2022-08-08,351,342,223,119,6,226,141,85,0,0,0,225,1,7,1,0,128,0,45,0,39,0,0,0,13,0,1,0,0,0,0,0,0,0,15,0,63,0,124,0,24,0
2022-08-09,262,247,161,86,9,167,106,61,0,0,0,166,1,5,1,0,105,0,26,0,26,0,0,0,9,0,1,0,0,0,0,0,0,0,7,0,49,0,96,0,15,0
2022-08-10,218,205,150,55,8,155,92,63,0,0,0,151,4,6,4,0,92,0,29,0,20,0,0,0,13,0,1,0,0,0,0,0,0,0,4,0,42,0,91,0,18,0
2022-08-11,151,140,96,44,3,104,56,48,0,0,0,100,4,11,5,1,59,0,30,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,26,0,64,0,10,0
2022-08-12,141,134,76,58,5,78,46,32,0,0,0,75,3,6,6,1,42,0,21,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,20,0,47,0,6,0
2022-08-13,171,156,95,61,10,100,58,42,0,0,0,98,2,8,3,0,38,0,33,0,25,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,22,0,64,0,8,0
2022-08-14,225,201,126,75,15,135,82,53,0,0,0,133,2,4,2,0,74,0,26,0,27,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,26,0,90,0,15,0
2022-08-15,254,236,139,97,10,147,102,45,0,0,0,144,3,6,3,0,85,0,30,0,30,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,41,0,87,0,10,0
2022-08-16,176,163,106,57,11,108,70,38,0,0,0,107,1,4,1,1,76,0,11,0,15,0,0,0,5,0,1,0,0,0,0,0,0,0,9,0,24,0,66,0,9,0
2022-08-17,87,78,50,28,6,53,35,18,0,0,0,52,1,4,1,0,35,0,6,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,11,0,35,0,1,0
2022-08-18,47,42,18,24,2,21,18,3,0,0,0,20,1,2,1,0,16,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,10,0,2,0
2022-08-19,4,4,3,1,0,3,1,2,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
