"Estado","% Ocupación","Fecha","Tipo","Pob_Total"
"Sonora",11.98,2020-10-02,"Ventilador",2109152
"Sonora",17.52,2020-10-03,"Ventilador",2109152
"Sonora",16.9,2020-10-03,"General",2109152
"Sonora",28.35,2020-10-03,"UCI",2109152
"Sonora",14.9,2020-10-04,"Ventilador",2109152
"Sonora",19.04,2020-10-04,"UCI",2109152
"Sonora",18.09,2020-10-04,"General",2109152
"Sonora",20.63,2020-10-05,"UCI",2109152
"Sonora",19.33,2020-10-05,"General",2109152
"Sonora",11.22,2020-10-05,"Ventilador",2109152
"Sonora",17.98,2020-10-06,"General",2109152
"Sonora",13.33,2020-10-06,"Ventilador",2109152
"Sonora",18.51,2020-10-06,"UCI",2109152
"Sonora",29.31,2020-10-07,"UCI",2109152
"Sonora",13.23,2020-10-07,"Ventilador",2109152
"Sonora",19.11,2020-10-07,"General",2109152
"Sonora",26.66,2020-10-08,"UCI",2109152
"Sonora",17.88,2020-10-08,"General",2109152
"Sonora",14.34,2020-10-08,"Ventilador",2109152
"Sonora",15.68,2020-10-09,"Ventilador",2109152
"Sonora",15.99,2020-10-09,"General",2109152
"Sonora",23.52,2020-10-09,"UCI",2109152
"Sonora",15.09,2020-10-10,"Ventilador",2109152
"Sonora",28.07,2020-10-10,"UCI",2109152
"Sonora",15.28,2020-10-10,"General",2109152
"Sonora",15.44,2020-10-11,"General",2109152
"Sonora",29.78,2020-10-11,"UCI",2109152
"Sonora",13.61,2020-10-11,"Ventilador",2109152
"Sonora",17.18,2020-10-12,"General",2109152
"Sonora",10.16,2020-10-12,"Ventilador",2109152
"Sonora",13.2,2020-10-12,"UCI",2109152
"Sonora",13.24,2020-10-13,"Ventilador",2109152
"Sonora",18.18,2020-10-13,"UCI",2109152
"Sonora",16.95,2020-10-13,"General",2109152
"Sonora",11.32,2020-10-14,"UCI",2109152
"Sonora",17.46,2020-10-14,"General",2109152
"Sonora",15.76,2020-10-14,"Ventilador",2109152
"Sonora",14.71,2020-10-15,"Ventilador",2109152
"Sonora",18.55,2020-10-15,"General",2109152
"Sonora",21.42,2020-10-15,"UCI",2109152
"Sonora",15.21,2020-10-16,"Ventilador",2109152
"Sonora",16.27,2020-10-16,"UCI",2109152
"Sonora",16.69,2020-10-16,"General",2109152
"Sonora",16.73,2020-10-17,"Ventilador",2109152
"Sonora",16.27,2020-10-17,"General",2109152
"Sonora",24.52,2020-10-17,"UCI",2109152
"Sonora",15,2020-10-18,"UCI",2109152
"Sonora",16.44,2020-10-18,"General",2109152
"Sonora",18.18,2020-10-18,"Ventilador",2109152
"Sonora",14.76,2020-10-19,"Ventilador",2109152
"Sonora",19.4,2020-10-19,"UCI",2109152
"Sonora",18.12,2020-10-19,"General",2109152
"Sonora",16.66,2020-10-20,"UCI",2109152
"Sonora",12.93,2020-10-20,"Ventilador",2109152
"Sonora",17.2,2020-10-20,"General",2109152
"Sonora",27.58,2020-10-21,"UCI",2109152
"Sonora",17.48,2020-10-21,"General",2109152
"Sonora",14.85,2020-10-21,"Ventilador",2109152
"Sonora",17.72,2020-10-22,"General",2109152
"Sonora",14.45,2020-10-22,"Ventilador",2109152
"Sonora",26.78,2020-10-22,"UCI",2109152
"Sonora",13,2020-10-23,"Ventilador",2109152
"Sonora",16.27,2020-10-23,"UCI",2109152
"Sonora",16.66,2020-10-23,"General",2109152
"Sonora",17.5,2020-10-24,"UCI",2109152
"Sonora",18.98,2020-10-24,"General",2109152
"Sonora",18.18,2020-10-24,"Ventilador",2109152
"Sonora",19.63,2020-10-25,"General",2109152
"Sonora",22.5,2020-10-25,"UCI",2109152
"Sonora",14.5,2020-10-25,"Ventilador",2109152
"Sonora",17.14,2020-10-26,"General",2109152
"Sonora",13.36,2020-10-26,"Ventilador",2109152
"Sonora",20.37,2020-10-26,"UCI",2109152
"Sonora",19.53,2020-10-27,"General",2109152
"Sonora",3.33,2020-10-27,"Ventilador",2109152
"Sonora",4.34,2020-10-27,"UCI",2109152
"Sonora",25.42,2020-10-28,"UCI",2109152
"Sonora",13.65,2020-10-28,"Ventilador",2109152
"Sonora",20.92,2020-10-28,"General",2109152
"Sonora",20.24,2020-10-29,"General",2109152
"Sonora",29.31,2020-10-29,"UCI",2109152
"Sonora",12.75,2020-10-29,"Ventilador",2109152
"Sonora",11.9,2020-10-30,"Ventilador",2109152
"Sonora",27.65,2020-10-30,"UCI",2109152
"Sonora",19.58,2020-10-30,"General",2109152
"Sonora",19.16,2020-10-31,"General",2109152
"Sonora",27.08,2020-10-31,"UCI",2109152
"Sonora",13.7,2020-10-31,"Ventilador",2109152
"Sonora",20.13,2020-11-01,"General",2109152
"Sonora",16.66,2020-11-01,"Ventilador",2109152
"Sonora",21.95,2020-11-01,"UCI",2109152
"Sonora",26.19,2020-11-02,"UCI",2109152
"Sonora",13.39,2020-11-02,"Ventilador",2109152
"Sonora",21.2,2020-11-02,"General",2109152
"Sonora",26.08,2020-11-03,"UCI",2109152
"Sonora",22.66,2020-11-03,"General",2109152
"Sonora",13.45,2020-11-03,"Ventilador",2109152
"Sonora",32,2020-11-04,"UCI",2109152
"Sonora",14.55,2020-11-04,"Ventilador",2109152
"Sonora",23.51,2020-11-04,"General",2109152
"Sonora",24.63,2020-11-05,"UCI",2109152
"Sonora",22.23,2020-11-05,"General",2109152
"Sonora",16.32,2020-11-05,"Ventilador",2109152
"Sonora",22.25,2020-11-06,"General",2109152
"Sonora",18.09,2020-11-06,"Ventilador",2109152
"Sonora",34.04,2020-11-06,"UCI",2109152
"Sonora",21.65,2020-11-07,"General",2109152
"Sonora",15.85,2020-11-07,"Ventilador",2109152
"Sonora",30.9,2020-11-07,"UCI",2109152
"Sonora",18.01,2020-11-08,"Ventilador",2109152
"Sonora",20.69,2020-11-08,"General",2109152
"Sonora",36.84,2020-11-08,"UCI",2109152
"Sonora",29.78,2020-11-09,"UCI",2109152
"Sonora",17.39,2020-11-09,"Ventilador",2109152
"Sonora",22.5,2020-11-09,"General",2109152
"Sonora",18.72,2020-11-10,"Ventilador",2109152
"Sonora",23.17,2020-11-10,"General",2109152
"Sonora",38.29,2020-11-10,"UCI",2109152
"Sonora",31.91,2020-11-11,"UCI",2109152
"Sonora",21.84,2020-11-11,"General",2109152
"Sonora",20.93,2020-11-11,"Ventilador",2109152
"Sonora",24.18,2020-11-12,"General",2109152
"Sonora",42,2020-11-12,"UCI",2109152
"Sonora",26.69,2020-11-12,"Ventilador",2109152
"Sonora",16.56,2020-11-13,"Ventilador",2109152
"Sonora",18.75,2020-11-13,"UCI",2109152
"Sonora",28.36,2020-11-13,"General",2109152
"Sonora",26.05,2020-11-14,"General",2109152
"Sonora",25.6,2020-11-14,"Ventilador",2109152
"Sonora",42.85,2020-11-14,"UCI",2109152
"Sonora",44.44,2020-11-15,"UCI",2109152
"Sonora",26.31,2020-11-15,"General",2109152
"Sonora",25.66,2020-11-15,"Ventilador",2109152
"Sonora",59.52,2020-11-16,"UCI",2109152
"Sonora",34.72,2020-11-16,"Ventilador",2109152
"Sonora",28.08,2020-11-16,"General",2109152
"Sonora",28.86,2020-11-17,"General",2109152
"Sonora",28.3,2020-11-17,"Ventilador",2109152
"Sonora",47.27,2020-11-17,"UCI",2109152
"Sonora",52.08,2020-11-18,"UCI",2109152
"Sonora",25.78,2020-11-18,"Ventilador",2109152
"Sonora",31.46,2020-11-18,"General",2109152
"Sonora",40,2020-11-19,"UCI",2109152
"Sonora",33.73,2020-11-19,"General",2109152
"Sonora",26.26,2020-11-19,"Ventilador",2109152
"Sonora",31.26,2020-11-20,"General",2109152
"Sonora",25.75,2020-11-20,"Ventilador",2109152
"Sonora",43.39,2020-11-20,"UCI",2109152
"Sonora",27.31,2020-11-21,"Ventilador",2109152
"Sonora",44.73,2020-11-21,"UCI",2109152
"Sonora",31.71,2020-11-21,"General",2109152
"Sonora",27.72,2020-11-22,"Ventilador",2109152
"Sonora",36.56,2020-11-22,"General",2109152
"Sonora",45.94,2020-11-22,"UCI",2109152
"Sonora",25.92,2020-11-23,"Ventilador",2109152
"Sonora",46.42,2020-11-23,"UCI",2109152
"Sonora",36.78,2020-11-23,"General",2109152
"Sonora",33.23,2020-11-24,"General",2109152
"Sonora",40.98,2020-11-24,"UCI",2109152
"Sonora",28.38,2020-11-24,"Ventilador",2109152
"Sonora",30.18,2020-11-25,"UCI",2109152
"Sonora",26.51,2020-11-25,"Ventilador",2109152
"Sonora",35.8,2020-11-25,"General",2109152
"Sonora",26.66,2020-11-26,"UCI",2109152
"Sonora",35.21,2020-11-26,"General",2109152
"Sonora",28.35,2020-11-26,"Ventilador",2109152
"Sonora",32.81,2020-11-27,"UCI",2109152
"Sonora",28.09,2020-11-27,"Ventilador",2109152
"Sonora",35.78,2020-11-27,"General",2109152
"Sonora",37.12,2020-11-28,"General",2109152
"Sonora",29.84,2020-11-28,"Ventilador",2109152
"Sonora",32.43,2020-11-28,"UCI",2109152
"Sonora",28.64,2020-11-29,"Ventilador",2109152
"Sonora",36.98,2020-11-29,"General",2109152
"Sonora",16.66,2020-11-29,"UCI",2109152
"Sonora",18.75,2020-11-30,"UCI",2109152
"Sonora",38.6,2020-11-30,"General",2109152
"Sonora",28.77,2020-11-30,"Ventilador",2109152
"Sonora",39.69,2020-12-01,"General",2109152
"Sonora",25.83,2020-12-01,"Ventilador",2109152
"Sonora",18.36,2020-12-01,"UCI",2109152
"Sonora",35.84,2020-12-02,"UCI",2109152
"Sonora",26.08,2020-12-02,"Ventilador",2109152
"Sonora",39,2020-12-02,"General",2109152
"Sonora",43.24,2020-12-03,"General",2109152
"Sonora",27.8,2020-12-03,"Ventilador",2109152
"Sonora",25,2020-12-03,"UCI",2109152
"Sonora",40.18,2020-12-04,"General",2109152
"Sonora",30.04,2020-12-04,"Ventilador",2109152
"Sonora",28.2,2020-12-04,"UCI",2109152
"Sonora",28.35,2020-12-05,"Ventilador",2109152
"Sonora",45.36,2020-12-05,"General",2109152
"Sonora",36.66,2020-12-05,"UCI",2109152
"Sonora",34.21,2020-12-06,"Ventilador",2109152
"Sonora",42.72,2020-12-06,"General",2109152
"Sonora",27.45,2020-12-06,"UCI",2109152
"Sonora",32.25,2020-12-07,"UCI",2109152
"Sonora",42.11,2020-12-07,"General",2109152
"Sonora",32.27,2020-12-07,"Ventilador",2109152
"Sonora",24.48,2020-12-08,"UCI",2109152
"Sonora",33.49,2020-12-08,"Ventilador",2109152
"Sonora",45.23,2020-12-08,"General",2109152
"Sonora",30,2020-12-09,"UCI",2109152
"Sonora",41.42,2020-12-09,"General",2109152
"Sonora",36.86,2020-12-09,"Ventilador",2109152
"Sonora",30.67,2020-12-10,"Ventilador",2109152
"Sonora",42.28,2020-12-10,"General",2109152
"Sonora",26.66,2020-12-10,"UCI",2109152
"Sonora",33.33,2020-12-11,"Ventilador",2109152
"Sonora",43.11,2020-12-11,"General",2109152
"Sonora",44.11,2020-12-11,"UCI",2109152
"Sonora",43.75,2020-12-12,"General",2109152
"Sonora",47.69,2020-12-12,"UCI",2109152
"Sonora",33.33,2020-12-12,"Ventilador",2109152
"Sonora",42.28,2020-12-13,"General",2109152
"Sonora",51.11,2020-12-13,"UCI",2109152
"Sonora",40.95,2020-12-13,"Ventilador",2109152
"Sonora",42.09,2020-12-14,"General",2109152
"Sonora",34.63,2020-12-14,"Ventilador",2109152
"Sonora",42.85,2020-12-14,"UCI",2109152
"Sonora",44.36,2020-12-15,"General",2109152
"Sonora",40,2020-12-15,"Ventilador",2109152
"Sonora",44.44,2020-12-15,"UCI",2109152
"Sonora",48.54,2020-12-16,"General",2109152
"Sonora",44.06,2020-12-16,"UCI",2109152
"Sonora",39.8,2020-12-16,"Ventilador",2109152
"Sonora",41.45,2020-12-17,"Ventilador",2109152
"Sonora",39.21,2020-12-17,"UCI",2109152
"Sonora",50.69,2020-12-17,"General",2109152
"Sonora",41.59,2020-12-18,"Ventilador",2109152
"Sonora",51.48,2020-12-18,"General",2109152
"Sonora",41.26,2020-12-18,"UCI",2109152
"Sonora",52.93,2020-12-19,"General",2109152
"Sonora",50,2020-12-19,"UCI",2109152
"Sonora",45.7,2020-12-19,"Ventilador",2109152
"Sonora",39.58,2020-12-20,"UCI",2109152
"Sonora",40.97,2020-12-20,"Ventilador",2109152
"Sonora",51.28,2020-12-20,"General",2109152
"Sonora",37.55,2020-12-21,"Ventilador",2109152
"Sonora",52.45,2020-12-21,"General",2109152
"Sonora",42.37,2020-12-21,"UCI",2109152
"Sonora",46.77,2020-12-22,"UCI",2109152
"Sonora",53.53,2020-12-22,"General",2109152
"Sonora",40.92,2020-12-22,"Ventilador",2109152
"Sonora",44.82,2020-12-23,"UCI",2109152
"Sonora",35.2,2020-12-23,"Ventilador",2109152
"Sonora",53.22,2020-12-23,"General",2109152
"Sonora",60,2020-12-24,"UCI",2109152
"Sonora",36.63,2020-12-24,"Ventilador",2109152
"Sonora",53.83,2020-12-24,"General",2109152
"Sonora",37.87,2020-12-25,"UCI",2109152
"Sonora",33.33,2020-12-25,"Ventilador",2109152
"Sonora",53.11,2020-12-25,"General",2109152
"Sonora",47.05,2020-12-26,"UCI",2109152
"Sonora",49.55,2020-12-26,"General",2109152
"Sonora",38.32,2020-12-26,"Ventilador",2109152
"Sonora",34.88,2020-12-27,"UCI",2109152
"Sonora",52.14,2020-12-27,"General",2109152
"Sonora",34.34,2020-12-27,"Ventilador",2109152
"Sonora",37.6,2020-12-28,"Ventilador",2109152
"Sonora",44.06,2020-12-28,"UCI",2109152
"Sonora",51.9,2020-12-28,"General",2109152
"Sonora",39.11,2020-12-29,"Ventilador",2109152
"Sonora",51.95,2020-12-29,"General",2109152
"Sonora",39.34,2020-12-29,"UCI",2109152
"Sonora",48.77,2020-12-30,"General",2109152
"Sonora",35.34,2020-12-30,"Ventilador",2109152
"Sonora",36.17,2020-12-30,"UCI",2109152
"Sonora",43.42,2020-12-31,"Ventilador",2109152
"Sonora",48.38,2020-12-31,"UCI",2109152
"Sonora",50.66,2020-12-31,"General",2109152
"Sonora",42.08,2021-01-01,"Ventilador",2109152
"Sonora",50,2021-01-01,"UCI",2109152
"Sonora",50.95,2021-01-01,"General",2109152
"Sonora",44.24,2021-01-02,"Ventilador",2109152
"Sonora",51.84,2021-01-02,"General",2109152
"Sonora",63.63,2021-01-02,"UCI",2109152
"Sonora",49.09,2021-01-03,"UCI",2109152
"Sonora",51.07,2021-01-03,"General",2109152
"Sonora",39.55,2021-01-03,"Ventilador",2109152
"Sonora",56.69,2021-01-04,"General",2109152
"Sonora",42.62,2021-01-04,"UCI",2109152
"Sonora",40.86,2021-01-04,"Ventilador",2109152
"Sonora",40.61,2021-01-05,"Ventilador",2109152
"Sonora",37.14,2021-01-05,"UCI",2109152
"Sonora",54.04,2021-01-05,"General",2109152
"Sonora",40,2021-01-06,"UCI",2109152
"Sonora",52.66,2021-01-06,"General",2109152
"Sonora",39.06,2021-01-06,"Ventilador",2109152
"Sonora",42.85,2021-01-07,"UCI",2109152
"Sonora",41.94,2021-01-07,"Ventilador",2109152
"Sonora",52.59,2021-01-07,"General",2109152
"Sonora",39.79,2021-01-08,"General",2109152
"Sonora",22.83,2021-01-08,"Ventilador",2109152
"Sonora",25.64,2021-01-08,"UCI",2109152
"Sonora",59.17,2021-01-09,"General",2109152
"Sonora",40.35,2021-01-09,"UCI",2109152
"Sonora",45.41,2021-01-09,"Ventilador",2109152
"Sonora",41.07,2021-01-10,"UCI",2109152
"Sonora",45.53,2021-01-10,"Ventilador",2109152
"Sonora",58.94,2021-01-10,"General",2109152
"Sonora",43.3,2021-01-11,"Ventilador",2109152
"Sonora",59.48,2021-01-11,"General",2109152
"Sonora",33.33,2021-01-11,"UCI",2109152
"Sonora",34.42,2021-01-12,"UCI",2109152
"Sonora",58.94,2021-01-12,"General",2109152
"Sonora",43.08,2021-01-12,"Ventilador",2109152
"Sonora",44.68,2021-01-13,"Ventilador",2109152
"Sonora",37.93,2021-01-13,"UCI",2109152
"Sonora",58.56,2021-01-13,"General",2109152
"Sonora",59.54,2021-01-14,"General",2109152
"Sonora",36.92,2021-01-14,"UCI",2109152
"Sonora",42.79,2021-01-14,"Ventilador",2109152
"Sonora",57.25,2021-01-15,"General",2109152
"Sonora",43.07,2021-01-15,"UCI",2109152
"Sonora",48.63,2021-01-15,"Ventilador",2109152
"Sonora",46.28,2021-01-16,"Ventilador",2109152
"Sonora",56.12,2021-01-16,"General",2109152
"Sonora",43.93,2021-01-16,"UCI",2109152
"Sonora",45.12,2021-01-17,"Ventilador",2109152
"Sonora",52.52,2021-01-17,"General",2109152
"Sonora",45.31,2021-01-17,"UCI",2109152
"Sonora",39.92,2021-01-18,"Ventilador",2109152
"Sonora",34.78,2021-01-18,"UCI",2109152
"Sonora",55.42,2021-01-18,"General",2109152
"Sonora",41.13,2021-01-19,"Ventilador",2109152
"Sonora",54.15,2021-01-19,"General",2109152
"Sonora",44.87,2021-01-19,"UCI",2109152
"Sonora",57.77,2021-01-20,"General",2109152
"Sonora",31.25,2021-01-20,"UCI",2109152
"Sonora",37.72,2021-01-20,"Ventilador",2109152
"Sonora",31.81,2021-01-21,"UCI",2109152
"Sonora",55.92,2021-01-21,"General",2109152
"Sonora",39.92,2021-01-21,"Ventilador",2109152
"Sonora",39.6,2021-01-22,"Ventilador",2109152
"Sonora",50.88,2021-01-22,"General",2109152
"Sonora",38.46,2021-01-22,"UCI",2109152
"Sonora",48.98,2021-01-23,"General",2109152
"Sonora",40.46,2021-01-23,"Ventilador",2109152
"Sonora",39.68,2021-01-23,"UCI",2109152
"Sonora",41.96,2021-01-24,"Ventilador",2109152
"Sonora",37.93,2021-01-24,"UCI",2109152
"Sonora",49.45,2021-01-24,"General",2109152
"Sonora",34.18,2021-01-25,"Ventilador",2109152
"Sonora",35.08,2021-01-25,"UCI",2109152
"Sonora",48.91,2021-01-25,"General",2109152
"Sonora",39.57,2021-01-26,"Ventilador",2109152
"Sonora",48.53,2021-01-26,"General",2109152
"Sonora",33.84,2021-01-26,"UCI",2109152
"Sonora",39.06,2021-01-27,"UCI",2109152
"Sonora",45.43,2021-01-27,"General",2109152
"Sonora",37.5,2021-01-27,"Ventilador",2109152
"Sonora",23.68,2021-01-28,"UCI",2109152
"Sonora",45.34,2021-01-28,"General",2109152
"Sonora",32.63,2021-01-28,"Ventilador",2109152
"Sonora",44.51,2021-01-29,"General",2109152
"Sonora",39.46,2021-01-29,"Ventilador",2109152
"Sonora",40.29,2021-01-29,"UCI",2109152
"Sonora",44.18,2021-01-30,"General",2109152
"Sonora",38.46,2021-01-30,"UCI",2109152
"Sonora",36.23,2021-01-30,"Ventilador",2109152
"Sonora",39.06,2021-01-31,"UCI",2109152
"Sonora",35.46,2021-01-31,"Ventilador",2109152
"Sonora",44.04,2021-01-31,"General",2109152
"Sonora",35.4,2021-02-01,"Ventilador",2109152
"Sonora",42.85,2021-02-01,"UCI",2109152
"Sonora",42.42,2021-02-01,"General",2109152
"Sonora",39.39,2021-02-02,"UCI",2109152
"Sonora",36.49,2021-02-02,"Ventilador",2109152
"Sonora",43.89,2021-02-02,"General",2109152
"Sonora",31.57,2021-02-03,"Ventilador",2109152
"Sonora",37.83,2021-02-03,"UCI",2109152
"Sonora",39.94,2021-02-03,"General",2109152
"Sonora",39.03,2021-02-04,"General",2109152
"Sonora",31.88,2021-02-04,"UCI",2109152
"Sonora",31.2,2021-02-04,"Ventilador",2109152
"Sonora",30.53,2021-02-05,"Ventilador",2109152
"Sonora",37.88,2021-02-05,"General",2109152
"Sonora",34.92,2021-02-05,"UCI",2109152
"Sonora",27.62,2021-02-06,"Ventilador",2109152
"Sonora",24.48,2021-02-06,"UCI",2109152
"Sonora",36.84,2021-02-06,"General",2109152
"Sonora",36.19,2021-02-07,"General",2109152
"Sonora",26.78,2021-02-07,"Ventilador",2109152
"Sonora",27.27,2021-02-07,"UCI",2109152
"Sonora",26.79,2021-02-08,"Ventilador",2109152
"Sonora",31.5,2021-02-08,"UCI",2109152
"Sonora",33.79,2021-02-08,"General",2109152
"Sonora",26.38,2021-02-09,"UCI",2109152
"Sonora",25.48,2021-02-09,"Ventilador",2109152
"Sonora",33.03,2021-02-09,"General",2109152
"Sonora",21.87,2021-02-10,"UCI",2109152
"Sonora",25.27,2021-02-10,"Ventilador",2109152
"Sonora",32.95,2021-02-10,"General",2109152
"Sonora",32.66,2021-02-11,"General",2109152
"Sonora",20.63,2021-02-11,"UCI",2109152
"Sonora",22.83,2021-02-11,"Ventilador",2109152
"Sonora",23.3,2021-02-12,"Ventilador",2109152
"Sonora",29.28,2021-02-12,"General",2109152
"Sonora",22.97,2021-02-12,"UCI",2109152
"Sonora",24.47,2021-02-13,"Ventilador",2109152
"Sonora",26.08,2021-02-13,"UCI",2109152
"Sonora",29.64,2021-02-13,"General",2109152
"Sonora",22.67,2021-02-14,"Ventilador",2109152
"Sonora",27.17,2021-02-14,"General",2109152
"Sonora",24.61,2021-02-14,"UCI",2109152
"Sonora",23.28,2021-02-15,"General",2109152
"Sonora",41.37,2021-02-15,"UCI",2109152
"Sonora",15.92,2021-02-15,"Ventilador",2109152
"Sonora",16,2021-02-16,"Ventilador",2109152
"Sonora",20.75,2021-02-16,"UCI",2109152
"Sonora",15.75,2021-02-16,"General",2109152
"Sonora",11.15,2021-02-17,"General",2109152
"Sonora",14.58,2021-02-17,"UCI",2109152
"Sonora",11.37,2021-02-17,"Ventilador",2109152
"Sonora",23.56,2021-02-18,"General",2109152
"Sonora",18.51,2021-02-18,"UCI",2109152
"Sonora",20.58,2021-02-18,"Ventilador",2109152
"Sonora",22.14,2021-02-19,"Ventilador",2109152
"Sonora",21.99,2021-02-19,"General",2109152
"Sonora",21.51,2021-02-19,"UCI",2109152
"Sonora",18.98,2021-02-20,"UCI",2109152
"Sonora",21.6,2021-02-20,"General",2109152
"Sonora",19.14,2021-02-20,"Ventilador",2109152
"Sonora",19.29,2021-02-21,"Ventilador",2109152
"Sonora",23.06,2021-02-21,"General",2109152
"Sonora",25.45,2021-02-21,"UCI",2109152
"Sonora",19.05,2021-02-22,"General",2109152
"Sonora",17.3,2021-02-22,"Ventilador",2109152
"Sonora",17.28,2021-02-22,"UCI",2109152
"Sonora",16.1,2021-02-23,"Ventilador",2109152
"Sonora",20.63,2021-02-23,"UCI",2109152
"Sonora",19.68,2021-02-23,"General",2109152
"Sonora",15.16,2021-02-24,"General",2109152
"Sonora",15.09,2021-02-24,"UCI",2109152
"Sonora",14.08,2021-02-24,"Ventilador",2109152
"Sonora",13.79,2021-02-25,"UCI",2109152
"Sonora",14.23,2021-02-25,"Ventilador",2109152
"Sonora",16.37,2021-02-25,"General",2109152
"Sonora",9.45,2021-02-26,"UCI",2109152
"Sonora",10.95,2021-02-26,"Ventilador",2109152
"Sonora",13.25,2021-02-26,"General",2109152
"Sonora",17.02,2021-02-27,"UCI",2109152
"Sonora",12.18,2021-02-27,"Ventilador",2109152
"Sonora",14.91,2021-02-27,"General",2109152
"Sonora",10.6,2021-02-28,"Ventilador",2109152
"Sonora",16,2021-02-28,"UCI",2109152
"Sonora",15.28,2021-02-28,"General",2109152
"Sonora",11.73,2021-03-01,"General",2109152
"Sonora",8.6,2021-03-01,"Ventilador",2109152
"Sonora",12.98,2021-03-01,"UCI",2109152
"Sonora",19.23,2021-03-02,"UCI",2109152
"Sonora",7.69,2021-03-02,"Ventilador",2109152
"Sonora",12.28,2021-03-02,"General",2109152
"Sonora",6.45,2021-03-03,"Ventilador",2109152
"Sonora",12.41,2021-03-03,"General",2109152
"Sonora",14.81,2021-03-03,"UCI",2109152
"Sonora",12.13,2021-03-04,"General",2109152
"Sonora",8.16,2021-03-04,"Ventilador",2109152
"Sonora",10.41,2021-03-04,"UCI",2109152
"Sonora",6.99,2021-03-05,"Ventilador",2109152
"Sonora",12.65,2021-03-05,"UCI",2109152
"Sonora",9.8,2021-03-05,"General",2109152
"Sonora",12.4,2021-03-06,"General",2109152
"Sonora",19.51,2021-03-06,"UCI",2109152
"Sonora",9.77,2021-03-06,"Ventilador",2109152
"Sonora",14.44,2021-03-07,"General",2109152
"Sonora",8.92,2021-03-07,"Ventilador",2109152
"Sonora",8.82,2021-03-07,"UCI",2109152
"Sonora",10,2021-03-08,"General",2109152
"Sonora",7.8,2021-03-08,"Ventilador",2109152
"Sonora",12.5,2021-03-08,"UCI",2109152
"Sonora",4.83,2021-03-09,"UCI",2109152
"Sonora",7.16,2021-03-09,"Ventilador",2109152
"Sonora",13.07,2021-03-09,"General",2109152
"Sonora",7.94,2021-03-10,"Ventilador",2109152
"Sonora",14.25,2021-03-10,"General",2109152
"Sonora",17.02,2021-03-10,"UCI",2109152
"Sonora",7.66,2021-03-11,"Ventilador",2109152
"Sonora",8.69,2021-03-11,"UCI",2109152
"Sonora",13.27,2021-03-11,"General",2109152
"Sonora",9.21,2021-03-12,"UCI",2109152
"Sonora",11.02,2021-03-12,"General",2109152
"Sonora",5.42,2021-03-12,"Ventilador",2109152
"Sonora",10.44,2021-03-13,"UCI",2109152
"Sonora",13.6,2021-03-13,"General",2109152
"Sonora",5.88,2021-03-13,"Ventilador",2109152
"Sonora",11.86,2021-03-14,"UCI",2109152
"Sonora",16.18,2021-03-14,"General",2109152
"Sonora",7.37,2021-03-14,"Ventilador",2109152
"Sonora",16.66,2021-03-16,"General",2109152
"Sonora",13.69,2021-03-16,"UCI",2109152
"Sonora",8.05,2021-03-16,"Ventilador",2109152
"Sonora",12.5,2021-03-17,"UCI",2109152
"Sonora",16.42,2021-03-17,"General",2109152
"Sonora",9.13,2021-03-17,"Ventilador",2109152
"Sonora",16.83,2021-03-18,"General",2109152
"Sonora",9.31,2021-03-18,"Ventilador",2109152
"Sonora",19.73,2021-03-18,"UCI",2109152
"Sonora",10.23,2021-03-19,"Ventilador",2109152
"Sonora",15.8,2021-03-19,"General",2109152
"Sonora",21.05,2021-03-19,"UCI",2109152
"Sonora",15.93,2021-03-20,"General",2109152
"Sonora",11.73,2021-03-20,"Ventilador",2109152
"Sonora",23.52,2021-03-20,"UCI",2109152
"Sonora",25,2021-03-21,"UCI",2109152
"Sonora",16.79,2021-03-21,"General",2109152
"Sonora",12.62,2021-03-21,"Ventilador",2109152
"Sonora",11.19,2021-03-22,"Ventilador",2109152
"Sonora",15.8,2021-03-22,"General",2109152
"Sonora",20.83,2021-03-22,"UCI",2109152
"Sonora",11.63,2021-03-23,"Ventilador",2109152
"Sonora",20,2021-03-23,"UCI",2109152
"Sonora",15.27,2021-03-23,"General",2109152
"Sonora",14.63,2021-03-24,"UCI",2109152
"Sonora",9.96,2021-03-24,"Ventilador",2109152
"Sonora",16.26,2021-03-24,"General",2109152
"Sonora",13.76,2021-03-25,"General",2109152
"Sonora",12.32,2021-03-25,"Ventilador",2109152
"Sonora",17.33,2021-03-25,"UCI",2109152
"Sonora",17.94,2021-03-26,"UCI",2109152
"Sonora",12.21,2021-03-26,"Ventilador",2109152
"Sonora",14.72,2021-03-26,"General",2109152
"Sonora",15.78,2021-03-28,"UCI",2109152
"Sonora",15.58,2021-03-28,"General",2109152
"Sonora",9.04,2021-03-28,"Ventilador",2109152
"Sonora",10.23,2021-03-29,"Ventilador",2109152
"Sonora",16.22,2021-03-29,"General",2109152
"Sonora",25,2021-03-29,"UCI",2109152
"Sonora",11.52,2021-03-30,"Ventilador",2109152
"Sonora",21.81,2021-03-30,"UCI",2109152
"Sonora",20.1,2021-03-30,"General",2109152
"Sonora",17.62,2021-03-31,"General",2109152
"Sonora",20,2021-03-31,"UCI",2109152
"Sonora",10.81,2021-03-31,"Ventilador",2109152
"Sonora",20.45,2021-04-01,"UCI",2109152
"Sonora",11,2021-04-01,"Ventilador",2109152
"Sonora",19.7,2021-04-01,"General",2109152
