"","Fecha","CVEGEO","MUNICIPIO","CASOS_SINTOMAS"
"4813",2020-03-06,26050,"Rayón",0
"4814",2020-03-06,26053,"San Felipe de Jesús",0
"4815",2020-03-06,26061,"Soyopa",0
"4816",2020-03-06,26062,"Suaqui Grande",0
"4817",2020-03-06,26054,"San Javier",0
"4818",2020-03-06,26057,"San Pedro de la Cueva",0
"4819",2020-03-07,26018,"Cajeme",0
"4820",2020-03-07,26030,"Hermosillo",0
"4821",2020-03-07,26055,"San Luis Río Colorado",0
"4822",2020-03-07,26058,"Santa Ana",0
"4823",2020-03-07,26042,"Navojoa",0
"4824",2020-03-07,26043,"Nogales",0
"4825",2020-03-07,26011,"Bacoachi",0
"4826",2020-03-07,26002,"Agua Prieta",0
"4827",2020-03-07,26036,"Magdalena",0
"4828",2020-03-07,26048,"Puerto Peñasco",0
"4829",2020-03-07,26029,"Guaymas",0
"4830",2020-03-07,26999,"Sin municipio registrado",0
"4831",2020-03-07,26025,"Empalme",0
"4832",2020-03-07,26033,"Huatabampo",0
"4833",2020-03-07,26047,"Pitiquito",0
"4834",2020-03-07,26017,"Caborca",0
"4835",2020-03-07,26004,"Altar",0
"4836",2020-03-07,26012,"Bácum",0
"4837",2020-03-07,26072,"San Ignacio Río Muerto",0
"4838",2020-03-07,26071,"Benito Juárez",0
"4839",2020-03-07,26052,"Sahuaripa",0
"4840",2020-03-07,26003,"Álamos",0
"4841",2020-03-07,26037,"Mazatán",0
"4842",2020-03-07,26049,"Quiriego",0
"4843",2020-03-07,26066,"Ures",0
"4844",2020-03-07,26027,"Fronteras",0
"4845",2020-03-07,26007,"Átil",0
"4846",2020-03-07,26019,"Cananea",0
"4847",2020-03-07,26034,"Huépac",0
"4848",2020-03-07,26041,"Nacozari de García",0
"4849",2020-03-07,26014,"Baviácora",0
"4850",2020-03-07,26026,"Etchojoa",0
"4851",2020-03-07,26064,"Trincheras",0
"4852",2020-03-07,26060,"Sáric",0
"4853",2020-03-07,26067,"Villa Hidalgo",0
"4854",2020-03-07,26045,"Opodepe",0
"4855",2020-03-07,26008,"Bacadéhuachi",0
"4856",2020-03-07,26070,"General Plutarco Elías Calles",0
"4857",2020-03-07,26013,"Banámichi",0
"4858",2020-03-07,26068,"Villa Pesqueira",0
"4859",2020-03-07,26001,"Aconchi",0
"4860",2020-03-07,26039,"Naco",0
"4861",2020-03-07,26044,"Ónavas",0
"4862",2020-03-07,26035,"Imuris",0
"4863",2020-03-07,26020,"Carbó",0
"4864",2020-03-07,26038,"Moctezuma",0
"4865",2020-03-07,26065,"Tubutama",0
"4866",2020-03-07,26016,"Benjamín Hill",0
"4867",2020-03-07,26023,"Cumpas",0
"4868",2020-03-07,26015,"Bavispe",0
"4869",2020-03-07,26032,"Huásabas",0
"4870",2020-03-07,26046,"Oquitoa",0
"4871",2020-03-07,26005,"Arivechi",0
"4872",2020-03-07,26051,"Rosario",0
"4873",2020-03-07,26006,"Arizpe",0
"4874",2020-03-07,26056,"San Miguel de Horcasitas",0
"4875",2020-03-07,26022,"Cucurpe",0
"4876",2020-03-07,26010,"Bacerac",0
"4877",2020-03-07,26040,"Nácori Chico",0
"4878",2020-03-07,26021,"La Colorada",0
"4879",2020-03-07,26031,"Huachinera",0
"4880",2020-03-07,26024,"Divisaderos",0
"4881",2020-03-07,26028,"Granados",0
"4882",2020-03-07,26069,"Yécora",0
"4883",2020-03-07,26063,"Tepache",0
"4884",2020-03-07,26059,"Santa Cruz",0
"4885",2020-03-07,26009,"Bacanora",0
"4886",2020-03-07,26050,"Rayón",0
"4887",2020-03-07,26053,"San Felipe de Jesús",0
"4888",2020-03-07,26061,"Soyopa",0
"4889",2020-03-07,26062,"Suaqui Grande",0
"4890",2020-03-07,26054,"San Javier",0
"4891",2020-03-07,26057,"San Pedro de la Cueva",0
"4892",2020-03-08,26018,"Cajeme",0
"4893",2020-03-08,26030,"Hermosillo",0
"4894",2020-03-08,26055,"San Luis Río Colorado",0
"4895",2020-03-08,26058,"Santa Ana",0
"4896",2020-03-08,26042,"Navojoa",0
"4897",2020-03-08,26043,"Nogales",0
"4898",2020-03-08,26011,"Bacoachi",0
"4899",2020-03-08,26002,"Agua Prieta",0
"4900",2020-03-08,26036,"Magdalena",0
"4901",2020-03-08,26048,"Puerto Peñasco",0
"4902",2020-03-08,26029,"Guaymas",0
"4903",2020-03-08,26999,"Sin municipio registrado",0
"4904",2020-03-08,26025,"Empalme",0
"4905",2020-03-08,26033,"Huatabampo",0
"4906",2020-03-08,26047,"Pitiquito",0
"4907",2020-03-08,26017,"Caborca",0
"4908",2020-03-08,26004,"Altar",0
"4909",2020-03-08,26012,"Bácum",0
"4910",2020-03-08,26072,"San Ignacio Río Muerto",0
"4911",2020-03-08,26071,"Benito Juárez",0
"4912",2020-03-08,26052,"Sahuaripa",0
"4913",2020-03-08,26003,"Álamos",0
"4914",2020-03-08,26037,"Mazatán",0
"4915",2020-03-08,26049,"Quiriego",0
"4916",2020-03-08,26066,"Ures",0
"4917",2020-03-08,26027,"Fronteras",0
"4918",2020-03-08,26007,"Átil",0
"4919",2020-03-08,26019,"Cananea",0
"4920",2020-03-08,26034,"Huépac",0
"4921",2020-03-08,26041,"Nacozari de García",0
"4922",2020-03-08,26014,"Baviácora",0
"4923",2020-03-08,26026,"Etchojoa",0
"4924",2020-03-08,26064,"Trincheras",0
"4925",2020-03-08,26060,"Sáric",0
"4926",2020-03-08,26067,"Villa Hidalgo",0
"4927",2020-03-08,26045,"Opodepe",0
"4928",2020-03-08,26008,"Bacadéhuachi",0
"4929",2020-03-08,26070,"General Plutarco Elías Calles",0
"4930",2020-03-08,26013,"Banámichi",0
"4931",2020-03-08,26068,"Villa Pesqueira",0
"4932",2020-03-08,26001,"Aconchi",0
"4933",2020-03-08,26039,"Naco",0
"4934",2020-03-08,26044,"Ónavas",0
"4935",2020-03-08,26035,"Imuris",0
"4936",2020-03-08,26020,"Carbó",0
"4937",2020-03-08,26038,"Moctezuma",0
"4938",2020-03-08,26065,"Tubutama",0
"4939",2020-03-08,26016,"Benjamín Hill",0
"4940",2020-03-08,26023,"Cumpas",0
"4941",2020-03-08,26015,"Bavispe",0
"4942",2020-03-08,26032,"Huásabas",0
"4943",2020-03-08,26046,"Oquitoa",0
"4944",2020-03-08,26005,"Arivechi",0
"4945",2020-03-08,26051,"Rosario",0
"4946",2020-03-08,26006,"Arizpe",0
"4947",2020-03-08,26056,"San Miguel de Horcasitas",0
"4948",2020-03-08,26022,"Cucurpe",0
"4949",2020-03-08,26010,"Bacerac",0
"4950",2020-03-08,26040,"Nácori Chico",0
"4951",2020-03-08,26021,"La Colorada",0
"4952",2020-03-08,26031,"Huachinera",0
"4953",2020-03-08,26024,"Divisaderos",0
"4954",2020-03-08,26028,"Granados",0
"4955",2020-03-08,26069,"Yécora",0
"4956",2020-03-08,26063,"Tepache",0
"4957",2020-03-08,26059,"Santa Cruz",0
"4958",2020-03-08,26009,"Bacanora",0
"4959",2020-03-08,26050,"Rayón",0
"4960",2020-03-08,26053,"San Felipe de Jesús",0
"4961",2020-03-08,26061,"Soyopa",0
"4962",2020-03-08,26062,"Suaqui Grande",0
"4963",2020-03-08,26054,"San Javier",0
"4964",2020-03-08,26057,"San Pedro de la Cueva",0
"4965",2020-03-09,26018,"Cajeme",0
"4966",2020-03-09,26030,"Hermosillo",0
"4967",2020-03-09,26055,"San Luis Río Colorado",0
"4968",2020-03-09,26058,"Santa Ana",0
"4969",2020-03-09,26042,"Navojoa",0
"4970",2020-03-09,26043,"Nogales",0
"4971",2020-03-09,26011,"Bacoachi",0
"4972",2020-03-09,26002,"Agua Prieta",0
"4973",2020-03-09,26036,"Magdalena",0
"4974",2020-03-09,26048,"Puerto Peñasco",0
"4975",2020-03-09,26029,"Guaymas",0
"4976",2020-03-09,26999,"Sin municipio registrado",0
"4977",2020-03-09,26025,"Empalme",0
"4978",2020-03-09,26033,"Huatabampo",0
"4979",2020-03-09,26047,"Pitiquito",0
"4980",2020-03-09,26017,"Caborca",0
"4981",2020-03-09,26004,"Altar",0
"4982",2020-03-09,26012,"Bácum",0
"4983",2020-03-09,26072,"San Ignacio Río Muerto",0
"4984",2020-03-09,26071,"Benito Juárez",0
"4985",2020-03-09,26052,"Sahuaripa",0
"4986",2020-03-09,26003,"Álamos",0
"4987",2020-03-09,26037,"Mazatán",0
"4988",2020-03-09,26049,"Quiriego",0
"4989",2020-03-09,26066,"Ures",0
"4990",2020-03-09,26027,"Fronteras",0
"4991",2020-03-09,26007,"Átil",0
"4992",2020-03-09,26019,"Cananea",0
"4993",2020-03-09,26034,"Huépac",0
"4994",2020-03-09,26041,"Nacozari de García",0
"4995",2020-03-09,26014,"Baviácora",0
"4996",2020-03-09,26026,"Etchojoa",0
"4997",2020-03-09,26064,"Trincheras",0
"4998",2020-03-09,26060,"Sáric",0
"4999",2020-03-09,26067,"Villa Hidalgo",0
"5000",2020-03-09,26045,"Opodepe",0
"5001",2020-03-09,26008,"Bacadéhuachi",0
"5002",2020-03-09,26070,"General Plutarco Elías Calles",0
"5003",2020-03-09,26013,"Banámichi",0
"5004",2020-03-09,26068,"Villa Pesqueira",0
"5005",2020-03-09,26001,"Aconchi",0
"5006",2020-03-09,26039,"Naco",0
"5007",2020-03-09,26044,"Ónavas",0
"5008",2020-03-09,26035,"Imuris",0
"5009",2020-03-09,26020,"Carbó",0
"5010",2020-03-09,26038,"Moctezuma",0
"5011",2020-03-09,26065,"Tubutama",0
"5012",2020-03-09,26016,"Benjamín Hill",0
"5013",2020-03-09,26023,"Cumpas",0
"5014",2020-03-09,26015,"Bavispe",0
"5015",2020-03-09,26032,"Huásabas",0
"5016",2020-03-09,26046,"Oquitoa",0
"5017",2020-03-09,26005,"Arivechi",0
"5018",2020-03-09,26051,"Rosario",0
"5019",2020-03-09,26006,"Arizpe",0
"5020",2020-03-09,26056,"San Miguel de Horcasitas",0
"5021",2020-03-09,26022,"Cucurpe",0
"5022",2020-03-09,26010,"Bacerac",0
"5023",2020-03-09,26040,"Nácori Chico",0
"5024",2020-03-09,26021,"La Colorada",0
"5025",2020-03-09,26031,"Huachinera",0
"5026",2020-03-09,26024,"Divisaderos",0
"5027",2020-03-09,26028,"Granados",0
"5028",2020-03-09,26069,"Yécora",0
"5029",2020-03-09,26063,"Tepache",0
"5030",2020-03-09,26059,"Santa Cruz",0
"5031",2020-03-09,26009,"Bacanora",0
"5032",2020-03-09,26050,"Rayón",0
"5033",2020-03-09,26053,"San Felipe de Jesús",0
"5034",2020-03-09,26061,"Soyopa",0
"5035",2020-03-09,26062,"Suaqui Grande",0
"5036",2020-03-09,26054,"San Javier",0
"5037",2020-03-09,26057,"San Pedro de la Cueva",0
"5038",2020-03-10,26018,"Cajeme",0
"5039",2020-03-10,26030,"Hermosillo",0
"5040",2020-03-10,26055,"San Luis Río Colorado",0
"5041",2020-03-10,26058,"Santa Ana",0
"5042",2020-03-10,26042,"Navojoa",1
"5043",2020-03-10,26043,"Nogales",0
"5044",2020-03-10,26011,"Bacoachi",0
"5045",2020-03-10,26002,"Agua Prieta",0
"5046",2020-03-10,26036,"Magdalena",0
"5047",2020-03-10,26048,"Puerto Peñasco",0
"5048",2020-03-10,26029,"Guaymas",0
"5049",2020-03-10,26999,"Sin municipio registrado",0
"5050",2020-03-10,26025,"Empalme",0
"5051",2020-03-10,26033,"Huatabampo",0
"5052",2020-03-10,26047,"Pitiquito",0
"5053",2020-03-10,26017,"Caborca",0
"5054",2020-03-10,26004,"Altar",0
"5055",2020-03-10,26012,"Bácum",0
"5056",2020-03-10,26072,"San Ignacio Río Muerto",0
"5057",2020-03-10,26071,"Benito Juárez",0
"5058",2020-03-10,26052,"Sahuaripa",0
"5059",2020-03-10,26003,"Álamos",0
"5060",2020-03-10,26037,"Mazatán",0
"5061",2020-03-10,26049,"Quiriego",0
"5062",2020-03-10,26066,"Ures",0
"5063",2020-03-10,26027,"Fronteras",0
"5064",2020-03-10,26007,"Átil",0
"5065",2020-03-10,26019,"Cananea",0
"5066",2020-03-10,26034,"Huépac",0
"5067",2020-03-10,26041,"Nacozari de García",0
"5068",2020-03-10,26014,"Baviácora",0
"5069",2020-03-10,26026,"Etchojoa",0
"5070",2020-03-10,26064,"Trincheras",0
"5071",2020-03-10,26060,"Sáric",0
"5072",2020-03-10,26067,"Villa Hidalgo",0
"5073",2020-03-10,26045,"Opodepe",0
"5074",2020-03-10,26008,"Bacadéhuachi",0
"5075",2020-03-10,26070,"General Plutarco Elías Calles",0
"5076",2020-03-10,26013,"Banámichi",0
"5077",2020-03-10,26068,"Villa Pesqueira",0
"5078",2020-03-10,26001,"Aconchi",0
"5079",2020-03-10,26039,"Naco",0
"5080",2020-03-10,26044,"Ónavas",0
"5081",2020-03-10,26035,"Imuris",0
"5082",2020-03-10,26020,"Carbó",0
"5083",2020-03-10,26038,"Moctezuma",0
"5084",2020-03-10,26065,"Tubutama",0
"5085",2020-03-10,26016,"Benjamín Hill",0
"5086",2020-03-10,26023,"Cumpas",0
"5087",2020-03-10,26015,"Bavispe",0
"5088",2020-03-10,26032,"Huásabas",0
"5089",2020-03-10,26046,"Oquitoa",0
"5090",2020-03-10,26005,"Arivechi",0
"5091",2020-03-10,26051,"Rosario",0
"5092",2020-03-10,26006,"Arizpe",0
"5093",2020-03-10,26056,"San Miguel de Horcasitas",0
"5094",2020-03-10,26022,"Cucurpe",0
"5095",2020-03-10,26010,"Bacerac",0
"5096",2020-03-10,26040,"Nácori Chico",0
"5097",2020-03-10,26021,"La Colorada",0
"5098",2020-03-10,26031,"Huachinera",0
"5099",2020-03-10,26024,"Divisaderos",0
"5100",2020-03-10,26028,"Granados",0
"5101",2020-03-10,26069,"Yécora",0
"5102",2020-03-10,26063,"Tepache",0
"5103",2020-03-10,26059,"Santa Cruz",0
"5104",2020-03-10,26009,"Bacanora",0
"5105",2020-03-10,26050,"Rayón",0
"5106",2020-03-10,26053,"San Felipe de Jesús",0
"5107",2020-03-10,26061,"Soyopa",0
"5108",2020-03-10,26062,"Suaqui Grande",0
"5109",2020-03-10,26054,"San Javier",0
"5110",2020-03-10,26057,"San Pedro de la Cueva",0
"5111",2020-03-11,26018,"Cajeme",0
"5112",2020-03-11,26030,"Hermosillo",1
"5113",2020-03-11,26055,"San Luis Río Colorado",0
"5114",2020-03-11,26058,"Santa Ana",0
"5115",2020-03-11,26042,"Navojoa",0
"5116",2020-03-11,26043,"Nogales",0
"5117",2020-03-11,26011,"Bacoachi",0
"5118",2020-03-11,26002,"Agua Prieta",0
"5119",2020-03-11,26036,"Magdalena",0
"5120",2020-03-11,26048,"Puerto Peñasco",0
"5121",2020-03-11,26029,"Guaymas",1
"5122",2020-03-11,26999,"Sin municipio registrado",0
"5123",2020-03-11,26025,"Empalme",0
"5124",2020-03-11,26033,"Huatabampo",0
"5125",2020-03-11,26047,"Pitiquito",0
"5126",2020-03-11,26017,"Caborca",0
"5127",2020-03-11,26004,"Altar",0
"5128",2020-03-11,26012,"Bácum",0
"5129",2020-03-11,26072,"San Ignacio Río Muerto",0
"5130",2020-03-11,26071,"Benito Juárez",0
"5131",2020-03-11,26052,"Sahuaripa",0
"5132",2020-03-11,26003,"Álamos",0
"5133",2020-03-11,26037,"Mazatán",0
"5134",2020-03-11,26049,"Quiriego",0
"5135",2020-03-11,26066,"Ures",0
"5136",2020-03-11,26027,"Fronteras",0
"5137",2020-03-11,26007,"Átil",0
"5138",2020-03-11,26019,"Cananea",0
"5139",2020-03-11,26034,"Huépac",0
"5140",2020-03-11,26041,"Nacozari de García",0
"5141",2020-03-11,26014,"Baviácora",0
"5142",2020-03-11,26026,"Etchojoa",0
"5143",2020-03-11,26064,"Trincheras",0
"5144",2020-03-11,26060,"Sáric",0
"5145",2020-03-11,26067,"Villa Hidalgo",0
"5146",2020-03-11,26045,"Opodepe",0
"5147",2020-03-11,26008,"Bacadéhuachi",0
"5148",2020-03-11,26070,"General Plutarco Elías Calles",0
"5149",2020-03-11,26013,"Banámichi",0
"5150",2020-03-11,26068,"Villa Pesqueira",0
"5151",2020-03-11,26001,"Aconchi",0
"5152",2020-03-11,26039,"Naco",0
"5153",2020-03-11,26044,"Ónavas",0
"5154",2020-03-11,26035,"Imuris",0
"5155",2020-03-11,26020,"Carbó",0
"5156",2020-03-11,26038,"Moctezuma",0
"5157",2020-03-11,26065,"Tubutama",0
"5158",2020-03-11,26016,"Benjamín Hill",0
"5159",2020-03-11,26023,"Cumpas",0
"5160",2020-03-11,26015,"Bavispe",0
"5161",2020-03-11,26032,"Huásabas",0
"5162",2020-03-11,26046,"Oquitoa",0
"5163",2020-03-11,26005,"Arivechi",0
"5164",2020-03-11,26051,"Rosario",0
"5165",2020-03-11,26006,"Arizpe",0
"5166",2020-03-11,26056,"San Miguel de Horcasitas",0
"5167",2020-03-11,26022,"Cucurpe",0
"5168",2020-03-11,26010,"Bacerac",0
"5169",2020-03-11,26040,"Nácori Chico",0
"5170",2020-03-11,26021,"La Colorada",0
"5171",2020-03-11,26031,"Huachinera",0
"5172",2020-03-11,26024,"Divisaderos",0
"5173",2020-03-11,26028,"Granados",0
"5174",2020-03-11,26069,"Yécora",0
"5175",2020-03-11,26063,"Tepache",0
"5176",2020-03-11,26059,"Santa Cruz",0
"5177",2020-03-11,26009,"Bacanora",0
"5178",2020-03-11,26050,"Rayón",0
"5179",2020-03-11,26053,"San Felipe de Jesús",0
"5180",2020-03-11,26061,"Soyopa",0
"5181",2020-03-11,26062,"Suaqui Grande",0
"5182",2020-03-11,26054,"San Javier",0
"5183",2020-03-11,26057,"San Pedro de la Cueva",0
"5184",2020-03-12,26018,"Cajeme",0
"5185",2020-03-12,26030,"Hermosillo",1
"5186",2020-03-12,26055,"San Luis Río Colorado",1
"5187",2020-03-12,26058,"Santa Ana",0
"5188",2020-03-12,26042,"Navojoa",0
"5189",2020-03-12,26043,"Nogales",0
"5190",2020-03-12,26011,"Bacoachi",0
"5191",2020-03-12,26002,"Agua Prieta",0
"5192",2020-03-12,26036,"Magdalena",0
"5193",2020-03-12,26048,"Puerto Peñasco",0
"5194",2020-03-12,26029,"Guaymas",0
"5195",2020-03-12,26999,"Sin municipio registrado",0
"5196",2020-03-12,26025,"Empalme",0
"5197",2020-03-12,26033,"Huatabampo",0
"5198",2020-03-12,26047,"Pitiquito",0
"5199",2020-03-12,26017,"Caborca",0
"5200",2020-03-12,26004,"Altar",0
"5201",2020-03-12,26012,"Bácum",0
"5202",2020-03-12,26072,"San Ignacio Río Muerto",0
"5203",2020-03-12,26071,"Benito Juárez",0
"5204",2020-03-12,26052,"Sahuaripa",0
"5205",2020-03-12,26003,"Álamos",0
"5206",2020-03-12,26037,"Mazatán",0
"5207",2020-03-12,26049,"Quiriego",0
"5208",2020-03-12,26066,"Ures",0
"5209",2020-03-12,26027,"Fronteras",0
"5210",2020-03-12,26007,"Átil",0
"5211",2020-03-12,26019,"Cananea",0
"5212",2020-03-12,26034,"Huépac",0
"5213",2020-03-12,26041,"Nacozari de García",0
"5214",2020-03-12,26014,"Baviácora",0
"5215",2020-03-12,26026,"Etchojoa",0
"5216",2020-03-12,26064,"Trincheras",0
"5217",2020-03-12,26060,"Sáric",0
"5218",2020-03-12,26067,"Villa Hidalgo",0
"5219",2020-03-12,26045,"Opodepe",0
"5220",2020-03-12,26008,"Bacadéhuachi",0
"5221",2020-03-12,26070,"General Plutarco Elías Calles",0
"5222",2020-03-12,26013,"Banámichi",0
"5223",2020-03-12,26068,"Villa Pesqueira",0
"5224",2020-03-12,26001,"Aconchi",0
"5225",2020-03-12,26039,"Naco",0
"5226",2020-03-12,26044,"Ónavas",0
"5227",2020-03-12,26035,"Imuris",0
"5228",2020-03-12,26020,"Carbó",0
"5229",2020-03-12,26038,"Moctezuma",0
"5230",2020-03-12,26065,"Tubutama",0
"5231",2020-03-12,26016,"Benjamín Hill",0
"5232",2020-03-12,26023,"Cumpas",0
"5233",2020-03-12,26015,"Bavispe",0
"5234",2020-03-12,26032,"Huásabas",0
"5235",2020-03-12,26046,"Oquitoa",0
"5236",2020-03-12,26005,"Arivechi",0
"5237",2020-03-12,26051,"Rosario",0
"5238",2020-03-12,26006,"Arizpe",0
"5239",2020-03-12,26056,"San Miguel de Horcasitas",0
"5240",2020-03-12,26022,"Cucurpe",0
"5241",2020-03-12,26010,"Bacerac",0
"5242",2020-03-12,26040,"Nácori Chico",0
"5243",2020-03-12,26021,"La Colorada",0
"5244",2020-03-12,26031,"Huachinera",0
"5245",2020-03-12,26024,"Divisaderos",0
"5246",2020-03-12,26028,"Granados",0
"5247",2020-03-12,26069,"Yécora",0
"5248",2020-03-12,26063,"Tepache",0
"5249",2020-03-12,26059,"Santa Cruz",0
"5250",2020-03-12,26009,"Bacanora",0
"5251",2020-03-12,26050,"Rayón",0
"5252",2020-03-12,26053,"San Felipe de Jesús",0
"5253",2020-03-12,26061,"Soyopa",0
"5254",2020-03-12,26062,"Suaqui Grande",0
"5255",2020-03-12,26054,"San Javier",0
"5256",2020-03-12,26057,"San Pedro de la Cueva",0
"5257",2020-03-13,26018,"Cajeme",0
"5258",2020-03-13,26030,"Hermosillo",0
"5259",2020-03-13,26055,"San Luis Río Colorado",1
"5260",2020-03-13,26058,"Santa Ana",0
"5261",2020-03-13,26042,"Navojoa",0
"5262",2020-03-13,26043,"Nogales",0
"5263",2020-03-13,26011,"Bacoachi",0
"5264",2020-03-13,26002,"Agua Prieta",0
"5265",2020-03-13,26036,"Magdalena",0
"5266",2020-03-13,26048,"Puerto Peñasco",0
"5267",2020-03-13,26029,"Guaymas",0
"5268",2020-03-13,26999,"Sin municipio registrado",0
"5269",2020-03-13,26025,"Empalme",0
"5270",2020-03-13,26033,"Huatabampo",0
"5271",2020-03-13,26047,"Pitiquito",0
"5272",2020-03-13,26017,"Caborca",0
"5273",2020-03-13,26004,"Altar",0
"5274",2020-03-13,26012,"Bácum",0
"5275",2020-03-13,26072,"San Ignacio Río Muerto",0
"5276",2020-03-13,26071,"Benito Juárez",0
"5277",2020-03-13,26052,"Sahuaripa",0
"5278",2020-03-13,26003,"Álamos",0
"5279",2020-03-13,26037,"Mazatán",0
"5280",2020-03-13,26049,"Quiriego",0
"5281",2020-03-13,26066,"Ures",0
"5282",2020-03-13,26027,"Fronteras",0
"5283",2020-03-13,26007,"Átil",0
"5284",2020-03-13,26019,"Cananea",0
"5285",2020-03-13,26034,"Huépac",0
"5286",2020-03-13,26041,"Nacozari de García",0
"5287",2020-03-13,26014,"Baviácora",0
"5288",2020-03-13,26026,"Etchojoa",0
"5289",2020-03-13,26064,"Trincheras",0
"5290",2020-03-13,26060,"Sáric",0
"5291",2020-03-13,26067,"Villa Hidalgo",0
"5292",2020-03-13,26045,"Opodepe",0
"5293",2020-03-13,26008,"Bacadéhuachi",0
"5294",2020-03-13,26070,"General Plutarco Elías Calles",0
"5295",2020-03-13,26013,"Banámichi",0
"5296",2020-03-13,26068,"Villa Pesqueira",0
"5297",2020-03-13,26001,"Aconchi",0
"5298",2020-03-13,26039,"Naco",0
"5299",2020-03-13,26044,"Ónavas",0
"5300",2020-03-13,26035,"Imuris",0
"5301",2020-03-13,26020,"Carbó",0
"5302",2020-03-13,26038,"Moctezuma",0
"5303",2020-03-13,26065,"Tubutama",0
"5304",2020-03-13,26016,"Benjamín Hill",0
"5305",2020-03-13,26023,"Cumpas",0
"5306",2020-03-13,26015,"Bavispe",0
"5307",2020-03-13,26032,"Huásabas",0
"5308",2020-03-13,26046,"Oquitoa",0
"5309",2020-03-13,26005,"Arivechi",0
"5310",2020-03-13,26051,"Rosario",0
"5311",2020-03-13,26006,"Arizpe",0
"5312",2020-03-13,26056,"San Miguel de Horcasitas",0
"5313",2020-03-13,26022,"Cucurpe",0
"5314",2020-03-13,26010,"Bacerac",0
"5315",2020-03-13,26040,"Nácori Chico",0
"5316",2020-03-13,26021,"La Colorada",0
"5317",2020-03-13,26031,"Huachinera",0
"5318",2020-03-13,26024,"Divisaderos",0
"5319",2020-03-13,26028,"Granados",0
"5320",2020-03-13,26069,"Yécora",0
"5321",2020-03-13,26063,"Tepache",0
"5322",2020-03-13,26059,"Santa Cruz",0
"5323",2020-03-13,26009,"Bacanora",0
"5324",2020-03-13,26050,"Rayón",0
"5325",2020-03-13,26053,"San Felipe de Jesús",0
"5326",2020-03-13,26061,"Soyopa",0
"5327",2020-03-13,26062,"Suaqui Grande",0
"5328",2020-03-13,26054,"San Javier",0
"5329",2020-03-13,26057,"San Pedro de la Cueva",0
"5330",2020-03-14,26018,"Cajeme",0
"5331",2020-03-14,26030,"Hermosillo",0
"5332",2020-03-14,26055,"San Luis Río Colorado",0
"5333",2020-03-14,26058,"Santa Ana",0
"5334",2020-03-14,26042,"Navojoa",0
"5335",2020-03-14,26043,"Nogales",0
"5336",2020-03-14,26011,"Bacoachi",0
"5337",2020-03-14,26002,"Agua Prieta",0
"5338",2020-03-14,26036,"Magdalena",0
"5339",2020-03-14,26048,"Puerto Peñasco",0
"5340",2020-03-14,26029,"Guaymas",0
"5341",2020-03-14,26999,"Sin municipio registrado",0
"5342",2020-03-14,26025,"Empalme",0
"5343",2020-03-14,26033,"Huatabampo",0
"5344",2020-03-14,26047,"Pitiquito",0
"5345",2020-03-14,26017,"Caborca",0
"5346",2020-03-14,26004,"Altar",0
"5347",2020-03-14,26012,"Bácum",0
"5348",2020-03-14,26072,"San Ignacio Río Muerto",0
"5349",2020-03-14,26071,"Benito Juárez",0
"5350",2020-03-14,26052,"Sahuaripa",0
"5351",2020-03-14,26003,"Álamos",0
"5352",2020-03-14,26037,"Mazatán",0
"5353",2020-03-14,26049,"Quiriego",0
"5354",2020-03-14,26066,"Ures",0
"5355",2020-03-14,26027,"Fronteras",0
"5356",2020-03-14,26007,"Átil",0
"5357",2020-03-14,26019,"Cananea",0
"5358",2020-03-14,26034,"Huépac",0
"5359",2020-03-14,26041,"Nacozari de García",0
"5360",2020-03-14,26014,"Baviácora",0
"5361",2020-03-14,26026,"Etchojoa",0
"5362",2020-03-14,26064,"Trincheras",0
"5363",2020-03-14,26060,"Sáric",0
"5364",2020-03-14,26067,"Villa Hidalgo",0
"5365",2020-03-14,26045,"Opodepe",0
"5366",2020-03-14,26008,"Bacadéhuachi",0
"5367",2020-03-14,26070,"General Plutarco Elías Calles",0
"5368",2020-03-14,26013,"Banámichi",0
"5369",2020-03-14,26068,"Villa Pesqueira",0
"5370",2020-03-14,26001,"Aconchi",0
"5371",2020-03-14,26039,"Naco",0
"5372",2020-03-14,26044,"Ónavas",0
"5373",2020-03-14,26035,"Imuris",0
"5374",2020-03-14,26020,"Carbó",0
"5375",2020-03-14,26038,"Moctezuma",0
"5376",2020-03-14,26065,"Tubutama",0
"5377",2020-03-14,26016,"Benjamín Hill",0
"5378",2020-03-14,26023,"Cumpas",0
"5379",2020-03-14,26015,"Bavispe",0
"5380",2020-03-14,26032,"Huásabas",0
"5381",2020-03-14,26046,"Oquitoa",0
"5382",2020-03-14,26005,"Arivechi",0
"5383",2020-03-14,26051,"Rosario",0
"5384",2020-03-14,26006,"Arizpe",0
"5385",2020-03-14,26056,"San Miguel de Horcasitas",0
"5386",2020-03-14,26022,"Cucurpe",0
"5387",2020-03-14,26010,"Bacerac",0
"5388",2020-03-14,26040,"Nácori Chico",0
"5389",2020-03-14,26021,"La Colorada",0
"5390",2020-03-14,26031,"Huachinera",0
"5391",2020-03-14,26024,"Divisaderos",0
"5392",2020-03-14,26028,"Granados",0
"5393",2020-03-14,26069,"Yécora",0
"5394",2020-03-14,26063,"Tepache",0
"5395",2020-03-14,26059,"Santa Cruz",0
"5396",2020-03-14,26009,"Bacanora",0
"5397",2020-03-14,26050,"Rayón",0
"5398",2020-03-14,26053,"San Felipe de Jesús",0
