"","fecha_ingreso","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas"
"134",2020-06-26,33,31,24,7,2,24,16,8,1,1,0,17,7,12,7,0,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,0,6,1
"135",2020-06-27,19,15,13,2,4,13,6,7,2,1,1,10,3,7,3,0,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,2
"136",2020-06-28,12,11,7,4,0,7,3,4,3,2,1,2,5,9,7,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2
"137",2020-06-29,29,26,21,5,2,22,8,14,2,1,1,15,7,13,7,0,9,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,1,3,1
"138",2020-06-30,47,41,30,11,5,30,18,12,1,0,1,26,4,10,5,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,18,0,4,1
"139",2020-07-01,36,32,18,14,2,20,12,8,5,2,3,13,7,17,9,0,13,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,2,7,3
"140",2020-07-02,25,21,17,4,3,17,8,9,2,1,1,14,3,7,3,0,11,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,3,2
"141",2020-07-03,37,24,16,8,2,27,16,11,5,3,2,22,5,10,5,0,6,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,1,6,4
"142",2020-07-04,11,9,9,0,0,11,4,7,5,2,3,3,8,16,8,2,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,5,4
"143",2020-07-05,4,4,4,0,0,4,4,0,2,2,0,1,3,6,3,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1
"144",2020-07-06,38,29,19,10,1,25,10,15,5,1,4,19,6,15,8,0,6,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,13,2,8,3
"145",2020-07-07,35,18,15,3,3,23,12,11,2,1,1,21,2,5,2,0,10,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,1,4,1
"146",2020-07-08,29,19,11,8,0,17,7,10,5,2,3,12,5,10,6,0,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,1,6,4
"147",2020-07-09,27,21,21,0,6,21,12,9,3,1,2,17,4,6,6,0,11,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,13,2,3,1
"148",2020-07-10,23,19,17,2,4,17,6,11,1,0,1,15,2,5,2,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,2,1
"149",2020-07-11,7,6,6,0,0,7,5,2,4,2,2,3,4,9,4,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2
"150",2020-07-12,5,5,4,1,0,4,3,1,1,1,0,0,4,9,4,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1
"151",2020-07-13,32,30,17,13,1,18,12,6,5,4,1,13,5,12,6,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,2,5,3
"152",2020-07-14,28,23,18,5,0,23,12,11,1,0,1,21,2,5,2,0,4,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,0,3,1
"153",2020-07-15,22,16,16,0,0,22,11,11,5,2,3,15,7,13,8,0,7,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,13,3,4,2
"154",2020-07-16,23,21,18,3,0,20,11,9,4,2,2,15,5,8,7,0,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,6,4
"155",2020-07-17,22,14,12,2,0,20,8,12,3,2,1,14,6,11,6,0,9,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,5,3
"156",2020-07-18,6,5,4,1,0,5,2,3,1,0,1,1,4,7,5,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1
"157",2020-07-19,9,7,4,3,1,5,1,4,3,1,2,1,4,5,4,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2
"158",2020-07-20,30,12,8,4,1,24,13,11,2,0,2,19,5,11,5,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,1,3,1
"159",2020-07-21,26,25,16,9,0,17,6,11,3,1,2,9,8,14,10,0,9,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,7,2
"160",2020-07-22,21,14,12,2,0,19,8,11,1,0,1,16,3,6,3,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,4,1
"161",2020-07-23,24,14,11,3,0,21,14,7,5,2,3,14,7,12,7,0,7,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,10,5
"162",2020-07-24,27,11,6,5,0,21,8,13,1,0,1,19,2,5,2,0,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,1,2,0
"163",2020-07-25,8,7,6,1,0,7,4,3,4,2,2,3,4,9,6,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,2
"164",2020-07-26,5,5,3,2,0,3,1,2,1,0,1,2,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
"165",2020-07-27,36,28,16,12,1,23,15,8,1,1,0,21,2,7,2,0,5,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,6,1
"166",2020-07-28,25,23,17,6,0,19,5,14,4,1,3,14,5,12,5,0,3,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,5,4
"167",2020-07-29,33,27,17,10,1,22,14,8,1,0,1,21,1,3,1,0,3,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,2,1
"168",2020-07-30,13,6,5,1,0,12,5,7,1,0,1,10,2,4,2,0,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,1
"169",2020-07-31,18,10,8,2,1,15,6,9,4,1,3,9,6,12,7,0,6,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,1,3,3
"170",2020-08-01,11,11,9,2,0,9,6,3,2,1,1,6,3,6,4,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,3,2
"171",2020-08-02,8,8,6,2,0,6,3,3,3,1,2,2,4,9,4,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
"172",2020-08-03,29,22,12,10,0,19,11,8,2,2,0,17,2,4,4,0,2,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,12,1,3,1
"173",2020-08-04,21,10,8,2,0,19,13,6,1,1,0,15,4,9,5,0,5,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,9,1,4,0
"174",2020-08-05,18,10,7,3,0,15,8,7,0,0,0,14,1,1,1,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,1,0
"175",2020-08-06,11,9,6,3,1,7,3,4,0,0,0,4,3,6,4,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0
"176",2020-08-07,86,81,6,75,1,7,5,2,0,0,0,6,1,3,1,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0
"177",2020-08-08,3,3,1,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"178",2020-08-09,4,4,4,0,0,4,1,3,2,0,2,0,4,8,4,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1
"179",2020-08-10,32,19,12,7,1,24,16,8,1,1,0,23,1,2,1,0,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,8,1
"180",2020-08-11,14,12,6,6,0,8,5,3,1,1,0,4,4,9,4,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,1
"181",2020-08-12,20,14,7,7,1,12,7,5,0,0,0,12,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0
"182",2020-08-13,11,10,8,2,0,9,5,4,3,1,2,5,4,8,4,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,2
"183",2020-08-14,105,103,17,86,0,17,8,9,2,1,1,15,2,5,2,0,2,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,10,1,1,1
"184",2020-08-15,5,5,4,1,0,4,1,3,2,1,1,2,2,3,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2
"185",2020-08-16,2,2,1,1,0,1,1,0,1,1,0,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"186",2020-08-17,25,22,12,10,0,15,8,7,1,1,0,14,1,3,1,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,8,1,1,0
"187",2020-08-18,34,21,11,10,0,24,17,7,0,0,0,23,1,2,1,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,2,0
"188",2020-08-19,29,29,13,16,0,13,5,8,1,0,1,11,2,7,2,0,5,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,5,0,2,1
"189",2020-08-20,98,67,4,63,1,32,16,16,2,0,2,28,4,6,5,0,3,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,22,0,5,1
"190",2020-08-21,37,32,13,19,0,18,12,6,1,1,0,14,4,9,4,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,1,2,0
"191",2020-08-22,86,85,17,68,0,17,9,8,1,1,0,15,2,5,3,0,2,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,3,1
"192",2020-08-24,38,19,7,12,0,26,19,7,0,0,0,24,2,4,2,1,2,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,15,0,3,0
"193",2020-08-25,34,27,17,10,1,23,15,8,0,0,0,23,0,2,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,10,0,3,0
"194",2020-08-26,18,9,5,4,0,14,11,3,0,0,0,13,1,3,1,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,3,0
"195",2020-08-27,10,5,3,2,0,8,6,2,1,1,0,7,1,4,1,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,1,1
"196",2020-08-28,34,31,7,24,0,9,6,3,0,0,0,8,1,1,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,1,0
"197",2020-08-29,40,40,3,37,0,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"198",2020-08-30,4,4,4,0,0,4,4,0,0,0,0,3,1,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0
"199",2020-08-31,29,29,7,22,0,7,1,6,1,0,1,6,1,4,1,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0
"200",2020-09-01,38,34,12,22,0,16,10,6,0,0,0,15,1,1,1,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,7,0,0,0
"201",2020-09-02,10,10,8,2,0,8,2,6,1,1,0,4,4,8,5,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0
"202",2020-09-03,9,8,5,3,0,5,2,3,0,0,0,5,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0
"203",2020-09-04,39,39,18,21,0,18,12,6,0,0,0,18,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,1,0
"204",2020-09-05,47,44,5,39,0,6,3,3,1,1,0,5,1,2,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1
"205",2020-09-06,5,2,2,0,2,2,1,1,0,0,0,1,1,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"206",2020-09-07,14,10,5,5,0,6,2,4,1,0,1,2,4,7,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,1
"207",2020-09-08,27,25,12,13,0,12,3,9,1,0,1,10,2,4,2,0,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,1,2,0
"208",2020-09-09,6,6,1,5,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"209",2020-09-10,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210",2020-09-11,5,2,1,1,0,4,3,1,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0
"211",2020-09-12,1,1,1,0,0,1,0,1,1,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"212",2020-09-14,13,12,6,6,0,6,4,2,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"213",2020-09-15,8,8,4,4,0,4,1,3,1,0,1,3,1,3,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1
"214",2020-09-16,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215",2020-09-17,10,10,5,5,0,5,2,3,3,0,3,2,3,7,5,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2
"216",2020-09-18,7,7,2,5,0,2,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"217",2020-09-21,20,19,8,11,1,8,4,4,0,0,0,7,1,1,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0
"218",2020-09-22,23,23,10,13,0,10,6,4,0,0,0,10,0,1,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,2,0
"219",2020-09-23,18,17,4,13,0,5,2,3,1,0,1,4,1,3,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1
"220",2020-09-24,11,11,6,5,0,6,3,3,1,0,1,5,1,3,2,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,3,0,1,1
"221",2020-09-25,7,6,1,5,0,2,2,0,0,0,0,2,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"222",2020-09-26,5,4,1,3,0,2,1,1,1,0,1,1,1,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"223",2020-09-27,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224",2020-09-28,10,10,6,4,0,6,1,5,0,0,0,5,1,2,1,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0
"225",2020-09-29,11,11,5,6,0,5,4,1,1,0,1,3,2,3,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1
"226",2020-09-30,9,9,4,5,0,4,3,1,1,1,0,3,1,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1
"227",2020-10-01,6,6,6,0,0,6,3,3,1,1,0,4,2,3,2,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,0
"228",2020-10-02,6,6,3,3,0,3,1,2,1,0,1,1,2,3,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1
"229",2020-10-03,3,3,1,2,0,1,0,1,1,0,1,0,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"230",2020-10-04,2,2,1,1,0,1,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"231",2020-10-05,16,16,6,10,0,6,2,4,0,0,0,6,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"232",2020-10-06,8,8,5,3,0,5,2,3,1,1,0,3,2,4,2,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0
"233",2020-10-07,18,18,10,8,0,10,5,5,2,1,1,5,5,9,6,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,1,2,1
"234",2020-10-08,6,6,3,3,0,3,2,1,1,1,0,2,1,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"235",2020-10-09,7,7,3,4,0,3,2,1,0,0,0,2,1,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"236",2020-10-10,5,4,2,2,1,2,2,0,1,1,0,1,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"237",2020-10-12,11,11,4,7,0,4,3,1,0,0,0,3,1,3,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
"238",2020-10-13,7,6,2,4,1,2,1,1,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"239",2020-10-14,3,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240",2020-10-15,6,6,2,4,0,2,1,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"241",2020-10-16,16,16,7,9,0,7,1,6,0,0,0,7,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0
"242",2020-10-17,1,1,1,0,0,1,1,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"243",2020-10-19,8,8,2,6,0,2,1,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"244",2020-10-20,15,12,7,5,0,7,2,5,2,1,1,4,3,8,3,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,2
"245",2020-10-21,24,23,10,13,0,10,7,3,1,0,1,7,3,6,3,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,3,1
"246",2020-10-22,11,11,5,6,0,5,2,3,0,0,0,5,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0
"247",2020-10-23,12,10,9,1,2,9,5,4,1,1,0,8,1,2,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,1
"248",2020-10-24,4,3,2,1,1,2,1,1,0,0,0,1,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"249",2020-10-25,4,4,3,1,0,3,1,2,1,0,1,1,2,4,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
"250",2020-10-26,14,12,6,6,0,6,2,4,1,0,1,4,2,3,3,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,1,0
"251",2020-10-27,5,3,2,1,0,2,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"252",2020-10-28,10,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"253",2020-10-29,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"254",2020-10-30,9,7,3,4,0,3,1,2,0,0,0,2,1,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"255",2020-10-31,6,5,3,2,0,3,1,2,2,1,1,0,3,8,4,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2
"256",2020-11-01,5,5,4,1,0,4,2,2,3,1,2,0,4,9,4,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2
"257",2020-11-02,20,12,11,1,1,11,4,7,3,0,3,6,5,11,5,0,7,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,1,2,2
"258",2020-11-03,21,19,11,8,1,11,3,8,0,0,0,11,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,2,0
"259",2020-11-04,13,11,6,5,0,6,1,5,0,0,0,5,1,3,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0
"260",2020-11-05,14,8,7,1,0,7,6,1,0,0,0,6,1,2,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0
"261",2020-11-06,4,2,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262",2020-11-08,2,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"263",2020-11-09,22,15,8,7,0,8,5,3,2,1,1,5,3,7,5,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,1
"264",2020-11-10,21,20,11,9,0,12,8,4,2,2,0,9,3,7,3,0,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,3,2
"265",2020-11-11,20,19,12,7,0,12,8,4,1,1,0,10,2,5,2,0,3,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,3,1
"266",2020-11-12,20,19,13,6,0,13,6,7,1,0,1,11,2,5,3,0,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,8,0,2,1
"267",2020-11-13,11,10,10,0,0,10,2,8,3,1,2,7,3,6,3,0,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,2,2
"268",2020-11-14,6,6,5,1,0,5,1,4,1,0,1,3,2,4,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1
"269",2020-11-15,8,7,5,2,0,6,3,3,3,1,2,3,3,5,3,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3
"270",2020-11-16,3,3,3,0,0,3,2,1,1,1,0,1,2,4,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"271",2020-11-17,27,27,20,7,0,20,8,12,3,0,3,13,7,15,8,0,7,1,12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,9,1,9,2
"272",2020-11-18,17,17,12,5,0,12,6,6,3,2,1,8,4,8,5,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,1
"273",2020-11-19,6,5,4,1,0,4,1,3,1,0,1,2,2,2,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1
"274",2020-11-20,11,9,8,1,0,10,3,7,3,1,2,6,4,7,4,0,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,3,2
"275",2020-11-21,3,3,3,0,0,3,1,2,2,1,1,0,3,6,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0
"276",2020-11-22,6,4,4,0,0,6,3,3,5,3,2,0,6,11,6,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,4
"277",2020-11-23,26,24,17,7,1,17,10,7,4,3,1,12,5,10,5,0,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,5,4
"278",2020-11-24,34,25,15,10,0,17,12,5,2,2,0,13,4,9,4,0,8,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,3,2
