"fecha_reporte","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","Recuperados","Activos","Hospitalizados.Activos","Ambulatorios.Activos","Decesos.Activos","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas"
2021-07-20,175200,149624,66364,83260,5936,84391,45339,39052,6898,2928,3970,70824,13567,28468,15598,524,75475,2022,115,1903,4,19565,4428,57344,0,6401,382,1,0,1003,132,36,7,28,3,8,1,5,0,1827,6,17885,73,49026,2143,15653,4676
2021-07-21,176075,150365,66702,83663,6041,84758,45536,39222,6904,2930,3974,71162,13596,28533,15628,524,75701,2156,117,2036,3,19704,4433,57537,0,6426,382,1,0,1013,132,36,7,28,3,8,1,5,0,1842,6,18019,73,49213,2143,15684,4682
2021-07-22,177018,151136,67080,84056,6178,85171,45756,39415,6916,2935,3981,71543,13628,28601,15663,526,75915,2346,122,2218,6,19875,4441,57732,0,6470,385,1,0,1016,132,36,7,28,3,8,1,5,0,1865,6,18149,74,49434,2149,15723,4687
2021-07-23,178053,152006,67429,84577,6323,85538,45948,39590,6921,2937,3984,71873,13665,28673,15705,527,76228,2397,134,2255,8,20025,4444,57939,0,6476,385,1,0,1019,132,37,7,28,3,8,1,5,0,1886,6,18277,74,49621,2154,15754,4687
2021-07-24,178961,152886,67772,85114,6335,85897,46145,39752,6935,2942,3993,72210,13687,28720,15730,527,76553,2421,130,2279,12,20188,4455,58120,0,6489,385,1,0,1021,132,37,7,28,3,8,1,5,0,1915,6,18405,74,49782,2162,15795,4693
2021-07-25,179417,153419,67951,85468,6241,86093,46240,39853,6941,2945,3996,72389,13704,28746,15747,527,76824,2342,122,2206,14,20296,4461,58208,0,6489,385,1,0,1021,132,37,7,28,3,8,1,5,0,1929,6,18459,74,49888,2166,15817,4695
2021-07-26,179838,153732,68083,85649,6347,86227,46310,39917,6953,2950,4003,72490,13737,28815,15782,527,77151,2136,126,1997,13,20379,4473,58258,0,6490,385,1,0,1021,132,37,7,28,3,8,1,5,0,1938,6,18493,75,49961,2171,15835,4701
2021-07-27,180946,154935,68578,86357,6255,86720,46557,40163,6965,2957,4008,72951,13769,28897,15828,528,77413,2357,137,2205,15,20542,4479,58525,0,6541,385,1,0,1032,132,38,7,28,3,8,1,5,0,1978,6,18651,75,50210,2178,15881,4706
2021-07-28,182151,156087,69012,87075,6265,87197,46809,40388,6987,2964,4023,73380,13817,28989,15881,529,77693,2534,152,2365,17,20755,4491,58756,0,6564,385,1,0,1041,132,38,7,29,3,8,1,5,0,1998,6,18822,76,50454,2191,15923,4714
2021-07-29,183181,157108,69464,87644,6225,87698,47087,40611,6996,2970,4026,73830,13868,29110,15939,533,78057,2663,175,2470,18,20924,4499,59045,0,6606,385,1,0,1042,132,38,7,29,3,8,1,5,0,2028,6,18957,76,50748,2196,15965,4718
2021-07-30,184360,158344,69944,88400,6142,88204,47359,40845,7006,2972,4034,74297,13907,29194,15983,533,78383,2828,189,2626,13,21164,4506,59289,0,6621,386,1,0,1049,132,38,7,29,3,8,1,5,0,2066,6,19121,76,51007,2200,16010,4724
2021-07-31,185492,159573,70375,89198,6002,88678,47599,41079,7027,2980,4047,74728,13950,29284,16030,537,78768,2899,187,2696,16,21384,4520,59525,0,6639,386,1,0,1049,136,38,7,29,3,8,1,5,0,2092,6,19272,77,51246,2210,16068,4734
2021-08-01,185808,159908,70492,89416,5980,88799,47664,41135,7034,2984,4050,74821,13978,29329,16058,538,79068,2715,182,2515,18,21432,4527,59592,0,6643,386,1,0,1051,136,38,7,29,3,8,1,5,0,2102,6,19311,77,51307,2213,16079,4738
2021-08-02,186206,160219,70681,89538,6044,89011,47773,41238,7039,2989,4050,75015,13996,29370,16077,538,79368,2618,164,2440,14,21584,4532,59651,0,6644,386,1,0,1051,136,38,7,29,3,8,1,5,0,2113,6,19390,77,51405,2215,16103,4741
2021-08-03,187269,161503,71226,90277,5808,89571,48053,41518,7070,2998,4072,75513,14058,29489,16147,539,79713,2814,180,2608,26,21786,4552,59998,0,6650,386,1,0,1056,137,38,7,29,3,8,1,5,0,2145,7,19555,78,51699,2232,16172,4753
2021-08-04,188407,162410,71653,90757,6016,90021,48289,41732,7084,3007,4077,75926,14095,29556,16185,539,80009,2958,190,2738,30,22040,4561,60184,0,6651,388,1,0,1064,138,38,7,30,3,8,1,5,0,2172,7,19704,78,51939,2239,16206,4760
2021-08-05,189541,163477,72086,91391,6061,90476,48529,41947,7103,3017,4086,76335,14141,29667,16240,539,80386,3013,187,2800,26,22300,4577,60376,0,6654,388,1,0,1064,138,38,7,30,3,8,1,5,0,2183,7,19890,78,52158,2249,16245,4769
2021-08-06,190657,164678,72566,92112,5947,90996,48801,42195,7115,3023,4092,76794,14202,29777,16304,540,80775,3132,211,2895,26,22539,4587,60654,0,6656,389,1,0,1065,138,38,7,30,3,8,1,5,0,2210,7,20046,78,52447,2255,16293,4775
2021-08-07,191539,165564,72928,92636,5913,91388,49013,42375,7122,3027,4095,77153,14235,29857,16350,542,81242,3045,204,2820,21,22724,4592,60852,0,6665,389,1,0,1065,138,38,7,30,3,8,1,5,0,2232,7,20174,79,52657,2257,16325,4779
2021-08-08,192038,166210,73217,92993,5744,91699,49188,42511,7127,3028,4099,77437,14262,29911,16378,542,81671,2918,191,2710,17,22909,4597,60965,0,6668,389,1,0,1074,138,38,7,31,3,8,1,5,0,2257,7,20276,79,52816,2258,16350,4783
2021-08-09,192363,166555,73397,93158,5717,91886,49292,42594,7134,3032,4102,77600,14286,29948,16407,542,82086,2682,177,2489,16,23001,4604,61055,0,6673,389,1,0,1074,138,38,7,31,3,8,1,5,0,2265,7,20326,79,52922,2262,16373,4786
2021-08-10,193382,167376,73751,93625,5871,92284,49487,42797,7162,3038,4124,77959,14325,30027,16447,543,82423,2719,161,2538,20,23207,4631,61241,0,6679,389,1,0,1074,138,38,7,31,3,8,1,5,0,2292,7,20445,79,53132,2278,16415,4798
2021-08-11,194508,168276,74152,94124,6052,92730,49720,43010,7192,3051,4141,78363,14367,30127,16493,544,82778,2778,159,2601,18,23443,4658,61441,0,6687,389,1,0,1076,138,38,7,31,3,8,1,5,0,2326,8,20570,80,53366,2289,16468,4815
2021-08-12,195734,169274,74559,94715,6240,93176,49966,43210,7211,3061,4150,78754,14422,30245,16556,546,83130,2861,162,2673,26,23675,4672,61652,0,6688,389,1,0,1078,138,38,7,31,3,8,1,5,0,2356,8,20707,81,53590,2294,16523,4828
2021-08-13,196774,170214,74973,95241,6304,93625,50201,43424,7230,3073,4157,79171,14454,30325,16598,548,83460,2964,165,2770,29,23860,4683,61910,0,6690,389,1,0,1080,143,39,7,31,3,8,1,6,0,2390,8,20853,81,53822,2302,16560,4839
2021-08-14,197852,171169,75388,95781,6394,94073,50457,43616,7243,3082,4161,79568,14505,30442,16653,549,83848,3008,175,2807,26,24134,4694,62065,0,6701,389,1,0,1088,144,39,7,31,3,8,1,6,0,2419,8,20985,81,54067,2307,16602,4847
2021-08-15,198296,171898,75734,96164,6103,94425,50640,43785,7252,3087,4165,79884,14541,30506,16690,551,84318,2878,168,2687,23,24263,4703,62245,0,6730,389,1,0,1102,144,39,7,31,3,8,1,6,0,2444,8,21109,81,54235,2311,16637,4852
2021-08-16,198581,172363,76010,96353,5917,94707,50801,43906,7263,3091,4172,80116,14591,30593,16742,552,84712,2753,176,2556,21,24333,4714,62430,0,6748,389,1,0,1111,144,39,7,31,3,8,1,6,0,2463,8,21192,82,54386,2312,16666,4861
2021-08-17,199309,173059,76325,96734,5890,95081,51016,44065,7275,3095,4180,80459,14622,30663,16775,554,85056,2770,176,2574,20,24413,4723,62654,0,6818,389,1,0,1111,144,39,7,31,3,8,1,6,0,2490,8,21289,82,54589,2317,16713,4868
2021-08-18,200843,174316,76949,97367,6094,95778,51404,44374,7298,3104,4194,81094,14684,30795,16841,556,85501,2998,194,2785,19,24852,4740,62827,0,6901,389,1,0,1113,145,39,7,31,3,8,1,6,0,2542,9,21504,82,54936,2330,16796,4877
2021-08-19,202132,175531,77440,98091,6060,96371,51721,44650,7314,3110,4204,81642,14729,30885,16897,562,86062,3014,190,2805,19,25085,4753,63079,0,7004,389,1,0,1117,146,40,7,31,3,8,1,6,0,2591,9,21680,83,55241,2337,16859,4885
2021-08-20,203282,176595,77858,98737,6083,96845,51986,44859,7335,3122,4213,82067,14778,30983,16949,563,86496,3037,193,2821,23,25309,4767,63263,0,7067,389,1,0,1120,149,40,7,31,3,8,1,6,0,2620,9,21806,84,55498,2342,16921,4900
2021-08-21,204256,177510,78217,99293,6113,97233,52207,45026,7355,3129,4226,82404,14829,31084,17009,564,86880,3026,200,2798,28,25471,4782,63475,0,7076,389,1,0,1124,151,41,7,31,3,8,1,6,0,2663,9,21912,85,55695,2351,16963,4910
2021-08-22,204596,177873,78370,99503,6086,97389,52286,45103,7365,3136,4229,82535,14854,31133,17034,564,87277,2776,189,2558,29,25549,4792,63553,0,7076,389,1,0,1124,151,41,7,31,3,8,1,6,0,2674,9,21949,85,55782,2353,16984,4918
2021-08-23,204950,178310,78543,99767,6001,97564,52383,45181,7378,3144,4234,82669,14895,31192,17077,566,87703,2510,182,2301,27,25635,4803,63627,0,7085,389,1,0,1129,151,41,7,31,3,9,2,6,0,2687,9,21980,87,55873,2358,17024,4924
2021-08-24,206281,179517,78993,100524,6052,98087,52643,45444,7398,3153,4245,83160,14927,31272,17112,568,88146,2567,174,2369,24,25818,4814,63878,0,7173,389,1,0,1129,152,41,7,32,3,9,2,6,0,2740,9,22113,88,56161,2369,17073,4932
2021-08-25,207723,180698,79471,101227,6247,98634,52963,45671,7419,3162,4257,83664,14970,31363,17158,568,88535,2705,184,2496,25,26053,4828,64090,0,7267,389,1,0,1135,153,41,7,32,3,9,2,6,0,2782,10,22250,90,56457,2374,17145,4945
2021-08-26,209149,182020,80045,101975,6276,99283,53306,45977,7434,3170,4264,84251,15032,31462,17220,569,88905,2974,195,2749,30,26318,4840,64373,0,7358,389,1,0,1145,154,41,7,32,3,9,2,6,0,2826,11,22413,91,56817,2378,17227,4954
2021-08-27,210277,183087,80426,102661,6301,99700,53539,46161,7464,3182,4282,84619,15081,31557,17272,569,89363,2906,199,2674,33,26467,4869,64590,0,7405,389,1,0,1148,154,42,7,32,3,9,2,6,0,2859,11,22512,93,57027,2386,17302,4974
2021-08-28,211410,184262,80849,103413,6244,100138,53767,46371,7477,3187,4290,84998,15140,31650,17346,570,89826,2869,212,2623,34,26689,4881,64789,0,7421,389,1,0,1149,154,42,7,32,3,9,2,6,0,2892,11,22621,94,57251,2391,17374,4981
2021-08-29,211758,184698,81033,103665,6155,100322,53864,46458,7514,3201,4313,85155,15167,31703,17373,570,90228,2609,202,2378,29,26786,4888,64863,0,7430,389,1,0,1153,154,42,7,32,3,9,2,6,0,2903,11,22657,95,57363,2412,17399,4996
2021-08-30,212038,185198,81194,104004,5933,100485,53953,46532,7530,3209,4321,85296,15189,31747,17396,570,90548,2439,186,2221,32,26844,4904,64968,0,7430,389,1,0,1153,154,42,7,32,3,9,2,6,0,2914,11,22698,95,57442,2418,17431,5006
2021-08-31,212817,185834,81445,104389,6055,100757,54098,46659,7548,3217,4331,85536,15221,31832,17428,570,90889,2359,193,2127,39,26915,4918,65154,0,7444,389,1,0,1153,154,42,7,33,3,9,2,6,0,2939,11,22758,95,57604,2425,17456,5017
2021-09-01,213923,186683,81773,104910,6269,101128,54302,46826,7584,3231,4353,85879,15249,31900,17467,570,91219,2358,181,2144,33,27074,4937,65320,0,7485,394,1,0,1158,154,42,7,33,3,9,2,6,0,2965,11,22839,95,57815,2441,17509,5037
2021-09-02,214962,187686,82148,105538,6238,101570,54555,47015,7610,3249,4361,86276,15294,31983,17516,573,91583,2403,177,2200,26,27283,4949,65477,0,7559,394,1,0,1160,156,42,7,33,3,9,2,6,0,2996,11,22942,95,58058,2454,17574,5050
2021-09-03,216008,188664,82481,106183,6238,101970,54786,47184,7630,3260,4370,86646,15324,32058,17547,574,92032,2334,165,2143,26,27462,4961,65629,0,7624,394,1,0,1164,156,42,7,33,3,9,2,6,0,3024,11,23045,96,58285,2460,17616,5063
2021-09-04,217098,189686,82946,106740,6247,102493,55063,47430,7655,3267,4388,87118,15375,32149,17601,577,92429,2434,167,2242,25,27645,4973,65887,0,7700,394,1,0,1169,156,43,7,33,3,9,2,6,0,3072,11,23160,96,58561,2471,17700,5077
2021-09-05,217404,190106,83081,107025,6129,102633,55131,47502,7670,3272,4398,87229,15404,32204,17633,577,92748,2233,165,2050,18,27715,4981,65950,0,7702,394,1,0,1174,161,43,7,33,3,9,2,6,0,3077,11,23194,97,58632,2474,17730,5088
2021-09-06,217640,190540,83229,107311,5931,102781,55212,47569,7680,3274,4406,87341,15440,32259,17672,577,93076,2044,156,1869,19,27759,4990,66047,0,7709,394,1,0,1174,161,43,7,33,3,9,2,6,0,3086,11,23225,97,58706,2476,17764,5096
2021-09-07,218440,191201,83491,107710,6040,103058,55365,47693,7714,3291,4423,87579,15479,32342,17730,581,93346,2024,155,1843,26,27874,5002,66204,0,7713,406,1,0,1175,161,43,7,33,3,9,2,6,0,3105,11,23287,99,58857,2490,17809,5114
2021-09-08,219402,191988,83763,108225,6164,103381,55533,47848,7746,3301,4445,87875,15506,32441,17769,585,93663,1994,141,1831,22,27986,5017,66384,0,7739,415,1,0,1180,161,43,7,33,3,9,2,6,0,3136,11,23359,99,59021,2507,17865,5129
2021-09-09,220270,192722,84021,108701,6251,103684,55693,47991,7768,3315,4453,88146,15538,32498,17808,590,93933,2008,141,1842,25,28108,5031,66539,0,7764,415,1,0,1181,161,43,7,33,3,9,2,6,0,3158,11,23441,100,59179,2518,17906,5139
2021-09-10,221164,193620,84334,109286,6218,104026,55877,48149,7784,3322,4462,88450,15576,32577,17849,593,94235,2033,154,1853,26,28243,5043,66710,0,7797,415,1,0,1184,161,43,7,33,3,9,2,6,0,3182,12,23527,100,59354,2524,17963,5148
2021-09-11,221907,194340,84612,109728,6211,104334,56052,48282,7800,3330,4470,88725,15609,32636,17886,596,94569,1985,146,1819,20,28375,5052,66853,0,7825,415,1,0,1189,161,43,7,33,3,9,2,6,0,3200,11,23595,100,59527,2532,18012,5157
2021-09-12,222157,194675,84725,109950,6123,104450,56109,48341,7811,3337,4474,88826,15624,32672,17903,598,94887,1770,127,1625,18,28403,5059,66939,0,7825,415,1,0,1191,161,43,7,33,3,9,2,6,0,3207,11,23630,101,59582,2535,18031,5164
2021-09-13,222363,194993,84825,110168,6010,104551,56159,48392,7816,3338,4478,88901,15650,32719,17929,599,95149,1600,126,1460,14,28459,5064,66982,0,7827,415,1,0,1191,161,43,7,33,3,9,2,6,0,3213,11,23650,101,59635,2538,18053,5166
2021-09-14,223173,195603,85112,110491,6165,104883,56329,48554,7831,3340,4491,89209,15674,32778,17959,600,95426,1639,117,1509,13,28581,5075,67137,0,7881,415,1,0,1192,161,43,7,33,3,9,2,6,0,3247,11,23727,101,59813,2547,18096,5172
2021-09-15,224054,196523,85499,111024,6110,105285,56531,48754,7852,3347,4505,89574,15711,32861,18000,603,95720,1728,118,1595,15,28730,5088,67316,0,7952,416,1,0,1195,161,43,7,33,3,9,2,6,0,3284,11,23813,102,60037,2553,18151,5186
2021-09-16,224503,196945,85634,111311,6123,105434,56609,48825,7904,3371,4533,89702,15732,32907,18021,602,95881,1663,114,1535,14,28755,5101,67437,0,7954,416,1,0,1196,161,43,7,33,3,9,2,6,0,3302,12,23854,105,60099,2576,18179,5211
2021-09-17,224615,197083,85676,111407,6096,105477,56631,48846,7909,3372,4537,89727,15750,32946,18042,602,96081,1500,112,1375,13,28783,5105,67450,0,7956,416,1,0,1196,161,43,7,33,3,9,2,6,0,3306,12,23860,105,60113,2578,18198,5214
2021-09-18,225310,197805,85999,111806,6045,105824,56813,49011,7926,3383,4543,90037,15787,33028,18083,604,96308,1605,125,1465,15,28908,5119,67646,0,7975,416,1,0,1203,161,43,7,33,3,9,2,6,0,3329,11,23945,106,60289,2584,18261,5225
2021-09-19,225485,197978,86080,111898,6047,105905,56855,49050,7933,3388,4545,90108,15797,33051,18093,604,96543,1447,113,1316,18,28959,5126,67676,0,7975,416,1,0,1203,161,43,7,33,3,9,2,6,0,3339,11,23959,106,60330,2585,18277,5231
2021-09-20,225603,198218,86160,112058,5925,105985,56894,49091,7946,3394,4552,90168,15817,33081,18116,604,96754,1297,108,1177,12,28975,5139,67740,0,7975,416,1,0,1203,161,43,7,33,3,9,2,6,0,3345,11,23974,106,60367,2589,18299,5240
2021-09-21,226431,198867,86390,112477,6074,106245,57041,49204,7960,3398,4562,90404,15841,33146,18147,607,96939,1361,106,1240,15,29066,5150,67875,0,8009,416,1,0,1203,161,43,7,33,3,9,2,6,0,3362,11,24046,106,60492,2591,18345,5252
2021-09-22,227264,199542,86637,112905,6192,106531,57202,49329,7984,3408,4576,90651,15880,33212,18189,611,97143,1418,104,1300,14,29173,5160,68033,0,8029,416,1,0,1204,161,43,7,33,3,9,2,6,0,3391,11,24129,106,60637,2596,18374,5271
2021-09-23,227990,200205,86841,113364,6180,106809,57336,49473,8010,3415,4595,90894,15915,33291,18232,616,97370,1442,113,1316,13,29254,5168,68151,0,8106,420,1,0,1206,161,43,7,33,3,9,2,6,0,3419,11,24191,106,60770,2600,18429,5293
2021-09-24,228670,200837,87070,113767,6190,107076,57471,49605,8056,3436,4620,91129,15947,33367,18282,624,97637,1396,97,1286,13,29339,5181,68295,0,8143,420,1,0,1207,161,43,7,33,3,9,2,6,0,3435,11,24262,107,60910,2616,18469,5322
2021-09-25,229242,201322,87250,114072,6230,107302,57599,49703,8112,3461,4651,91329,15973,33423,18339,650,97801,1401,106,1283,12,29404,5199,68413,0,8183,420,1,0,1209,166,43,7,34,3,9,2,6,0,3458,11,24306,108,61028,2642,18510,5351
2021-09-26,229394,201559,87310,114249,6143,107363,57639,49724,8121,3467,4654,91370,15993,33452,18359,651,97952,1304,107,1183,14,29430,5208,68444,0,8183,420,1,0,1213,166,43,7,34,3,9,2,6,0,3460,11,24318,108,61062,2644,18523,5358
2021-09-27,229529,201813,87399,114414,6024,107453,57688,49765,8128,3472,4656,91419,16034,33509,18402,651,98115,1226,121,1089,16,29481,5215,68480,0,8186,420,1,0,1213,166,43,7,34,3,9,2,6,0,3461,11,24331,108,61105,2645,18556,5364
2021-09-28,230131,202313,87580,114733,6090,107667,57805,49862,8150,3478,4672,91621,16046,33538,18422,657,98292,1240,115,1110,15,29537,5221,68613,0,8211,420,1,0,1213,166,43,7,34,3,9,2,6,0,3482,11,24399,108,61212,2658,18574,5373
2021-09-29,230748,202770,87721,115049,6210,107848,57895,49953,8175,3488,4687,91785,16063,33578,18441,658,98493,1197,98,1082,17,29602,5234,68694,0,8245,420,1,0,1214,169,43,7,34,3,9,2,6,0,3502,11,24442,110,61299,2661,18605,5393
2021-09-30,231304,203296,87878,115418,6203,108043,58001,50042,8196,3496,4700,91954,16089,33629,18469,660,98663,1202,87,1097,18,29652,5246,68814,0,8270,422,1,0,1214,169,43,7,34,3,9,2,6,0,3523,11,24478,110,61397,2666,18645,5409
2021-10-01,231800,203714,88013,115701,6230,108228,58111,50117,8213,3507,4706,92111,16117,33682,18498,661,98900,1131,79,1036,16,29712,5257,68893,0,8314,422,1,0,1215,169,43,7,35,4,9,2,6,0,3535,11,24519,110,61490,2669,18684,5423
2021-10-02,232336,204245,88173,116072,6211,108411,58211,50200,8226,3510,4716,92269,16142,33736,18529,661,99090,1111,85,1010,16,29780,5265,68982,0,8339,422,1,0,1216,169,43,7,35,4,9,2,6,0,3549,11,24578,111,61570,2672,18714,5432
2021-10-03,232452,204509,88240,116269,6062,108479,58246,50233,8233,3512,4721,92324,16155,33758,18543,661,99257,1003,80,909,14,29815,5272,69013,0,8339,422,1,0,1218,169,43,7,35,4,9,2,6,0,3560,11,24588,111,61598,2673,18733,5438
2021-10-04,232572,204747,88283,116464,5942,108523,58271,50252,8235,3513,4722,92360,16163,33775,18552,662,99439,859,72,777,10,29845,5274,69025,0,8341,422,1,0,1218,169,43,7,35,4,9,2,6,0,3563,11,24591,111,61626,2673,18743,5440
2021-10-05,233086,205172,88419,116753,6008,108682,58348,50334,8254,3523,4731,92500,16182,33816,18572,664,99556,883,70,802,11,29914,5282,69109,0,8347,422,1,0,1218,169,43,7,35,4,9,2,6,0,3574,11,24621,112,61722,2676,18765,5455
2021-10-06,233724,205660,88609,117051,6103,108927,58485,50442,8271,3530,4741,92725,16202,33874,18594,665,99733,934,69,854,11,29983,5291,69215,0,8417,422,1,0,1218,169,43,7,35,4,9,2,6,0,3597,12,24676,113,61853,2682,18801,5464
2021-10-07,234267,206177,88769,117408,6097,109119,58590,50529,8277,3531,4746,92898,16221,33921,18615,666,99879,973,73,890,10,30043,5296,69318,0,8442,422,1,0,1222,169,43,7,35,4,9,2,6,0,3612,12,24710,113,61964,2684,18833,5468
2021-10-08,234697,206573,88881,117692,6113,109248,58657,50591,8287,3537,4750,93016,16232,33947,18631,669,100043,929,74,844,11,30094,5302,69391,0,8445,426,1,0,1224,169,43,7,35,4,9,2,6,0,3617,12,24741,113,62041,2689,18849,5473
2021-10-09,235262,207151,89017,118134,6073,109411,58740,50671,8298,3539,4759,93160,16251,33996,18653,669,100177,949,74,862,13,30167,5312,69468,0,8456,426,1,0,1225,169,44,7,35,4,9,2,6,0,3628,12,24785,113,62121,2695,18877,5478
2021-10-10,235424,207351,89057,118294,6032,109452,58762,50690,8300,3541,4759,93192,16260,34015,18663,669,100289,871,76,787,8,30188,5314,69486,0,8456,426,1,0,1227,169,44,7,35,4,9,2,6,0,3632,12,24791,113,62143,2695,18886,5480
2021-10-11,235588,207591,89094,118497,5950,109492,58784,50708,8305,3545,4760,93220,16272,34036,18675,669,100386,809,66,735,8,30211,5319,69503,0,8456,426,1,0,1227,169,44,7,35,4,9,2,6,0,3638,12,24800,113,62157,2696,18897,5484
2021-10-12,236128,208035,89222,118813,6019,109640,58867,50773,8308,3544,4764,93358,16282,34072,18687,669,100496,848,62,774,12,30267,5320,69592,0,8459,426,1,0,1227,169,44,7,35,4,9,2,6,0,3649,12,24829,113,62236,2694,18926,5489
2021-10-13,236615,208439,89336,119103,6073,109781,58942,50839,8316,3547,4769,93483,16298,34108,18706,669,100596,880,70,799,11,30325,5327,69672,0,8461,426,1,0,1228,169,44,7,35,4,9,2,6,0,3663,12,24857,113,62313,2696,18948,5495
2021-10-14,237081,208855,89448,119407,6095,109919,59019,50900,8319,3550,4769,93615,16304,34129,18714,669,100707,904,64,829,11,30366,5329,69766,0,8461,426,1,0,1231,169,44,7,35,4,9,2,6,0,3680,12,24890,113,62384,2696,18965,5498
2021-10-15,237505,209276,89563,119713,6073,110059,59087,50972,8326,3553,4773,93741,16318,34151,18729,669,100857,886,62,814,10,30412,5335,69859,0,8462,426,1,0,1231,169,44,7,35,4,9,2,6,0,3687,12,24926,113,62459,2700,18987,5501
2021-10-16,237896,209689,89677,120012,6047,110178,59149,51029,8335,3555,4780,93834,16344,34201,18757,670,100998,855,64,781,10,30470,5338,69915,0,8463,426,1,0,1235,169,44,7,35,4,9,2,6,0,3691,12,24946,113,62530,2704,19011,5506
2021-10-17,238000,209873,89716,120157,5966,110220,59172,51048,8340,3558,4782,93864,16356,34225,18769,670,101097,792,62,721,9,30492,5342,69931,0,8463,426,1,0,1239,169,44,7,35,4,9,2,6,0,3693,12,24950,113,62552,2706,19025,5509
2021-10-18,238123,209984,89748,120236,5976,110254,59188,51066,8344,3559,4785,93885,16369,34251,18782,672,101224,694,63,623,8,30504,5346,69952,0,8464,426,1,0,1239,169,44,7,35,4,9,2,6,0,3694,12,24958,113,62566,2706,19036,5513
2021-10-19,238619,210373,89862,120511,6037,110413,59283,51130,8354,3561,4793,94031,16382,34284,18796,674,101340,728,60,659,9,30556,5352,70046,0,8478,426,1,0,1238,170,44,7,35,4,9,2,6,0,3713,12,24994,113,62642,2709,19064,5520
2021-10-20,239108,210790,90001,120789,6094,110567,59370,51197,8359,3563,4796,94167,16400,34325,18816,675,101473,744,68,667,9,30620,5355,70131,0,8482,426,1,0,1238,170,45,7,35,4,9,2,6,0,3728,12,25033,113,62717,2709,19089,5525
2021-10-21,239561,211187,90098,121089,6109,110705,59438,51267,8365,3566,4799,94302,16403,34347,18820,675,101614,734,61,665,8,30670,5360,70197,0,8501,426,1,0,1241,170,45,7,35,4,9,2,6,0,3744,12,25059,113,62792,2711,19110,5529
2021-10-22,240106,211698,90260,121438,6103,110907,59555,51352,8375,3570,4805,94482,16425,34395,18843,675,101737,802,67,728,7,30745,5365,70301,0,8521,427,1,0,1243,170,45,7,36,4,9,2,6,0,3761,12,25096,113,62902,2716,19148,5534
2021-10-23,240598,212148,90390,121758,6113,111069,59644,51425,8389,3576,4813,94619,16450,34443,18868,675,101890,800,65,725,10,30809,5374,70377,0,8543,427,1,0,1243,170,45,7,36,4,9,2,6,0,3780,12,25132,113,62977,2718,19180,5546
2021-10-24,240716,212345,90428,121917,6033,111107,59661,51446,8391,3578,4813,94650,16457,34457,18879,675,102021,701,53,642,6,30831,5376,70384,0,8545,427,1,0,1250,170,45,7,36,4,9,2,6,0,3781,12,25136,113,63002,2719,19188,5547
2021-10-25,240840,212482,90458,122024,6017,111140,59678,51462,8393,3580,4813,94675,16465,34476,18887,675,102131,622,47,569,6,30842,5378,70405,0,8546,427,1,0,1250,170,45,7,36,4,9,2,6,0,3785,12,25143,114,63014,2719,19198,5548
2021-10-26,241308,212836,90611,122225,6078,111346,59790,51556,8404,3587,4817,94864,16482,34518,18908,678,102254,694,50,638,6,30916,5382,70489,0,8593,427,1,0,1251,170,45,7,36,4,9,2,6,0,3802,12,25191,114,63120,2722,19233,5556
2021-10-27,241910,213337,90765,122572,6143,111534,59886,51648,8418,3595,4823,95032,16502,34567,18928,681,102348,772,57,711,4,30976,5388,70603,0,8605,427,1,0,1253,170,45,7,36,4,9,2,6,0,3821,12,25232,114,63216,2725,19265,5567
2021-10-28,242383,213804,90894,122910,6081,111710,59983,51727,8438,3602,4836,95195,16515,34591,18941,682,102447,828,61,764,3,31046,5396,70682,0,8630,427,1,0,1255,170,45,7,36,4,9,2,6,0,3839,12,25272,114,63300,2730,19299,5582
2021-10-29,242833,214194,90986,123208,6092,111851,60061,51790,8449,3608,4841,95320,16531,34631,18959,683,102585,821,62,755,4,31089,5400,70746,0,8664,433,1,0,1255,170,45,7,36,4,9,2,6,0,3858,12,25300,114,63370,2734,19323,5589
2021-10-30,243229,214515,91091,123424,6130,111992,60136,51856,8450,3607,4843,95445,16547,34672,18975,683,102729,816,67,746,3,31133,5398,70820,0,8687,433,1,0,1255,170,45,7,36,4,9,2,6,0,3865,12,25327,114,63450,2733,19350,5591
2021-10-31,243378,214735,91161,123574,6055,112063,60176,51887,8474,3621,4853,95502,16561,34700,18991,683,102798,793,69,722,2,31172,5398,70851,0,8687,433,1,0,1256,170,45,7,36,4,9,2,6,0,3869,12,25336,115,63491,2745,19367,5602
2021-11-01,243509,214880,91187,123693,6039,112091,60196,51895,8482,3624,4858,95525,16566,34723,18999,683,102898,715,59,652,4,31192,5402,70859,0,8687,437,1,0,1256,170,45,7,36,4,9,2,6,0,3870,12,25340,115,63508,2746,19373,5609
