"fecha_reporte","Analizados","Resultados_lab","Confirmados_lab","Descartados_lab","Sospechosos","Casos","C_M","C_H","Decesos","D_M","D_H","Ambulatorios","Hospitalizados","Graves","Criticos","UCI","Recuperados","Activos","Hospitalizados.Activos","Ambulatorios.Activos","Decesos.Activos","C_IMSS","D_IMSS","C_SSA","D_SSA","C_Estatal","D_Estatal","C_Municipal","D_Municipal","C_ISSSTE","D_ISSSTE","C_Privada","D_Privada","C_SEDENA","D_SEDENA","C_SEMAR","D_SEMAR","C_PEMEX","D_PEMEX","C_0_14","D_0_14","C_15_29","D_15_29","C_30_59","D_30_59","C_60_mas","D_60_mas"
2021-04-04,134035,110516,54129,56387,5352,70710,37914,32796,6298,2666,3632,59146,11564,24680,13455,477,63985,433,51,376,6,14513,3986,49894,0,5314,370,0,0,927,116,30,4,21,3,7,1,4,0,1285,5,13993,63,41359,1935,14073,4295
2021-04-05,134170,110701,54177,56524,5300,70760,37940,32820,6300,2667,3633,59193,11567,24697,13459,477,64049,416,46,365,5,14525,3987,49926,0,5320,370,0,0,927,116,30,4,21,3,7,1,4,0,1285,5,14003,63,41387,1935,14085,4297
2021-04-06,134655,111095,54305,56790,5365,70905,38017,32888,6302,2668,3634,59326,11579,24741,13474,477,64171,438,48,384,6,14569,3989,50007,0,5340,370,0,0,927,116,30,4,21,3,7,1,4,0,1286,5,14038,63,41470,1936,14111,4298
2021-04-07,135109,111458,54393,57065,5449,71001,38074,32927,6312,2672,3640,59403,11598,24783,13500,484,64236,459,51,402,6,14613,3992,50056,0,5339,370,0,0,931,116,30,4,21,3,7,1,4,0,1287,5,14057,63,41533,1939,14124,4305
2021-04-08,135608,111922,54526,57396,5479,71139,38138,33001,6325,2677,3648,59521,11618,24820,13519,484,64342,478,54,418,6,14660,4005,50147,0,5339,370,0,0,931,116,30,4,21,3,7,1,4,0,1288,5,14090,63,41606,1944,14155,4313
2021-04-09,136105,112416,54636,57780,5471,71261,38205,33056,6344,2684,3660,59620,11641,24861,13545,485,64419,506,57,441,8,14712,4023,50213,0,5343,370,0,0,931,116,30,4,21,3,7,1,4,0,1289,5,14115,63,41676,1947,14181,4329
2021-04-10,136734,113031,54745,58286,5460,71396,38276,33120,6372,2696,3676,59726,11670,24923,13578,485,64488,546,55,481,10,14776,4050,50270,0,5357,370,0,0,931,116,30,4,21,3,7,1,4,0,1291,5,14137,63,41759,1957,14209,4347
2021-04-11,136898,113278,54798,58480,5371,71455,38304,33151,6375,2699,3676,59772,11683,24951,13591,485,64549,540,56,475,9,14793,4053,50309,0,5358,370,0,0,933,116,30,4,21,3,7,1,4,0,1292,5,14156,63,41794,1959,14213,4348
2021-04-12,136997,113425,54835,58590,5324,71491,38319,33172,6378,2701,3677,59798,11693,24967,13602,485,64601,519,56,456,7,14808,4056,50330,0,5358,370,0,0,933,116,30,4,21,3,7,1,4,0,1292,5,14165,63,41810,1960,14224,4350
2021-04-13,137472,113777,54949,58828,5422,71630,38400,33230,6389,2707,3682,59923,11707,25001,13617,485,64698,550,50,493,7,14848,4064,50376,0,5409,370,0,0,935,116,30,4,21,3,7,1,4,0,1296,5,14184,63,41901,1964,14249,4357
2021-04-14,138072,114226,55080,59146,5530,71804,38491,33313,6407,2718,3689,60070,11734,25065,13646,485,64815,592,52,530,10,14915,4080,50447,0,5444,370,0,0,936,116,30,4,21,3,7,1,4,0,1302,5,14230,63,41988,1965,14284,4374
2021-04-15,138491,114650,55183,59467,5497,71934,38566,33368,6421,2723,3698,60194,11740,25089,13653,487,64931,589,45,537,7,14937,4087,50528,0,5471,370,0,0,936,117,30,4,21,3,7,1,4,0,1306,5,14270,63,42061,1973,14297,4380
2021-04-16,138971,115151,55305,59846,5460,72072,38645,33427,6432,2728,3704,60311,11761,25136,13675,489,65041,607,40,559,8,14992,4097,50596,0,5485,370,0,0,937,117,30,4,21,3,7,1,4,0,1310,5,14301,63,42143,1977,14318,4387
2021-04-17,139395,115551,55388,60163,5457,72183,38706,33477,6439,2729,3710,60403,11780,25174,13694,489,65133,618,47,564,7,15013,4103,50651,0,5520,370,0,0,937,117,30,4,21,3,7,1,4,0,1313,5,14326,63,42199,1978,14345,4393
2021-04-18,139504,115721,55418,60303,5387,72222,38728,33494,6439,2729,3710,60434,11788,25187,13703,489,65218,570,49,516,5,15023,4103,50679,0,5521,370,0,0,937,117,30,4,21,3,7,1,4,0,1313,5,14339,63,42213,1978,14357,4393
2021-04-19,139607,115890,55461,60429,5312,72274,38767,33507,6440,2729,3711,60473,11801,25214,13717,489,65322,517,52,460,5,15037,4104,50716,0,5522,370,0,0,937,117,30,4,21,3,7,1,4,0,1313,5,14348,63,42245,1978,14368,4394
2021-04-20,140074,116263,55567,60696,5379,72407,38834,33573,6446,2734,3712,60596,11811,25246,13729,489,65432,534,57,472,5,15068,4107,50778,0,5562,370,0,0,937,117,30,4,21,3,7,1,4,0,1316,5,14370,63,42323,1980,14398,4398
2021-04-21,140588,116674,55669,61005,5440,72551,38912,33639,6452,2739,3713,60729,11822,25275,13740,490,65537,566,60,502,4,15096,4111,50836,0,5612,371,0,0,942,117,30,4,24,3,7,1,4,0,1317,5,14408,63,42400,1981,14426,4403
2021-04-22,141066,117005,55723,61282,5549,72644,38953,33691,6466,2744,3722,60819,11825,25290,13743,490,65628,556,50,500,6,15117,4119,50880,0,5643,373,0,0,942,117,30,4,21,3,7,1,4,0,1319,5,14435,63,42455,1983,14435,4415
2021-04-23,141536,117529,55815,61714,5460,72771,39019,33752,6471,2748,3723,60933,11838,25319,13757,490,65722,584,48,530,6,15145,4122,50946,0,5676,373,0,0,942,117,30,4,21,3,7,1,4,0,1327,5,14457,63,42537,1983,14450,4420
2021-04-24,142059,117997,55914,62083,5465,72920,39111,33809,6479,2753,3726,61064,11856,25362,13777,491,65822,624,50,569,5,15182,4129,51033,0,5700,373,0,0,943,117,30,4,21,3,7,1,4,0,1333,5,14486,63,42621,1987,14480,4424
2021-04-25,142202,118218,55967,62251,5377,72983,39148,33835,6480,2753,3727,61121,11862,25373,13783,491,65929,579,50,524,5,15199,4130,51078,0,5700,373,0,0,944,117,30,4,21,3,7,1,4,0,1335,5,14503,63,42655,1987,14490,4425
2021-04-26,142267,118302,55987,62315,5358,73003,39162,33841,6481,2753,3728,61139,11864,25379,13786,491,66020,508,42,460,6,15206,4131,51090,0,5701,373,0,0,944,117,30,4,21,3,7,1,4,0,1337,5,14507,63,42666,1987,14493,4426
2021-04-27,142676,118575,56052,62523,5465,73097,39212,33885,6487,2756,3731,61220,11877,25412,13799,491,66070,542,42,498,2,15232,4136,51129,0,5729,373,0,0,944,118,30,4,21,3,7,1,5,0,1340,5,14527,63,42721,1988,14509,4431
2021-04-28,143175,119000,56126,62874,5518,73192,39270,33922,6493,2759,3734,61309,11883,25441,13805,491,66128,574,42,529,3,15261,4140,51172,0,5752,373,0,0,944,118,30,4,21,3,7,1,5,0,1343,5,14548,63,42778,1990,14523,4435
2021-04-29,143543,119319,56180,63139,5549,73264,39302,33962,6507,2761,3746,61365,11899,25481,13826,494,66198,564,41,518,5,15288,4153,51210,0,5757,373,0,0,946,118,30,4,21,3,7,1,5,0,1346,5,14569,63,42815,1996,14534,4443
2021-04-30,143954,119769,56258,63511,5492,73359,39359,34000,6521,2767,3754,61445,11914,25509,13843,496,66260,583,39,539,5,15306,4162,51274,0,5770,373,0,0,946,118,30,4,21,3,7,1,5,0,1349,5,14590,63,42864,2000,14556,4453
2021-05-01,144307,120128,56318,63810,5471,73434,39395,34039,6522,2767,3755,61508,11926,25542,13858,496,66326,590,41,545,4,15329,4163,51314,0,5780,373,0,0,948,118,30,4,21,3,7,1,5,0,1351,5,14600,63,42913,2000,14570,4454
2021-05-02,144396,120322,56331,63991,5361,73452,39405,34047,6524,2768,3756,61523,11929,25549,13861,496,66415,516,36,477,3,15329,4165,51330,0,5782,373,0,0,948,118,30,4,21,3,7,1,5,0,1351,5,14609,63,42919,2001,14573,4455
2021-05-03,144484,120429,56350,64079,5338,73475,39419,34056,6525,2769,3756,61543,11932,25562,13865,496,66505,447,32,413,2,15333,4166,51349,0,5782,373,0,0,948,118,30,4,21,3,7,1,5,0,1352,5,14620,63,42927,2001,14576,4456
2021-05-04,144885,120761,56403,64358,5377,73558,39465,34093,6536,2775,3761,61620,11938,25586,13873,496,66601,424,29,392,3,15360,4168,51379,0,5808,373,0,0,948,122,30,4,21,3,7,1,5,0,1353,5,14636,63,42979,2006,14590,4462
2021-05-05,145292,121068,56464,64604,5467,73629,39507,34122,6542,2776,3766,61682,11947,25610,13882,496,66656,434,31,400,3,15398,4174,51408,0,5811,373,0,0,949,122,30,4,21,3,7,1,5,0,1356,5,14655,63,43016,2009,14602,4465
2021-05-06,145630,121455,56513,64942,5413,73683,39536,34147,6545,2777,3768,61734,11949,25627,13886,496,66712,431,23,403,5,15423,4177,51437,0,5811,373,0,0,949,122,30,4,21,3,7,1,5,0,1359,5,14675,63,43045,2010,14604,4467
2021-05-07,145999,121821,56582,65239,5388,73782,39590,34192,6557,2781,3776,61820,11962,25648,13900,496,66769,460,22,434,4,15457,4187,51471,0,5842,373,0,0,949,124,30,4,21,3,7,1,5,0,1361,5,14693,63,43111,2013,14617,4476
2021-05-08,146251,122044,56633,65411,5384,73866,39643,34223,6560,2781,3779,61900,11966,25660,13902,496,66824,484,24,458,2,15474,4189,51519,0,5861,373,0,0,949,124,30,4,21,3,7,1,5,0,1361,5,14704,63,43171,2014,14630,4478
2021-05-09,146328,122217,56667,65550,5286,73902,39665,34237,6561,2781,3780,61934,11968,25664,13905,496,66910,432,22,409,1,15483,4190,51546,0,5861,373,0,0,949,124,30,4,21,3,7,1,5,0,1363,5,14713,63,43194,2014,14632,4479
2021-05-10,146438,122291,56682,65609,5315,73924,39679,34245,6561,2781,3780,61955,11969,25671,13907,496,66978,386,19,366,1,15485,4190,51566,0,5861,373,0,0,949,124,30,4,21,3,7,1,5,0,1365,5,14720,63,43207,2014,14632,4479
2021-05-11,146594,122433,56715,65718,5309,73978,39708,34270,6567,2782,3785,62000,11978,25689,13917,496,67025,387,16,370,1,15488,4190,51598,0,5879,373,0,0,950,124,30,4,21,3,7,1,5,0,1366,5,14730,63,43239,2017,14643,4482
2021-05-12,146983,122707,56775,65932,5412,74051,39749,34302,6562,2779,3783,62077,11974,25696,13918,497,67075,415,18,396,1,15523,4190,51630,0,5886,373,0,0,949,123,30,4,21,3,7,1,5,0,1366,5,14747,63,43297,2016,14641,4478
2021-05-13,147244,122966,56832,66134,5400,74122,39789,34333,6562,2778,3784,62146,11976,25708,13919,498,67130,431,17,413,1,15551,4187,51666,0,5893,373,0,0,949,124,30,4,21,3,7,1,5,0,1368,6,14768,63,43344,2016,14642,4477
2021-05-14,147687,123364,56913,66451,5441,74207,39825,34382,6567,2781,3786,62208,11999,25746,13943,498,67197,444,24,419,1,15588,4189,51712,0,5893,373,0,0,951,124,30,4,21,3,7,1,5,0,1369,6,14782,63,43398,2017,14658,4481
2021-05-15,148003,123751,56959,66792,5354,74269,39865,34404,6568,2781,3787,62264,12005,25758,13952,499,67280,421,25,396,0,15619,4190,51736,0,5900,373,0,0,951,124,30,4,21,3,7,1,5,0,1373,6,14794,63,43435,2017,14667,4482
2021-05-16,148082,123899,56989,66910,5280,74304,39885,34419,6571,2782,3789,62294,12010,25768,13957,499,67332,403,24,377,2,15626,4193,51763,0,5901,373,0,0,951,124,30,4,21,3,7,1,5,0,1373,6,14805,63,43453,2019,14673,4483
2021-05-17,148172,123950,57009,66941,5317,74326,39894,34432,6571,2782,3789,62311,12015,25780,13962,499,67396,361,25,334,2,15634,4193,51777,0,5901,373,0,0,951,124,30,4,21,3,7,1,5,0,1373,6,14809,63,43467,2019,14677,4483
2021-05-18,148542,124239,57058,67181,5390,74383,39922,34461,6573,2784,3789,62337,12046,25817,13999,501,67430,382,26,354,2,15663,4193,51805,0,5901,373,0,0,951,124,30,4,21,3,7,1,5,0,1374,6,14824,63,43505,2019,14680,4485
2021-05-19,148824,124479,57112,67367,5425,74444,39958,34486,6578,2786,3792,62389,12055,25834,14008,501,67479,390,29,358,3,15694,4198,51829,0,5906,373,0,0,952,124,30,4,21,3,7,1,5,0,1375,6,14834,63,43545,2020,14690,4489
2021-05-20,149168,124795,57173,67622,5444,74514,39993,34521,6582,2788,3794,62454,12060,25852,14013,502,67525,410,27,380,3,15714,4200,51877,0,5907,373,0,0,953,124,30,4,21,3,7,1,5,0,1378,6,14859,63,43580,2021,14697,4492
2021-05-21,149678,125119,57259,67860,5626,74604,40027,34577,6584,2789,3795,62536,12068,25876,14022,502,67585,439,31,404,4,15736,4202,51938,0,5913,373,0,0,954,124,30,4,21,3,7,1,5,0,1383,6,14877,63,43636,2023,14708,4492
2021-05-22,149983,125461,57334,68127,5574,74685,40066,34619,6589,2790,3799,62607,12078,25900,14033,503,67639,462,31,426,5,15760,4204,51987,0,5921,373,0,0,954,124,30,4,21,3,7,1,5,0,1390,6,14895,63,43680,2023,14720,4497
2021-05-23,150064,125724,57356,68368,5384,74709,40079,34630,6589,2790,3799,62629,12080,25907,14036,503,67684,441,27,409,5,15765,4204,52005,0,5922,373,0,0,954,124,30,4,21,3,7,1,5,0,1390,6,14897,63,43698,2023,14724,4497
2021-05-24,150122,125866,57394,68472,5299,74748,40099,34649,6591,2790,3801,62661,12087,25920,14045,503,67755,409,25,377,7,15768,4206,52040,0,5923,373,0,0,954,124,30,4,21,3,7,1,5,0,1392,6,14907,63,43716,2023,14733,4499
2021-05-25,150427,126115,57462,68653,5352,74819,40135,34684,6596,2791,3805,62726,12093,25953,14056,504,67815,415,25,383,7,15803,4208,52076,0,5923,373,0,0,954,126,30,4,21,3,7,1,5,0,1393,6,14922,63,43766,2027,14738,4500
2021-05-26,150822,126445,57525,68920,5407,74892,40184,34708,6599,2793,3806,62789,12103,25979,14072,510,67884,414,27,382,5,15836,4209,52112,0,5927,373,0,0,954,126,30,4,21,3,7,1,5,0,1396,6,14937,63,43809,2028,14750,4502
2021-05-27,151159,126783,57603,69180,5402,74974,40226,34748,6608,2796,3812,62854,12120,26007,14091,511,67933,439,33,400,6,15867,4211,52161,0,5929,373,0,0,954,126,30,4,21,3,7,1,5,0,1401,7,14950,63,43864,2029,14759,4509
2021-05-28,151507,127136,57690,69446,5390,75067,40279,34788,6611,2798,3813,63195,11872,25776,13817,503,67990,472,41,425,6,15898,4214,52220,0,5929,373,0,0,957,126,30,4,21,3,7,1,5,0,1408,7,14972,63,43914,2030,14773,4511
2021-05-29,151862,127477,57787,69690,5390,75181,40335,34846,6627,2802,3825,62461,12720,26648,14666,503,68068,489,42,444,3,15936,4227,52273,0,5950,373,0,0,959,126,30,4,21,3,7,1,5,0,1409,7,15001,63,43971,2033,14800,4524
2021-05-30,151944,127586,57823,69763,5359,75221,40358,34863,6628,2803,3825,62497,12724,26657,14670,503,68122,473,40,431,2,15947,4228,52302,0,5950,373,0,0,959,126,30,4,21,3,7,1,5,0,1411,7,15016,63,43987,2034,14807,4524
2021-05-31,152024,127701,57861,69840,5322,75261,40381,34880,6630,2803,3827,62529,12732,26672,14679,503,68177,456,41,413,2,15958,4230,52331,0,5950,373,0,0,959,126,30,4,21,3,7,1,5,0,1414,7,15023,63,44014,2035,14810,4525
2021-06-01,152405,127993,57939,70054,5391,75364,40434,34930,6648,2810,3838,62609,12755,26720,14703,504,68239,478,42,435,1,16015,4244,52364,0,5963,373,0,0,959,126,30,4,21,3,7,1,5,0,1415,7,15044,64,44080,2041,14825,4536
2021-06-02,152839,128358,58052,70306,5449,75486,40497,34989,6662,2814,3848,62715,12771,26755,14724,506,68287,538,46,491,1,16069,4247,52422,0,5972,375,0,0,960,127,30,4,21,3,7,1,5,0,1418,7,15080,64,44154,2047,14834,4544
2021-06-03,153204,128717,58125,70592,5450,75564,40543,35021,6667,2819,3848,62785,12779,26793,14736,507,68381,517,45,471,1,16100,4250,52467,0,5972,375,0,0,961,127,30,4,22,3,7,1,5,0,1420,7,15092,64,44215,2050,14837,4546
2021-06-04,153665,129128,58237,70891,5497,75679,40603,35076,6671,2821,3850,62891,12788,26810,14745,507,68447,562,45,516,1,16148,4252,52533,0,5973,375,0,0,961,127,30,4,22,3,7,1,5,0,1421,7,15128,64,44286,2053,14844,4547
2021-06-05,153988,129455,58359,71096,5489,75805,40670,35135,6673,2822,3851,63005,12800,26834,14759,507,68512,621,48,572,1,16201,4252,52601,0,5978,375,0,0,961,127,30,4,22,3,7,1,5,0,1425,7,15171,64,44355,2055,14854,4547
2021-06-06,154111,129689,58406,71283,5378,75852,40705,35147,6674,2823,3851,63039,12813,26859,14773,507,68581,598,54,543,1,16230,4253,52619,0,5978,375,0,0,961,127,30,4,22,3,7,1,5,0,1427,7,15190,64,44374,2056,14861,4547
2021-06-07,154171,129756,58450,71306,5368,75899,40724,35175,6675,2824,3851,63085,12814,26862,14774,507,68667,559,44,513,2,16234,4254,52662,0,5978,375,0,0,961,127,30,4,22,3,7,1,5,0,1429,7,15202,64,44402,2056,14866,4548
2021-06-08,154530,129976,58533,71443,5496,75988,40775,35213,6682,2826,3856,63161,12827,26896,14789,509,68735,573,39,532,2,16276,4257,52697,0,5989,375,0,0,961,128,31,5,22,3,7,1,5,0,1432,7,15229,64,44458,2061,14869,4550
2021-06-09,154957,130261,58644,71617,5614,76122,40856,35266,6688,2827,3861,63278,12844,26928,14811,509,68805,631,38,591,2,16325,4263,52755,0,6013,375,0,0,964,128,31,5,22,3,7,1,5,0,1434,7,15272,63,44537,2062,14879,4556
2021-06-10,155448,130731,58791,71940,5621,76283,40940,35343,6693,2827,3866,63428,12855,26955,14823,509,68881,714,37,672,5,16395,4266,52831,0,6027,375,0,0,965,128,31,5,22,3,7,1,5,0,1442,7,15320,63,44630,2063,14891,4560
2021-06-11,155891,131148,58946,72202,5639,76448,41033,35415,6702,2834,3868,63572,12876,26992,14845,510,68976,775,42,728,5,16476,4271,52912,0,6029,375,0,0,965,128,32,5,22,3,7,1,5,0,1445,7,15362,63,44737,2065,14904,4567
2021-06-12,156359,131594,59075,72519,5642,76596,41125,35471,6707,2836,3871,63704,12892,27026,14864,513,69051,843,53,785,5,16548,4277,52974,0,6042,375,0,0,966,128,32,5,22,3,7,1,5,0,1450,7,15404,63,44827,2066,14915,4571
2021-06-13,156507,131846,59167,72679,5537,76689,41176,35513,6708,2836,3872,63785,12904,27049,14876,513,69108,877,56,817,4,16572,4278,53039,0,6046,375,0,0,966,128,32,5,22,3,7,1,5,0,1457,7,15432,63,44879,2066,14921,4572
2021-06-14,156592,131976,59200,72776,5492,76722,41199,35523,6709,2837,3872,63805,12917,27073,14889,513,69175,842,60,778,4,16586,4279,53059,0,6045,375,0,0,966,128,32,5,22,3,7,1,5,0,1458,7,15441,63,44897,2066,14926,4573
2021-06-15,157096,132386,59358,73028,5572,76893,41296,35597,6712,2839,3873,63959,12934,27103,14909,514,69333,853,63,785,5,16657,4283,53153,0,6050,375,0,0,966,128,32,5,23,3,7,1,5,0,1463,7,15498,63,44992,2068,14940,4574
2021-06-16,157625,132751,59515,73236,5721,77065,41390,35675,6719,2842,3877,64122,12943,27125,14918,513,69401,950,66,879,5,16739,4288,53227,0,6064,375,0,0,968,128,32,5,23,3,7,1,5,0,1471,7,15549,63,45089,2068,14956,4581
2021-06-17,158100,133227,59679,73548,5714,77235,41469,35766,6726,2845,3881,64282,12953,27144,14929,513,69498,1016,67,944,5,16806,4294,53325,0,6068,375,0,0,969,128,32,5,23,3,7,1,5,0,1474,7,15594,64,45203,2073,14964,4582
2021-06-18,158657,133761,59902,73859,5723,77475,41594,35881,6730,2847,3883,64512,12963,27175,14940,513,69632,1117,66,1047,4,16887,4297,53450,0,6100,375,0,0,971,128,32,5,23,3,7,1,5,0,1484,7,15654,64,45349,2076,14988,4583
2021-06-19,159162,134284,60129,74155,5685,77722,41725,35997,6738,2851,3887,64746,12976,27221,14957,513,69805,1181,69,1110,2,16950,4300,53612,0,6121,378,0,0,972,128,32,5,23,3,7,1,5,0,1500,7,15727,64,45493,2079,15002,4588
2021-06-20,159339,134589,60230,74359,5557,77823,41781,36042,6738,2851,3887,64836,12987,27237,14968,513,69949,1138,67,1069,2,16982,4300,53679,0,6122,378,0,0,973,128,32,5,23,3,7,1,5,0,1505,7,15755,64,45547,2079,15016,4588
2021-06-21,159445,134680,60276,74404,5570,77871,41801,36070,6738,2851,3887,64882,12989,27248,14970,513,70064,1071,56,1013,2,16987,4300,53721,0,6123,378,0,0,973,128,32,5,23,3,7,1,5,0,1507,7,15773,64,45571,2079,15020,4588
2021-06-22,160105,135177,60480,74697,5712,78096,41916,36180,6747,2855,3892,65091,13005,27304,14992,514,70199,1153,60,1090,3,17087,4308,53833,0,6135,378,0,0,974,128,32,5,23,3,7,1,5,0,1514,7,15837,65,45703,2082,15042,4593
2021-06-23,160719,135625,60649,74976,5868,78274,42000,36274,6759,2859,3900,65250,13024,27347,15012,515,70339,1181,57,1119,5,17184,4319,53910,0,6139,378,0,0,974,129,32,5,23,3,7,1,5,0,1517,7,15889,65,45804,2086,15064,4601
2021-06-24,161448,136296,60931,75365,5907,78574,42168,36406,6766,2864,3902,65526,13048,27406,15039,516,70521,1294,63,1224,7,17280,4325,54070,0,6182,378,0,0,975,130,32,5,23,3,7,1,5,0,1532,7,15980,65,45981,2090,15081,4604
2021-06-25,162071,136867,61136,75731,5943,78795,42287,36508,6766,2864,3902,65726,13069,27452,15060,516,70655,1379,71,1303,5,17374,4325,54193,0,6185,378,0,0,976,130,32,5,23,3,7,1,5,0,1540,7,16046,65,46101,2090,15108,4604
2021-06-26,162715,137493,61352,76141,5948,79024,42414,36610,6764,2864,3900,65940,13084,27483,15075,516,70804,1460,78,1378,4,17468,4325,54309,0,6202,378,0,0,978,130,32,5,23,3,7,1,5,0,1544,7,16128,65,46229,2089,15123,4603
2021-06-27,162921,137860,61446,76414,5785,79120,42477,36643,6770,2865,3905,66022,13098,27504,15089,516,70962,1391,79,1309,3,17497,4331,54374,0,6203,378,0,0,979,130,32,5,23,3,7,1,5,0,1550,7,16153,65,46287,2091,15130,4607
2021-06-28,163045,138136,61548,76588,5631,79224,42535,36689,6772,2866,3906,66120,13104,27529,15096,516,71134,1320,74,1244,2,17505,4332,54471,0,6202,379,0,0,979,130,32,5,23,3,7,1,5,0,1555,7,16185,65,46339,2092,15145,4608
2021-06-29,163675,138663,61764,76899,5719,79455,42658,36797,6774,2867,3907,66333,13122,27576,15116,517,71309,1374,78,1294,2,17597,4332,54607,0,6205,380,0,0,979,130,32,5,23,3,7,1,5,0,1567,7,16249,65,46470,2092,15169,4610
2021-06-30,164287,139115,61987,77128,5866,79691,42784,36907,6779,2868,3911,66544,13147,27617,15141,517,71432,1484,89,1391,4,17692,4335,54743,0,6208,380,0,0,981,130,32,5,23,3,7,1,5,0,1576,6,16339,66,46589,2095,15187,4612
2021-07-01,164874,139769,62209,77560,5782,79930,42905,37025,6789,2872,3917,66757,13173,27666,15169,517,71567,1582,94,1480,8,17783,4342,54885,0,6210,380,0,0,985,130,32,5,23,3,7,1,5,0,1587,6,16427,67,46708,2101,15208,4615
2021-07-02,165394,140278,62424,77854,5779,80159,43021,37138,6792,2872,3920,66973,13186,27697,15184,518,71755,1619,90,1522,7,17858,4344,55033,0,6216,380,0,0,985,130,32,5,23,3,7,1,5,0,1593,6,16493,67,46841,2102,15232,4617
2021-07-03,165896,140751,62586,78165,5790,80339,43119,37220,6800,2876,3924,67134,13205,27743,15206,519,71947,1600,87,1505,8,17941,4350,55129,0,6216,380,0,0,985,130,33,5,23,3,7,1,5,0,1596,6,16551,67,46938,2104,15254,4623
2021-07-04,166130,141118,62685,78433,5656,80438,43174,37264,6802,2878,3924,67225,13213,27762,15214,519,72175,1466,86,1375,5,17974,4352,55185,0,6222,380,0,0,986,130,33,5,26,3,7,1,5,0,1600,6,16583,67,46996,2106,15259,4623
2021-07-05,166240,141350,62756,78594,5532,80511,43214,37297,6802,2878,3924,67289,13222,27785,15223,519,72343,1370,82,1284,4,17985,4352,55245,0,6224,380,0,0,986,130,33,5,26,3,7,1,5,0,1605,6,16608,67,47037,2106,15261,4623
2021-07-06,166803,141795,62960,78835,5626,80739,43345,37394,6814,2885,3929,67493,13246,27840,15251,520,72519,1412,83,1323,6,18069,4362,55377,0,6235,380,0,0,987,131,33,5,26,3,7,1,5,0,1612,6,16672,69,47175,2109,15280,4630
2021-07-07,167459,142278,63171,79107,5764,80985,43478,37507,6818,2889,3929,67722,13263,27880,15269,520,72678,1494,86,1403,5,18163,4366,55506,0,6256,380,0,0,988,131,34,5,26,3,7,1,5,0,1623,6,16759,69,47298,2111,15305,4632
2021-07-08,168099,142937,63434,79503,5726,81267,43633,37634,6826,2892,3934,67975,13292,27936,15299,521,72912,1533,91,1438,4,18262,4372,55656,0,6287,380,0,0,990,131,34,5,26,3,7,1,5,0,1639,6,16845,70,47448,2114,15335,4636
2021-07-09,168753,143492,63632,79860,5811,81479,43750,37729,6831,2895,3936,68167,13312,27968,15321,521,73166,1487,90,1392,5,18371,4376,55747,0,6298,380,0,0,990,131,34,5,26,3,8,1,5,0,1651,6,16907,70,47566,2116,15355,4639
2021-07-10,169395,144142,63888,80254,5767,81771,43922,37849,6848,2905,3943,68414,13357,28048,15372,521,73375,1553,103,1445,5,18507,4390,55894,0,6306,382,0,0,991,131,34,5,26,3,8,1,5,0,1671,6,17007,70,47699,2122,15394,4650
2021-07-11,169648,144425,64004,80421,5731,81893,43982,37911,6850,2906,3944,68525,13368,28072,15387,521,73535,1511,99,1409,3,18551,4392,55972,0,6306,382,0,0,991,131,34,5,26,3,8,1,5,0,1679,6,17045,70,47765,2123,15404,4651
2021-07-12,169816,144768,64149,80619,5549,82045,44064,37981,6853,2907,3946,68667,13378,28095,15397,521,73732,1463,94,1366,3,18574,4395,56100,0,6307,382,0,0,991,131,34,5,26,3,8,1,5,0,1687,6,17106,71,47838,2123,15414,4653
2021-07-13,170476,145195,64378,80817,5775,82281,44196,38085,6859,2911,3948,68885,13396,28134,15416,521,73861,1564,100,1461,3,18688,4401,56223,0,6306,382,0,0,991,131,34,5,26,3,8,1,5,0,1698,6,17191,71,47960,2125,15432,4657
2021-07-14,171317,145805,64697,81108,5993,82613,44380,38233,6868,2914,3954,69192,13421,28185,15444,523,74035,1716,104,1606,6,18852,4408,56387,0,6309,382,0,0,992,131,34,5,26,3,8,1,5,0,1717,6,17305,73,48128,2130,15463,4659
2021-07-15,172003,146380,64947,81433,6086,82881,44528,38353,6877,2919,3958,69433,13448,28233,15472,523,74246,1766,107,1651,8,18958,4416,56547,0,6309,382,0,0,994,132,34,5,26,3,8,1,5,0,1732,6,17387,73,48270,2132,15492,4666
2021-07-16,172738,147167,65265,81902,6019,83214,44701,38513,6882,2922,3960,69733,13481,28300,15507,523,74431,1908,115,1786,7,19082,4420,56747,0,6311,382,1,0,997,132,35,6,28,3,8,1,5,0,1756,6,17494,73,48443,2135,15521,4668
2021-07-17,173653,148130,65646,82484,5939,83617,44916,38701,6888,2924,3964,70114,13503,28356,15529,524,74687,2049,114,1928,7,19261,4423,56963,0,6319,382,1,0,997,132,35,6,28,3,8,1,5,0,1772,6,17647,73,48631,2138,15567,4671
2021-07-18,173993,148548,65816,82732,5858,83790,45007,38783,6888,2924,3964,70264,13526,28386,15553,524,74866,2043,126,1910,7,19337,4423,57053,0,6322,382,1,0,1001,132,35,6,28,3,8,1,5,0,1783,6,17707,73,48714,2138,15586,4671
2021-07-19,174254,148941,66019,82922,5725,83994,45119,38875,6890,2925,3965,70451,13543,28410,15572,524,75194,1916,109,1801,6,19412,4424,57180,0,6323,382,1,0,1001,132,36,7,28,3,8,1,5,0,1802,6,17765,73,48815,2138,15612,4673
