"","Fecha","CVEGEO","MUNICIPIO","CASOS_ACTIVOS"
"17365",2020-12-05,26050,"Rayón",0
"17366",2020-12-05,26053,"San Felipe de Jesús",0
"17367",2020-12-05,26059,"Santa Cruz",0
"17368",2020-12-05,26069,"Yécora",2
"17369",2020-12-05,26009,"Bacanora",0
"17370",2020-12-05,26062,"Suaqui Grande",0
"17371",2020-12-05,26054,"San Javier",0
"17372",2020-12-05,26061,"Soyopa",0
"17373",2020-12-05,26007,"Átil",0
"17374",2020-12-05,26057,"San Pedro de la Cueva",0
"17375",2020-12-06,26002,"Agua Prieta",14
"17376",2020-12-06,26008,"Bacadéhuachi",0
"17377",2020-12-06,26012,"Bácum",0
"17378",2020-12-06,26014,"Baviácora",6
"17379",2020-12-06,26017,"Caborca",40
"17380",2020-12-06,26018,"Cajeme",56
"17381",2020-12-06,26019,"Cananea",119
"17382",2020-12-06,26025,"Empalme",9
"17383",2020-12-06,26026,"Etchojoa",3
"17384",2020-12-06,26027,"Fronteras",0
"17385",2020-12-06,26029,"Guaymas",21
"17386",2020-12-06,26030,"Hermosillo",621
"17387",2020-12-06,26033,"Huatabampo",9
"17388",2020-12-06,26034,"Huépac",1
"17389",2020-12-06,26036,"Magdalena",2
"17390",2020-12-06,26041,"Nacozari de García",4
"17391",2020-12-06,26042,"Navojoa",27
"17392",2020-12-06,26043,"Nogales",52
"17393",2020-12-06,26045,"Opodepe",0
"17394",2020-12-06,26047,"Pitiquito",1
"17395",2020-12-06,26048,"Puerto Peñasco",3
"17396",2020-12-06,26052,"Sahuaripa",4
"17397",2020-12-06,26055,"San Luis Río Colorado",40
"17398",2020-12-06,26058,"Santa Ana",7
"17399",2020-12-06,26060,"Sáric",0
"17400",2020-12-06,26066,"Ures",1
"17401",2020-12-06,26067,"Villa Hidalgo",0
"17402",2020-12-06,26999,"Sin municipio registrado",0
"17403",2020-12-06,26070,"General Plutarco Elías Calles",2
"17404",2020-12-06,26013,"Banámichi",0
"17405",2020-12-06,26003,"Álamos",6
"17406",2020-12-06,26004,"Altar",1
"17407",2020-12-06,26039,"Naco",0
"17408",2020-12-06,26001,"Aconchi",0
"17409",2020-12-06,26035,"Imuris",0
"17410",2020-12-06,26044,"Ónavas",0
"17411",2020-12-06,26020,"Carbó",0
"17412",2020-12-06,26038,"Moctezuma",0
"17413",2020-12-06,26068,"Villa Pesqueira",0
"17414",2020-12-06,26071,"Benito Juárez",1
"17415",2020-12-06,26016,"Benjamín Hill",0
"17416",2020-12-06,26065,"Tubutama",0
"17417",2020-12-06,26023,"Cumpas",0
"17418",2020-12-06,26032,"Huásabas",0
"17419",2020-12-06,26015,"Bavispe",0
"17420",2020-12-06,26064,"Trincheras",0
"17421",2020-12-06,26072,"San Ignacio Río Muerto",0
"17422",2020-12-06,26005,"Arivechi",0
"17423",2020-12-06,26037,"Mazatán",0
"17424",2020-12-06,26046,"Oquitoa",0
"17425",2020-12-06,26051,"Rosario",0
"17426",2020-12-06,26006,"Arizpe",2
"17427",2020-12-06,26011,"Bacoachi",2
"17428",2020-12-06,26022,"Cucurpe",0
"17429",2020-12-06,26056,"San Miguel de Horcasitas",1
"17430",2020-12-06,26040,"Nácori Chico",0
"17431",2020-12-06,26049,"Quiriego",1
"17432",2020-12-06,26010,"Bacerac",0
"17433",2020-12-06,26031,"Huachinera",0
"17434",2020-12-06,26021,"La Colorada",0
"17435",2020-12-06,26028,"Granados",0
"17436",2020-12-06,26063,"Tepache",0
"17437",2020-12-06,26024,"Divisaderos",0
"17438",2020-12-06,26050,"Rayón",0
"17439",2020-12-06,26053,"San Felipe de Jesús",0
"17440",2020-12-06,26059,"Santa Cruz",0
"17441",2020-12-06,26069,"Yécora",2
"17442",2020-12-06,26009,"Bacanora",0
"17443",2020-12-06,26062,"Suaqui Grande",0
"17444",2020-12-06,26054,"San Javier",0
"17445",2020-12-06,26061,"Soyopa",0
"17446",2020-12-06,26007,"Átil",0
"17447",2020-12-06,26057,"San Pedro de la Cueva",0
"17448",2020-12-07,26002,"Agua Prieta",14
"17449",2020-12-07,26008,"Bacadéhuachi",0
"17450",2020-12-07,26012,"Bácum",0
"17451",2020-12-07,26014,"Baviácora",4
"17452",2020-12-07,26017,"Caborca",41
"17453",2020-12-07,26018,"Cajeme",89
"17454",2020-12-07,26019,"Cananea",114
"17455",2020-12-07,26025,"Empalme",6
"17456",2020-12-07,26026,"Etchojoa",1
"17457",2020-12-07,26027,"Fronteras",0
"17458",2020-12-07,26029,"Guaymas",19
"17459",2020-12-07,26030,"Hermosillo",709
"17460",2020-12-07,26033,"Huatabampo",5
"17461",2020-12-07,26034,"Huépac",1
"17462",2020-12-07,26036,"Magdalena",16
"17463",2020-12-07,26041,"Nacozari de García",4
"17464",2020-12-07,26042,"Navojoa",22
"17465",2020-12-07,26043,"Nogales",81
"17466",2020-12-07,26045,"Opodepe",0
"17467",2020-12-07,26047,"Pitiquito",1
"17468",2020-12-07,26048,"Puerto Peñasco",12
"17469",2020-12-07,26052,"Sahuaripa",2
"17470",2020-12-07,26055,"San Luis Río Colorado",46
"17471",2020-12-07,26058,"Santa Ana",11
"17472",2020-12-07,26060,"Sáric",0
"17473",2020-12-07,26066,"Ures",1
"17474",2020-12-07,26067,"Villa Hidalgo",0
"17475",2020-12-07,26999,"Sin municipio registrado",0
"17476",2020-12-07,26070,"General Plutarco Elías Calles",12
"17477",2020-12-07,26013,"Banámichi",0
"17478",2020-12-07,26003,"Álamos",5
"17479",2020-12-07,26004,"Altar",1
"17480",2020-12-07,26039,"Naco",0
"17481",2020-12-07,26001,"Aconchi",0
"17482",2020-12-07,26035,"Imuris",3
"17483",2020-12-07,26044,"Ónavas",0
"17484",2020-12-07,26020,"Carbó",0
"17485",2020-12-07,26038,"Moctezuma",1
"17486",2020-12-07,26068,"Villa Pesqueira",0
"17487",2020-12-07,26071,"Benito Juárez",2
"17488",2020-12-07,26016,"Benjamín Hill",1
"17489",2020-12-07,26065,"Tubutama",0
"17490",2020-12-07,26023,"Cumpas",0
"17491",2020-12-07,26032,"Huásabas",0
"17492",2020-12-07,26015,"Bavispe",0
"17493",2020-12-07,26064,"Trincheras",0
"17494",2020-12-07,26072,"San Ignacio Río Muerto",4
"17495",2020-12-07,26005,"Arivechi",1
"17496",2020-12-07,26037,"Mazatán",0
"17497",2020-12-07,26046,"Oquitoa",0
"17498",2020-12-07,26051,"Rosario",0
"17499",2020-12-07,26006,"Arizpe",2
"17500",2020-12-07,26011,"Bacoachi",3
"17501",2020-12-07,26022,"Cucurpe",0
"17502",2020-12-07,26056,"San Miguel de Horcasitas",1
"17503",2020-12-07,26040,"Nácori Chico",0
"17504",2020-12-07,26049,"Quiriego",1
"17505",2020-12-07,26010,"Bacerac",0
"17506",2020-12-07,26031,"Huachinera",0
"17507",2020-12-07,26021,"La Colorada",0
"17508",2020-12-07,26028,"Granados",0
"17509",2020-12-07,26063,"Tepache",0
"17510",2020-12-07,26024,"Divisaderos",0
"17511",2020-12-07,26050,"Rayón",0
"17512",2020-12-07,26053,"San Felipe de Jesús",0
"17513",2020-12-07,26059,"Santa Cruz",0
"17514",2020-12-07,26069,"Yécora",2
"17515",2020-12-07,26009,"Bacanora",0
"17516",2020-12-07,26062,"Suaqui Grande",0
"17517",2020-12-07,26054,"San Javier",0
"17518",2020-12-07,26061,"Soyopa",0
"17519",2020-12-07,26007,"Átil",0
"17520",2020-12-07,26057,"San Pedro de la Cueva",0
"17521",2020-12-08,26002,"Agua Prieta",14
"17522",2020-12-08,26008,"Bacadéhuachi",0
"17523",2020-12-08,26012,"Bácum",0
"17524",2020-12-08,26014,"Baviácora",8
"17525",2020-12-08,26017,"Caborca",34
"17526",2020-12-08,26018,"Cajeme",79
"17527",2020-12-08,26019,"Cananea",106
"17528",2020-12-08,26025,"Empalme",5
"17529",2020-12-08,26026,"Etchojoa",1
"17530",2020-12-08,26027,"Fronteras",0
"17531",2020-12-08,26029,"Guaymas",33
"17532",2020-12-08,26030,"Hermosillo",664
"17533",2020-12-08,26033,"Huatabampo",5
"17534",2020-12-08,26034,"Huépac",1
"17535",2020-12-08,26036,"Magdalena",14
"17536",2020-12-08,26041,"Nacozari de García",11
"17537",2020-12-08,26042,"Navojoa",19
"17538",2020-12-08,26043,"Nogales",76
"17539",2020-12-08,26045,"Opodepe",0
"17540",2020-12-08,26047,"Pitiquito",1
"17541",2020-12-08,26048,"Puerto Peñasco",9
"17542",2020-12-08,26052,"Sahuaripa",2
"17543",2020-12-08,26055,"San Luis Río Colorado",47
"17544",2020-12-08,26058,"Santa Ana",10
"17545",2020-12-08,26060,"Sáric",0
"17546",2020-12-08,26066,"Ures",3
"17547",2020-12-08,26067,"Villa Hidalgo",0
"17548",2020-12-08,26999,"Sin municipio registrado",0
"17549",2020-12-08,26070,"General Plutarco Elías Calles",12
"17550",2020-12-08,26013,"Banámichi",0
"17551",2020-12-08,26003,"Álamos",5
"17552",2020-12-08,26004,"Altar",1
"17553",2020-12-08,26039,"Naco",0
"17554",2020-12-08,26001,"Aconchi",1
"17555",2020-12-08,26035,"Imuris",3
"17556",2020-12-08,26044,"Ónavas",0
"17557",2020-12-08,26020,"Carbó",0
"17558",2020-12-08,26038,"Moctezuma",1
"17559",2020-12-08,26068,"Villa Pesqueira",0
"17560",2020-12-08,26071,"Benito Juárez",1
"17561",2020-12-08,26016,"Benjamín Hill",1
"17562",2020-12-08,26065,"Tubutama",0
"17563",2020-12-08,26023,"Cumpas",0
"17564",2020-12-08,26032,"Huásabas",0
"17565",2020-12-08,26015,"Bavispe",0
"17566",2020-12-08,26064,"Trincheras",0
"17567",2020-12-08,26072,"San Ignacio Río Muerto",3
"17568",2020-12-08,26005,"Arivechi",1
"17569",2020-12-08,26037,"Mazatán",0
"17570",2020-12-08,26046,"Oquitoa",0
"17571",2020-12-08,26051,"Rosario",0
"17572",2020-12-08,26006,"Arizpe",2
"17573",2020-12-08,26011,"Bacoachi",5
"17574",2020-12-08,26022,"Cucurpe",0
"17575",2020-12-08,26056,"San Miguel de Horcasitas",0
"17576",2020-12-08,26040,"Nácori Chico",0
"17577",2020-12-08,26049,"Quiriego",1
"17578",2020-12-08,26010,"Bacerac",0
"17579",2020-12-08,26031,"Huachinera",0
"17580",2020-12-08,26021,"La Colorada",0
"17581",2020-12-08,26028,"Granados",0
"17582",2020-12-08,26063,"Tepache",0
"17583",2020-12-08,26024,"Divisaderos",0
"17584",2020-12-08,26050,"Rayón",0
"17585",2020-12-08,26053,"San Felipe de Jesús",0
"17586",2020-12-08,26059,"Santa Cruz",0
"17587",2020-12-08,26069,"Yécora",1
"17588",2020-12-08,26009,"Bacanora",0
"17589",2020-12-08,26062,"Suaqui Grande",0
"17590",2020-12-08,26054,"San Javier",0
"17591",2020-12-08,26061,"Soyopa",0
"17592",2020-12-08,26007,"Átil",0
"17593",2020-12-08,26057,"San Pedro de la Cueva",0
"17594",2020-12-09,26002,"Agua Prieta",11
"17595",2020-12-09,26008,"Bacadéhuachi",0
"17596",2020-12-09,26012,"Bácum",0
"17597",2020-12-09,26014,"Baviácora",5
"17598",2020-12-09,26017,"Caborca",30
"17599",2020-12-09,26018,"Cajeme",107
"17600",2020-12-09,26019,"Cananea",109
"17601",2020-12-09,26025,"Empalme",9
"17602",2020-12-09,26026,"Etchojoa",2
"17603",2020-12-09,26027,"Fronteras",0
"17604",2020-12-09,26029,"Guaymas",30
"17605",2020-12-09,26030,"Hermosillo",809
"17606",2020-12-09,26033,"Huatabampo",3
"17607",2020-12-09,26034,"Huépac",0
"17608",2020-12-09,26036,"Magdalena",14
"17609",2020-12-09,26041,"Nacozari de García",10
"17610",2020-12-09,26042,"Navojoa",39
"17611",2020-12-09,26043,"Nogales",87
"17612",2020-12-09,26045,"Opodepe",0
"17613",2020-12-09,26047,"Pitiquito",2
"17614",2020-12-09,26048,"Puerto Peñasco",9
"17615",2020-12-09,26052,"Sahuaripa",1
"17616",2020-12-09,26055,"San Luis Río Colorado",43
"17617",2020-12-09,26058,"Santa Ana",14
"17618",2020-12-09,26060,"Sáric",0
"17619",2020-12-09,26066,"Ures",3
"17620",2020-12-09,26067,"Villa Hidalgo",0
"17621",2020-12-09,26999,"Sin municipio registrado",0
"17622",2020-12-09,26070,"General Plutarco Elías Calles",10
"17623",2020-12-09,26013,"Banámichi",0
"17624",2020-12-09,26003,"Álamos",8
"17625",2020-12-09,26004,"Altar",1
"17626",2020-12-09,26039,"Naco",0
"17627",2020-12-09,26001,"Aconchi",1
"17628",2020-12-09,26035,"Imuris",3
"17629",2020-12-09,26044,"Ónavas",0
"17630",2020-12-09,26020,"Carbó",0
"17631",2020-12-09,26038,"Moctezuma",1
"17632",2020-12-09,26068,"Villa Pesqueira",0
"17633",2020-12-09,26071,"Benito Juárez",2
"17634",2020-12-09,26016,"Benjamín Hill",2
"17635",2020-12-09,26065,"Tubutama",0
"17636",2020-12-09,26023,"Cumpas",0
"17637",2020-12-09,26032,"Huásabas",0
"17638",2020-12-09,26015,"Bavispe",0
"17639",2020-12-09,26064,"Trincheras",0
"17640",2020-12-09,26072,"San Ignacio Río Muerto",2
"17641",2020-12-09,26005,"Arivechi",1
"17642",2020-12-09,26037,"Mazatán",0
"17643",2020-12-09,26046,"Oquitoa",0
"17644",2020-12-09,26051,"Rosario",0
"17645",2020-12-09,26006,"Arizpe",1
"17646",2020-12-09,26011,"Bacoachi",5
"17647",2020-12-09,26022,"Cucurpe",0
"17648",2020-12-09,26056,"San Miguel de Horcasitas",0
"17649",2020-12-09,26040,"Nácori Chico",0
"17650",2020-12-09,26049,"Quiriego",0
"17651",2020-12-09,26010,"Bacerac",0
"17652",2020-12-09,26031,"Huachinera",0
"17653",2020-12-09,26021,"La Colorada",0
"17654",2020-12-09,26028,"Granados",0
"17655",2020-12-09,26063,"Tepache",0
"17656",2020-12-09,26024,"Divisaderos",0
"17657",2020-12-09,26050,"Rayón",0
"17658",2020-12-09,26053,"San Felipe de Jesús",0
"17659",2020-12-09,26059,"Santa Cruz",0
"17660",2020-12-09,26069,"Yécora",0
"17661",2020-12-09,26009,"Bacanora",0
"17662",2020-12-09,26062,"Suaqui Grande",0
"17663",2020-12-09,26054,"San Javier",0
"17664",2020-12-09,26061,"Soyopa",0
"17665",2020-12-09,26007,"Átil",0
"17666",2020-12-09,26057,"San Pedro de la Cueva",0
"17667",2020-12-10,26002,"Agua Prieta",9
"17668",2020-12-10,26008,"Bacadéhuachi",0
"17669",2020-12-10,26012,"Bácum",0
"17670",2020-12-10,26014,"Baviácora",4
"17671",2020-12-10,26017,"Caborca",25
"17672",2020-12-10,26018,"Cajeme",91
"17673",2020-12-10,26019,"Cananea",106
"17674",2020-12-10,26025,"Empalme",7
"17675",2020-12-10,26026,"Etchojoa",3
"17676",2020-12-10,26027,"Fronteras",0
"17677",2020-12-10,26029,"Guaymas",28
"17678",2020-12-10,26030,"Hermosillo",727
"17679",2020-12-10,26033,"Huatabampo",3
"17680",2020-12-10,26034,"Huépac",0
"17681",2020-12-10,26036,"Magdalena",14
"17682",2020-12-10,26041,"Nacozari de García",5
"17683",2020-12-10,26042,"Navojoa",29
"17684",2020-12-10,26043,"Nogales",73
"17685",2020-12-10,26045,"Opodepe",0
"17686",2020-12-10,26047,"Pitiquito",2
"17687",2020-12-10,26048,"Puerto Peñasco",10
"17688",2020-12-10,26052,"Sahuaripa",2
"17689",2020-12-10,26055,"San Luis Río Colorado",44
"17690",2020-12-10,26058,"Santa Ana",13
"17691",2020-12-10,26060,"Sáric",0
"17692",2020-12-10,26066,"Ures",3
"17693",2020-12-10,26067,"Villa Hidalgo",0
"17694",2020-12-10,26999,"Sin municipio registrado",0
"17695",2020-12-10,26070,"General Plutarco Elías Calles",5
"17696",2020-12-10,26013,"Banámichi",0
"17697",2020-12-10,26003,"Álamos",7
"17698",2020-12-10,26004,"Altar",0
"17699",2020-12-10,26039,"Naco",0
"17700",2020-12-10,26001,"Aconchi",1
"17701",2020-12-10,26035,"Imuris",3
"17702",2020-12-10,26044,"Ónavas",0
"17703",2020-12-10,26020,"Carbó",0
"17704",2020-12-10,26038,"Moctezuma",0
"17705",2020-12-10,26068,"Villa Pesqueira",0
"17706",2020-12-10,26071,"Benito Juárez",2
"17707",2020-12-10,26016,"Benjamín Hill",2
"17708",2020-12-10,26065,"Tubutama",0
"17709",2020-12-10,26023,"Cumpas",0
"17710",2020-12-10,26032,"Huásabas",0
"17711",2020-12-10,26015,"Bavispe",0
"17712",2020-12-10,26064,"Trincheras",0
"17713",2020-12-10,26072,"San Ignacio Río Muerto",2
"17714",2020-12-10,26005,"Arivechi",1
"17715",2020-12-10,26037,"Mazatán",0
"17716",2020-12-10,26046,"Oquitoa",0
"17717",2020-12-10,26051,"Rosario",0
"17718",2020-12-10,26006,"Arizpe",1
"17719",2020-12-10,26011,"Bacoachi",5
"17720",2020-12-10,26022,"Cucurpe",0
"17721",2020-12-10,26056,"San Miguel de Horcasitas",0
"17722",2020-12-10,26040,"Nácori Chico",0
"17723",2020-12-10,26049,"Quiriego",0
"17724",2020-12-10,26010,"Bacerac",0
"17725",2020-12-10,26031,"Huachinera",0
"17726",2020-12-10,26021,"La Colorada",0
"17727",2020-12-10,26028,"Granados",0
"17728",2020-12-10,26063,"Tepache",0
"17729",2020-12-10,26024,"Divisaderos",0
"17730",2020-12-10,26050,"Rayón",0
"17731",2020-12-10,26053,"San Felipe de Jesús",0
"17732",2020-12-10,26059,"Santa Cruz",0
"17733",2020-12-10,26069,"Yécora",0
"17734",2020-12-10,26009,"Bacanora",0
"17735",2020-12-10,26062,"Suaqui Grande",0
"17736",2020-12-10,26054,"San Javier",0
"17737",2020-12-10,26061,"Soyopa",0
"17738",2020-12-10,26007,"Átil",0
"17739",2020-12-10,26057,"San Pedro de la Cueva",0
"17740",2020-12-11,26002,"Agua Prieta",7
"17741",2020-12-11,26008,"Bacadéhuachi",0
"17742",2020-12-11,26012,"Bácum",0
"17743",2020-12-11,26014,"Baviácora",2
"17744",2020-12-11,26017,"Caborca",51
"17745",2020-12-11,26018,"Cajeme",75
"17746",2020-12-11,26019,"Cananea",80
"17747",2020-12-11,26025,"Empalme",7
"17748",2020-12-11,26026,"Etchojoa",2
"17749",2020-12-11,26027,"Fronteras",0
"17750",2020-12-11,26029,"Guaymas",24
"17751",2020-12-11,26030,"Hermosillo",770
"17752",2020-12-11,26033,"Huatabampo",3
"17753",2020-12-11,26034,"Huépac",0
"17754",2020-12-11,26036,"Magdalena",8
"17755",2020-12-11,26041,"Nacozari de García",3
"17756",2020-12-11,26042,"Navojoa",31
"17757",2020-12-11,26043,"Nogales",67
"17758",2020-12-11,26045,"Opodepe",0
"17759",2020-12-11,26047,"Pitiquito",4
"17760",2020-12-11,26048,"Puerto Peñasco",8
"17761",2020-12-11,26052,"Sahuaripa",2
"17762",2020-12-11,26055,"San Luis Río Colorado",28
"17763",2020-12-11,26058,"Santa Ana",7
"17764",2020-12-11,26060,"Sáric",0
"17765",2020-12-11,26066,"Ures",4
"17766",2020-12-11,26067,"Villa Hidalgo",0
"17767",2020-12-11,26999,"Sin municipio registrado",0
"17768",2020-12-11,26070,"General Plutarco Elías Calles",3
"17769",2020-12-11,26013,"Banámichi",0
"17770",2020-12-11,26003,"Álamos",6
"17771",2020-12-11,26004,"Altar",0
"17772",2020-12-11,26039,"Naco",0
"17773",2020-12-11,26001,"Aconchi",0
"17774",2020-12-11,26035,"Imuris",3
"17775",2020-12-11,26044,"Ónavas",0
"17776",2020-12-11,26020,"Carbó",0
"17777",2020-12-11,26038,"Moctezuma",0
"17778",2020-12-11,26068,"Villa Pesqueira",0
"17779",2020-12-11,26071,"Benito Juárez",2
"17780",2020-12-11,26016,"Benjamín Hill",1
"17781",2020-12-11,26065,"Tubutama",0
"17782",2020-12-11,26023,"Cumpas",0
"17783",2020-12-11,26032,"Huásabas",0
"17784",2020-12-11,26015,"Bavispe",0
"17785",2020-12-11,26064,"Trincheras",0
"17786",2020-12-11,26072,"San Ignacio Río Muerto",2
"17787",2020-12-11,26005,"Arivechi",2
"17788",2020-12-11,26037,"Mazatán",0
"17789",2020-12-11,26046,"Oquitoa",0
"17790",2020-12-11,26051,"Rosario",0
"17791",2020-12-11,26006,"Arizpe",1
"17792",2020-12-11,26011,"Bacoachi",6
"17793",2020-12-11,26022,"Cucurpe",0
"17794",2020-12-11,26056,"San Miguel de Horcasitas",0
"17795",2020-12-11,26040,"Nácori Chico",0
"17796",2020-12-11,26049,"Quiriego",0
"17797",2020-12-11,26010,"Bacerac",0
"17798",2020-12-11,26031,"Huachinera",0
"17799",2020-12-11,26021,"La Colorada",0
"17800",2020-12-11,26028,"Granados",0
"17801",2020-12-11,26063,"Tepache",0
"17802",2020-12-11,26024,"Divisaderos",0
"17803",2020-12-11,26050,"Rayón",0
"17804",2020-12-11,26053,"San Felipe de Jesús",0
"17805",2020-12-11,26059,"Santa Cruz",0
"17806",2020-12-11,26069,"Yécora",0
"17807",2020-12-11,26009,"Bacanora",0
"17808",2020-12-11,26062,"Suaqui Grande",0
"17809",2020-12-11,26054,"San Javier",0
"17810",2020-12-11,26061,"Soyopa",0
"17811",2020-12-11,26007,"Átil",0
"17812",2020-12-11,26057,"San Pedro de la Cueva",0
"17813",2020-12-12,26002,"Agua Prieta",8
"17814",2020-12-12,26008,"Bacadéhuachi",0
"17815",2020-12-12,26012,"Bácum",1
"17816",2020-12-12,26014,"Baviácora",1
"17817",2020-12-12,26017,"Caborca",43
"17818",2020-12-12,26018,"Cajeme",99
"17819",2020-12-12,26019,"Cananea",70
"17820",2020-12-12,26025,"Empalme",10
"17821",2020-12-12,26026,"Etchojoa",1
"17822",2020-12-12,26027,"Fronteras",0
"17823",2020-12-12,26029,"Guaymas",29
"17824",2020-12-12,26030,"Hermosillo",708
"17825",2020-12-12,26033,"Huatabampo",3
"17826",2020-12-12,26034,"Huépac",0
"17827",2020-12-12,26036,"Magdalena",6
"17828",2020-12-12,26041,"Nacozari de García",2
"17829",2020-12-12,26042,"Navojoa",28
"17830",2020-12-12,26043,"Nogales",84
"17831",2020-12-12,26045,"Opodepe",0
"17832",2020-12-12,26047,"Pitiquito",4
"17833",2020-12-12,26048,"Puerto Peñasco",5
"17834",2020-12-12,26052,"Sahuaripa",1
"17835",2020-12-12,26055,"San Luis Río Colorado",30
"17836",2020-12-12,26058,"Santa Ana",6
"17837",2020-12-12,26060,"Sáric",0
"17838",2020-12-12,26066,"Ures",3
"17839",2020-12-12,26067,"Villa Hidalgo",0
"17840",2020-12-12,26999,"Sin municipio registrado",0
"17841",2020-12-12,26070,"General Plutarco Elías Calles",2
"17842",2020-12-12,26013,"Banámichi",0
"17843",2020-12-12,26003,"Álamos",5
"17844",2020-12-12,26004,"Altar",0
"17845",2020-12-12,26039,"Naco",0
"17846",2020-12-12,26001,"Aconchi",0
"17847",2020-12-12,26035,"Imuris",3
"17848",2020-12-12,26044,"Ónavas",0
"17849",2020-12-12,26020,"Carbó",0
"17850",2020-12-12,26038,"Moctezuma",0
"17851",2020-12-12,26068,"Villa Pesqueira",0
"17852",2020-12-12,26071,"Benito Juárez",2
"17853",2020-12-12,26016,"Benjamín Hill",1
"17854",2020-12-12,26065,"Tubutama",0
"17855",2020-12-12,26023,"Cumpas",0
"17856",2020-12-12,26032,"Huásabas",0
"17857",2020-12-12,26015,"Bavispe",0
"17858",2020-12-12,26064,"Trincheras",0
"17859",2020-12-12,26072,"San Ignacio Río Muerto",1
"17860",2020-12-12,26005,"Arivechi",2
"17861",2020-12-12,26037,"Mazatán",0
"17862",2020-12-12,26046,"Oquitoa",0
"17863",2020-12-12,26051,"Rosario",0
"17864",2020-12-12,26006,"Arizpe",0
"17865",2020-12-12,26011,"Bacoachi",5
"17866",2020-12-12,26022,"Cucurpe",0
"17867",2020-12-12,26056,"San Miguel de Horcasitas",0
"17868",2020-12-12,26040,"Nácori Chico",0
"17869",2020-12-12,26049,"Quiriego",0
"17870",2020-12-12,26010,"Bacerac",0
"17871",2020-12-12,26031,"Huachinera",0
"17872",2020-12-12,26021,"La Colorada",0
"17873",2020-12-12,26028,"Granados",0
"17874",2020-12-12,26063,"Tepache",0
"17875",2020-12-12,26024,"Divisaderos",0
"17876",2020-12-12,26050,"Rayón",0
"17877",2020-12-12,26053,"San Felipe de Jesús",0
"17878",2020-12-12,26059,"Santa Cruz",0
"17879",2020-12-12,26069,"Yécora",0
"17880",2020-12-12,26009,"Bacanora",0
"17881",2020-12-12,26062,"Suaqui Grande",0
"17882",2020-12-12,26054,"San Javier",0
"17883",2020-12-12,26061,"Soyopa",0
"17884",2020-12-12,26007,"Átil",0
"17885",2020-12-12,26057,"San Pedro de la Cueva",0
"17886",2020-12-13,26002,"Agua Prieta",8
"17887",2020-12-13,26008,"Bacadéhuachi",0
"17888",2020-12-13,26012,"Bácum",1
"17889",2020-12-13,26014,"Baviácora",1
"17890",2020-12-13,26017,"Caborca",39
"17891",2020-12-13,26018,"Cajeme",88
"17892",2020-12-13,26019,"Cananea",52
"17893",2020-12-13,26025,"Empalme",10
"17894",2020-12-13,26026,"Etchojoa",2
"17895",2020-12-13,26027,"Fronteras",0
"17896",2020-12-13,26029,"Guaymas",22
"17897",2020-12-13,26030,"Hermosillo",636
"17898",2020-12-13,26033,"Huatabampo",3
"17899",2020-12-13,26034,"Huépac",0
"17900",2020-12-13,26036,"Magdalena",7
"17901",2020-12-13,26041,"Nacozari de García",3
"17902",2020-12-13,26042,"Navojoa",25
"17903",2020-12-13,26043,"Nogales",83
"17904",2020-12-13,26045,"Opodepe",0
"17905",2020-12-13,26047,"Pitiquito",4
"17906",2020-12-13,26048,"Puerto Peñasco",2
"17907",2020-12-13,26052,"Sahuaripa",1
"17908",2020-12-13,26055,"San Luis Río Colorado",22
"17909",2020-12-13,26058,"Santa Ana",6
"17910",2020-12-13,26060,"Sáric",0
"17911",2020-12-13,26066,"Ures",3
"17912",2020-12-13,26067,"Villa Hidalgo",0
"17913",2020-12-13,26999,"Sin municipio registrado",0
"17914",2020-12-13,26070,"General Plutarco Elías Calles",0
"17915",2020-12-13,26013,"Banámichi",0
"17916",2020-12-13,26003,"Álamos",5
"17917",2020-12-13,26004,"Altar",0
"17918",2020-12-13,26039,"Naco",0
"17919",2020-12-13,26001,"Aconchi",0
"17920",2020-12-13,26035,"Imuris",2
"17921",2020-12-13,26044,"Ónavas",0
"17922",2020-12-13,26020,"Carbó",0
"17923",2020-12-13,26038,"Moctezuma",0
"17924",2020-12-13,26068,"Villa Pesqueira",0
"17925",2020-12-13,26071,"Benito Juárez",2
"17926",2020-12-13,26016,"Benjamín Hill",1
"17927",2020-12-13,26065,"Tubutama",0
"17928",2020-12-13,26023,"Cumpas",2
"17929",2020-12-13,26032,"Huásabas",0
"17930",2020-12-13,26015,"Bavispe",0
"17931",2020-12-13,26064,"Trincheras",0
"17932",2020-12-13,26072,"San Ignacio Río Muerto",1
"17933",2020-12-13,26005,"Arivechi",1
"17934",2020-12-13,26037,"Mazatán",0
"17935",2020-12-13,26046,"Oquitoa",0
"17936",2020-12-13,26051,"Rosario",0
"17937",2020-12-13,26006,"Arizpe",0
"17938",2020-12-13,26011,"Bacoachi",3
"17939",2020-12-13,26022,"Cucurpe",0
"17940",2020-12-13,26056,"San Miguel de Horcasitas",0
"17941",2020-12-13,26040,"Nácori Chico",0
"17942",2020-12-13,26049,"Quiriego",0
"17943",2020-12-13,26010,"Bacerac",0
"17944",2020-12-13,26031,"Huachinera",0
"17945",2020-12-13,26021,"La Colorada",0
"17946",2020-12-13,26028,"Granados",0
"17947",2020-12-13,26063,"Tepache",0
"17948",2020-12-13,26024,"Divisaderos",0
"17949",2020-12-13,26050,"Rayón",0
"17950",2020-12-13,26053,"San Felipe de Jesús",0
